UF,Municipio,Regiao,2013,2014,2015,2016,2017,2018,2019,2020
BA,Catu,Nordeste,749.214,651.358,623.154,517.027,535.360,596.513,646.937,604.877
BA,Caturama,Nordeste,40.921,45.134,51.352,56.167,56.997,59.398,63.808,70.277
BA,Caém,Nordeste,60.328,66.776,80.740,87.851,70.911,73.904,80.047,90.549
BA,Central,Nordeste,94.524,111.234,133.511,142.335,179.660,156.287,167.025,148.978
BA,Chorrochó,Nordeste,55.885,62.519,68.927,71.490,72.864,76.588,81.277,95.780
BA,Cipó,Nordeste,88.400,98.118,117.767,119.494,130.416,130.762,133.922,148.415
BA,Coaraci,Nordeste,126.114,137.973,154.314,160.348,156.321,151.485,169.860,182.247
BA,Cocos,Nordeste,193.461,229.703,231.611,220.319,289.495,317.898,297.690,380.269
BA,Conceição da Feira,Nordeste,161.098,194.277,248.132,255.894,242.877,268.783,296.400,315.177
BA,Conceição do Almeida,Nordeste,115.089,121.617,139.159,157.909,154.463,159.655,179.066,183.030
BA,Conceição do Coité,Nordeste,522.783,585.923,677.617,730.696,754.625,731.608,743.715,760.903
BA,Conceição do Jacuípe,Nordeste,1.472.186,1.637.133,1.695.547,2.037.630,2.282.042,2.247.622,2.522.490,2.340.927
BA,Conde,Nordeste,156.973,178.688,198.558,256.288,305.365,271.703,288.240,262.956
BA,Condeúba,Nordeste,97.910,107.017,121.331,127.454,139.360,148.893,154.054,165.471
BA,Contendas do Sincorá,Nordeste,27.223,30.873,34.369,34.764,38.275,36.874,42.230,43.743
BA,Coração de Maria,Nordeste,145.168,161.047,168.055,180.406,178.282,172.184,200.460,204.381
BA,Cordeiros,Nordeste,40.152,45.897,50.593,52.941,55.287,55.441,60.569,65.901
BA,Coribe,Nordeste,88.056,103.752,111.094,123.864,117.288,125.810,140.893,153.771
BA,Coronel João Sá,Nordeste,93.812,114.874,124.629,131.772,131.249,131.374,147.258,173.421
BA,Correntina,Nordeste,1.134.738,1.235.037,1.297.030,1.099.085,1.265.388,1.944.233,1.468.943,2.398.297
BA,Cotegipe,Nordeste,96.722,105.499,121.527,124.844,126.998,126.730,137.320,150.930
BA,Cravolândia,Nordeste,31.442,34.378,38.495,41.322,36.765,37.191,41.112,44.162
BA,Cristópolis,Nordeste,80.463,88.912,113.579,131.395,109.521,111.542,122.781,138.215
BA,Crisópolis,Nordeste,121.444,132.086,138.177,143.832,148.694,152.701,167.068,181.882
BA,Cruz das Almas,Nordeste,776.423,809.365,861.525,913.403,937.418,984.672,989.171,945.176
BA,Curaçá,Nordeste,225.587,270.295,258.036,273.129,271.429,317.736,312.773,330.178
BA,Cândido Sales,Nordeste,145.168,155.099,170.019,174.630,185.623,210.920,209.733,225.249
BA,Cícero Dantas,Nordeste,202.707,216.195,248.504,256.280,270.384,269.885,296.587,337.752
BA,Dom Basílio,Nordeste,93.283,106.696,112.812,103.803,102.012,110.972,117.747,130.013
BA,Dom Macedo Costa,Nordeste,25.121,26.698,29.377,31.814,31.282,32.123,35.061,40.774
BA,Dário Meira,Nordeste,53.640,57.566,94.881,93.003,82.032,90.515,104.434,114.835
BA,Elísio Medrado,Nordeste,44.095,50.495,54.645,59.439,55.131,57.677,63.184,70.318
BA,Encruzilhada,Nordeste,156.193,174.269,195.658,182.830,180.907,182.228,192.923,220.297
BA,Entre Rios,Nordeste,669.512,568.544,520.663,461.476,486.313,558.198,597.991,580.641
BA,Esplanada,Nordeste,920.644,707.683,561.380,504.397,561.103,624.455,639.335,587.222
BA,Euclides da Cunha,Nordeste,472.377,497.806,635.593,617.171,534.066,552.812,645.793,790.011
BA,Eunápolis,Nordeste,2.004.419,2.075.774,2.276.986,2.538.386,2.626.181,2.890.442,3.092.539,3.002.293
BA,Feira da Mata,Nordeste,41.824,49.315,47.034,48.419,45.734,45.473,53.906,56.114
BA,Feira de Santana,Nordeste,10.949.907,11.727.165,11.962.297,13.104.860,13.691.186,14.685.264,14.916.456,15.153.239
BA,Filadélfia,Nordeste,87.939,103.072,114.339,116.820,120.361,119.559,126.550,130.404
BA,Firmino Alves,Nordeste,34.880,38.312,43.560,44.508,42.994,48.123,51.149,62.943
BA,Floresta Azul,Nordeste,70.075,72.625,80.458,78.671,76.386,78.844,85.337,96.407
BA,Formosa do Rio Preto,Nordeste,1.175.872,1.366.233,1.605.408,989.827,1.744.783,2.695.037,1.854.012,3.803.358
BA,Fátima,Nordeste,178.960,153.097,226.947,222.665,179.899,170.371,213.035,292.882
BA,Gandu,Nordeste,249.876,273.424,308.095,320.440,322.577,360.519,389.447,403.131
BA,Gavião,Nordeste,28.329,31.819,38.270,37.758,38.278,38.837,40.984,46.602
BA,Gentio do Ouro,Nordeste,46.966,52.990,57.569,198.934,143.487,145.790,139.915,119.018
BA,Glória,Nordeste,115.123,131.834,146.864,168.887,190.103,170.902,197.161,227.533
BA,Gongogi,Nordeste,49.340,56.787,65.949,64.692,58.781,58.638,62.922,68.686
BA,Governador Mangabeira,Nordeste,149.508,161.344,229.347,279.784,193.684,179.419,185.475,196.161
BA,Guajeru,Nordeste,46.407,48.597,53.344,55.188,51.552,52.502,55.690,63.270
BA,Guanambi,Nordeste,861.467,1.041.760,1.141.389,1.196.902,1.273.286,1.339.116,1.439.894,1.482.600
BA,Guaratinga,Nordeste,173.184,197.268,225.536,219.618,210.870,196.740,207.626,237.049
BA,Heliópolis,Nordeste,79.783,78.668,97.310,88.518,91.439,95.904,104.815,130.815
BA,Iaçu,Nordeste,149.740,202.247,225.272,199.062,200.974,201.922,211.818,228.067
BA,Ibiassucê,Nordeste,63.840,69.233,75.189,81.066,82.949,82.087,87.283,91.831
BA,Ibicaraí,Nordeste,146.660,155.807,172.565,174.403,185.397,182.419,188.859,209.560
BA,Ibicoara,Nordeste,220.066,223.258,271.149,312.365,255.743,304.197,390.157,516.577
BA,Ibicuí,Nordeste,113.228,143.597,165.542,161.695,147.248,145.921,156.735,172.706
BA,Ibipeba,Nordeste,81.344,92.513,101.567,119.237,123.459,134.003,137.766,159.806
BA,Ibipitanga,Nordeste,69.303,77.363,88.238,92.209,100.853,100.826,105.524,108.952
BA,Ibiquera,Nordeste,24.523,27.050,26.734,26.373,27.055,27.700,29.665,34.365
BA,Ibirapitanga,Nordeste,151.989,140.270,175.809,218.310,168.246,196.731,233.300,246.006
BA,Ibirapuã,Nordeste,138.458,183.602,185.724,219.582,247.620,280.120,288.458,380.020
BA,Ibirataia,Nordeste,147.247,141.825,166.075,171.489,155.396,167.389,179.152,189.992
BA,Ibitiara,Nordeste,75.592,83.120,91.214,97.828,97.182,98.966,106.819,109.516
BA,Ibititá,Nordeste,84.804,95.063,108.829,105.342,117.230,119.165,128.142,143.179
BA,Ibotirama,Nordeste,217.539,275.243,291.853,337.519,343.107,332.932,369.100,385.378
BA,Ichu,Nordeste,30.136,32.880,38.207,38.508,40.796,43.091,47.133,51.744
BA,Igaporã,Nordeste,90.502,211.224,189.919,167.049,181.274,179.250,187.510,188.306
BA,Igrapiúna,Nordeste,145.642,162.868,178.788,179.359,156.210,148.487,159.068,174.771
BA,Iguaí,Nordeste,145.136,176.506,198.773,196.126,184.290,192.802,211.502,230.823
BA,Ilhéus,Nordeste,3.219.405,3.512.481,3.641.506,3.879.745,3.837.058,4.259.657,4.343.378,4.531.657
BA,Inhambupe,Nordeste,366.081,355.299,444.593,433.278,454.614,638.005,574.713,569.615
BA,Ipecaetá,Nordeste,66.240,73.631,81.026,79.149,77.678,80.073,88.602,98.296
BA,Ipiaú,Nordeste,377.971,415.406,430.004,429.913,430.254,454.281,478.503,505.557
BA,Ipirá,Nordeste,524.787,590.930,611.581,695.661,651.828,663.042,629.069,581.591
BA,Ipupiara,Nordeste,51.061,57.471,67.414,74.171,77.847,79.897,84.351,96.277
BA,Irajuba,Nordeste,41.698,46.056,49.866,57.645,58.920,70.607,71.814,73.300
BA,Iramaia,Nordeste,58.937,68.511,80.874,78.291,76.874,72.931,85.229,91.852
BA,Iraquara,Nordeste,148.252,194.711,282.787,331.537,373.866,403.476,472.330,577.370
BA,Irará,Nordeste,184.790,203.294,229.254,240.403,242.698,252.439,262.320,278.943
BA,Irecê,Nordeste,842.768,899.889,983.841,1.016.125,1.082.817,1.212.410,1.347.000,1.407.826
BA,Itabela,Nordeste,278.028,300.689,310.776,312.495,338.434,351.485,373.230,425.210
BA,Itaberaba,Nordeste,579.353,641.089,721.795,810.003,867.669,901.011,893.898,898.941
BA,Itabuna,Nordeste,3.450.138,3.665.696,3.832.794,3.864.775,3.987.299,4.082.110,4.184.489,4.035.598
BA,Itacaré,Nordeste,202.724,222.490,262.128,263.754,265.003,306.857,331.624,331.891
BA,Itaeté,Nordeste,74.262,79.260,84.480,87.346,90.536,94.368,103.426,112.178
BA,Itagi,Nordeste,88.518,104.397,114.068,107.799,98.407,100.774,106.929,111.672
BA,Itagibá,Nordeste,312.030,340.183,355.444,187.265,130.458,136.508,178.378,710.257
BA,Itagimirim,Nordeste,88.700,91.939,107.965,108.249,107.979,111.656,112.642,114.243
BA,Itaguaçu da Bahia,Nordeste,58.933,69.148,75.935,82.821,97.195,120.669,126.542,134.831
BA,Itaju do Colônia,Nordeste,55.759,61.982,68.949,65.366,66.203,66.322,74.536,81.147
BA,Itajuípe,Nordeste,233.898,226.845,255.692,270.072,246.315,229.484,234.636,228.715
BA,Itamaraju,Nordeste,738.590,756.718,879.172,834.854,875.626,901.021,948.865,909.996
BA,Itamari,Nordeste,62.151,60.159,79.970,81.421,65.063,70.122,89.339,92.061
BA,Itambé,Nordeste,169.490,194.555,209.808,221.207,222.899,235.813,248.661,270.514
BA,Itanagra,Nordeste,70.580,59.517,58.239,60.789,53.937,66.538,67.755,68.166
BA,Itanhém,Nordeste,173.476,188.859,203.395,219.452,222.610,226.231,228.223,261.276
BA,Itaparica,Nordeste,183.559,193.541,200.067,209.929,224.893,237.031,244.224,246.157
BA,Itapebi,Nordeste,317.413,255.611,446.820,577.877,377.640,282.622,289.435,353.204
BA,Itapetinga,Nordeste,844.595,898.576,940.315,1.015.779,1.082.166,1.076.948,1.181.761,1.278.849
BA,Itapicuru,Nordeste,300.608,323.726,349.735,317.097,319.204,270.712,306.976,417.267
BA,Itapitanga,Nordeste,61.592,66.950,74.989,79.835,73.649,73.897,78.531,84.843
BA,Itapé,Nordeste,68.839,75.173,83.329,94.692,84.478,89.271,93.609,103.489
BA,Itaquara,Nordeste,49.946,62.391,69.054,72.453,62.513,65.986,75.613,87.703
BA,Itarantim,Nordeste,138.653,163.230,189.721,244.683,251.652,273.633,282.480,300.224
BA,Itatim,Nordeste,261.022,272.917,292.830,305.892,313.093,334.413,366.972,344.967
BA,Itiruçu,Nordeste,79.444,85.933,88.118,93.160,89.704,94.487,102.003,111.121
BA,Itiúba,Nordeste,188.801,210.500,236.730,281.298,260.109,259.724,284.773,326.235
BA,Itororó,Nordeste,117.448,141.919,187.926,217.447,221.570,221.433,207.738,221.801
BA,Ituaçu,Nordeste,139.200,170.398,191.645,204.988,161.879,159.819,163.489,186.426
BA,Ituberá,Nordeste,270.137,290.142,297.856,327.451,292.327,298.456,320.518,317.765
BA,Jaborandi,Nordeste,302.120,409.262,354.521,343.418,415.456,665.555,579.708,938.441
BA,Jacaraci,Nordeste,65.778,75.714,83.385,94.812,94.715,101.094,110.912,112.177
BA,Jacobina,Nordeste,868.282,887.350,1.038.299,1.269.910,1.274.029,1.385.722,1.406.429,1.679.353
BA,Jaguaquara,Nordeste,398.281,440.895,507.913,552.457,515.513,548.147,580.258,607.433
BA,Jaguarari,Nordeste,404.827,425.105,463.848,289.797,566.552,643.827,776.786,729.619
BA,Jaguaripe,Nordeste,124.302,145.450,163.414,162.166,158.019,168.277,179.251,199.655
BA,Jandaíra,Nordeste,134.971,170.486,170.921,192.594,146.054,121.188,136.329,146.034
BA,Jequié,Nordeste,1.908.466,2.057.820,2.234.942,2.441.995,2.558.823,2.630.154,2.723.048,2.569.118
BA,Jeremoabo,Nordeste,253.274,274.370,315.046,315.133,334.582,325.194,369.153,421.514
BA,Jiquiriçá,Nordeste,84.041,88.323,95.926,110.040,104.612,99.837,117.658,127.776
BA,Jitaúna,Nordeste,88.895,102.031,122.868,118.044,125.533,171.027,148.054,158.487
BA,João Dourado,Nordeste,148.495,169.441,204.850,216.461,208.885,209.930,234.551,262.501
BA,Juazeiro,Nordeste,2.623.338,3.011.502,3.135.297,3.434.922,3.704.682,4.095.546,4.383.833,4.389.629
BA,Jucuruçu,Nordeste,157.029,102.252,98.339,96.141,95.037,94.751,93.367,108.581
BA,Jussara,Nordeste,74.321,84.518,90.788,93.654,98.026,104.654,108.343,112.399
BA,Jussari,Nordeste,46.297,47.464,54.207,51.004,52.723,54.160,59.664,63.620
BA,Jussiape,Nordeste,37.104,45.942,52.290,57.365,56.360,56.948,58.983,63.773
BA,Lafaiete Coutinho,Nordeste,25.437,29.182,34.373,37.321,37.891,37.914,43.396,49.885
BA,Lagoa Real,Nordeste,64.177,72.595,82.950,86.450,88.261,90.080,96.862,106.599
BA,Laje,Nordeste,165.815,177.107,217.348,230.172,216.175,236.003,252.055,259.371
BA,Lajedinho,Nordeste,32.254,49.626,48.473,53.775,60.694,64.748,63.198,58.242
BA,Lajedo do Tabocal,Nordeste,61.805,65.108,71.227,73.948,65.281,66.257,69.635,72.858
BA,Lajedão,Nordeste,49.603,72.048,84.938,59.476,54.633,58.456,71.423,85.145
BA,Lamarão,Nordeste,39.048,41.739,46.583,49.131,48.746,51.777,56.091,65.474
BA,Lapão,Nordeste,134.080,159.654,183.312,193.663,191.783,207.104,250.444,273.382
BA,Lauro de Freitas,Nordeste,5.351.015,5.930.813,5.655.486,6.111.160,6.322.986,6.455.504,6.553.829,6.452.765
BA,Lençóis,Nordeste,79.970,93.742,112.338,115.719,112.033,121.588,130.175,129.653
BA,Licínio de Almeida,Nordeste,71.811,80.967,94.756,101.111,104.540,107.913,115.703,126.534
BA,Livramento de Nossa Senhora,Nordeste,320.617,384.861,404.785,419.474,419.255,450.767,499.710,549.316
BA,Luís Eduardo Magalhães,Nordeste,3.385.205,3.824.488,4.376.477,4.009.671,4.799.497,6.184.914,5.803.723,7.026.844
BA,Macajuba,Nordeste,61.352,61.779,64.853,71.711,72.562,73.380,77.296,90.187
BA,Macarani,Nordeste,118.160,137.729,147.139,151.839,154.552,167.432,182.276,206.218
BA,Macaúbas,Nordeste,243.597,270.150,296.802,322.738,329.009,369.120,386.816,409.777
BA,Macururé,Nordeste,37.998,36.681,39.269,40.386,42.152,43.465,53.783,58.760
BA,Madre de Deus,Nordeste,406.357,412.432,494.442,455.628,443.919,477.191,509.617,560.391
BA,Maetinga,Nordeste,35.948,40.340,43.401,46.073,44.348,45.724,46.271,48.090
BA,Maiquinique,Nordeste,73.450,80.431,88.836,93.444,93.910,101.840,113.239,129.189
BA,Mairi,Nordeste,103.837,111.016,125.266,129.020,135.049,131.689,128.863,146.945
BA,Malhada,Nordeste,108.517,112.516,123.374,125.387,132.195,137.192,152.257,173.428
BA,Malhada de Pedras,Nordeste,43.850,48.930,52.183,55.769,60.726,62.239,67.191,72.859
BA,Manoel Vitorino,Nordeste,80.731,94.306,102.938,109.381,109.758,137.100,144.492,126.941
BA,Mansidão,Nordeste,51.854,59.525,70.296,88.904,71.546,76.144,86.509,89.321
BA,Maracás,Nordeste,175.846,192.822,260.156,309.050,453.068,844.655,550.972,531.944
BA,Maragogipe,Nordeste,754.165,547.239,430.960,403.956,334.400,311.956,321.292,356.767
BA,Maraú,Nordeste,160.481,182.366,208.066,234.399,213.388,232.891,251.314,261.155
BA,Marcionílio Souza,Nordeste,65.807,73.194,72.804,76.389,77.261,77.054,80.578,90.233
BA,Mascote,Nordeste,95.575,116.793,135.543,135.274,150.540,130.101,135.009,149.395
BA,Mata de São João,Nordeste,988.011,1.024.200,1.011.017,1.038.138,1.054.080,1.135.684,1.159.751,1.034.985
BA,Matina,Nordeste,50.241,54.806,62.970,67.197,72.167,74.242,77.808,86.108
BA,Medeiros Neto,Nordeste,214.900,268.388,299.481,303.976,327.340,329.914,348.441,390.428
BA,Miguel Calmon,Nordeste,166.910,177.717,198.221,221.713,216.881,216.887,221.068,246.157
BA,Milagres,Nordeste,70.649,100.533,85.727,91.084,89.641,94.584,109.305,121.912
BA,Mirangaba,Nordeste,82.539,94.201,107.474,113.575,107.579,116.247,127.178,132.818
BA,Mirante,Nordeste,44.041,50.040,55.275,60.196,56.827,58.670,63.523,68.252
BA,Monte Santo,Nordeste,265.711,265.483,323.318,311.594,326.180,340.618,393.865,450.067
BA,Morpará,Nordeste,45.040,48.236,56.387,60.636,61.972,63.637,67.335,72.455
BA,Morro do Chapéu,Nordeste,318.334,235.760,359.136,299.970,384.671,378.034,724.981,453.907
BA,Mortugaba,Nordeste,63.140,67.237,73.923,86.971,86.153,88.459,96.927,101.488
BA,Mucugê,Nordeste,222.708,359.831,339.788,392.702,389.807,344.275,439.015,586.116
BA,Mucuri,Nordeste,1.334.070,1.357.371,1.995.636,1.994.564,1.960.345,2.460.633,2.211.277,2.198.798
BA,Mulungu do Morro,Nordeste,55.942,62.400,75.624,81.534,91.831,384.564,98.953,111.822
BA,Mundo Novo,Nordeste,121.987,123.381,132.614,149.189,157.975,161.095,171.214,183.063
BA,Muniz Ferreira,Nordeste,37.358,41.939,47.556,48.946,47.811,50.549,55.182,60.121
BA,Muritiba,Nordeste,219.883,247.051,263.970,273.216,258.897,250.614,270.466,272.558
BA,Mutuípe,Nordeste,150.338,163.635,183.015,211.684,202.010,220.905,355.566,361.794
BA,Nazaré,Nordeste,227.475,227.820,239.884,246.169,259.903,261.784,274.442,290.251
BA,Nilo Peçanha,Nordeste,96.483,97.823,109.309,131.284,122.441,129.430,139.470,158.890
BA,Nordestina,Nordeste,57.793,64.553,80.255,102.221,161.267,145.738,121.806,140.292
BA,Nova Canaã,Nordeste,92.992,113.063,120.251,118.206,122.112,127.543,138.594,162.115
BA,Nova Fátima,Nordeste,53.763,57.128,67.888,69.836,72.881,77.229,88.431,90.630
BA,Nova Ibiá,Nordeste,58.372,59.094,79.070,76.228,62.450,73.176,84.714,92.987
BA,Nova Itarana,Nordeste,35.840,39.912,44.153,51.027,48.713,50.832,56.278,61.918
BA,Nova Redenção,Nordeste,35.249,39.925,45.141,47.312,53.252,53.556,63.767,65.914
BA,Nova Soure,Nordeste,140.634,145.077,160.434,177.677,203.634,208.053,227.202,247.548
BA,Nova Viçosa,Nordeste,372.480,399.216,443.832,472.132,480.836,492.562,497.768,518.507
BA,Novo Horizonte,Nordeste,53.008,58.779,67.414,70.423,75.733,79.185,85.294,95.646
BA,Novo Triunfo,Nordeste,56.987,49.212,49.411,51.110,52.754,77.902,82.824,96.016
BA,Olindina,Nordeste,148.022,154.101,171.716,195.214,195.964,199.956,206.258,220.756
BA,Oliveira dos Brejinhos,Nordeste,129.371,145.081,149.349,159.723,167.915,170.909,176.147,254.405
BA,Ouriçangas,Nordeste,40.591,46.598,50.583,52.747,51.388,55.495,60.212,65.703
BA,Ourolândia,Nordeste,95.781,115.215,130.408,152.363,148.013,154.956,320.801,245.919
BA,Palmas de Monte Alto,Nordeste,115.778,124.879,141.463,151.892,161.674,166.120,181.840,207.706
BA,Palmeiras,Nordeste,54.583,57.018,65.299,66.712,74.805,79.860,86.376,95.243
BA,Paramirim,Nordeste,124.485,144.311,157.518,190.187,201.829,207.888,219.748,230.760
BA,Paratinga,Nordeste,160.408,181.186,185.874,200.720,211.280,215.618,230.762,252.869
BA,Paripiranga,Nordeste,230.623,248.619,316.294,283.844,330.615,279.100,349.366,437.197
BA,Pau Brasil,Nordeste,68.395,75.159,88.303,89.326,97.476,91.018,87.816,94.323
BA,Paulo Afonso,Nordeste,1.439.814,1.586.666,2.225.391,2.268.226,2.891.595,3.477.865,3.698.441,4.233.480
BA,Pedro Alexandre,Nordeste,95.456,108.391,112.682,105.878,100.815,98.573,101.986,145.376
BA,Pedrão,Nordeste,33.053,35.368,39.819,39.447,40.049,40.528,43.914,49.016
BA,Piatã,Nordeste,88.738,104.904,116.967,116.808,116.457,125.412,132.103,158.732
BA,Pilão Arcado,Nordeste,159.375,172.202,196.485,208.281,221.011,234.315,267.837,283.613
BA,Pindaí,Nordeste,72.357,83.845,98.304,167.101,185.436,187.902,306.977,236.317
BA,Pindobaçu,Nordeste,97.497,109.567,123.108,122.324,132.100,132.477,149.095,157.319
BA,Pintadas,Nordeste,59.683,65.855,72.941,77.051,78.522,85.896,89.305,96.539
BA,Piraí do Norte,Nordeste,56.545,55.524,57.871,77.505,76.555,79.577,85.861,93.817
BA,Piripá,Nordeste,54.210,59.039,63.711,66.127,69.105,68.117,72.166,77.449
BA,Piritiba,Nordeste,113.175,122.630,134.486,144.975,147.224,152.421,157.855,170.306
BA,Planaltino,Nordeste,47.892,50.810,56.384,59.432,61.291,67.605,67.434,73.753
BA,Planalto,Nordeste,208.470,222.217,240.192,223.771,225.321,238.071,243.913,261.741
BA,Pojuca,Nordeste,1.444.677,1.157.448,955.648,801.261,865.966,1.037.112,1.096.602,1.173.462
BA,Ponto Novo,Nordeste,87.560,95.974,104.419,112.102,112.457,113.228,114.483,124.334
BA,Porto Seguro,Nordeste,1.831.809,2.077.893,2.289.906,2.551.779,2.826.237,3.125.026,3.367.361,2.964.270
BA,Potiraguá,Nordeste,66.095,77.435,80.180,80.825,82.165,84.635,90.655,101.806
BA,Poções,Nordeste,347.332,379.518,443.014,469.014,445.411,475.229,498.244,506.451
BA,Prado,Nordeste,302.543,369.230,422.019,414.999,436.022,443.964,429.021,488.298
BA,Presidente Dutra,Nordeste,73.112,85.609,94.149,98.589,101.169,100.777,108.609,119.353
BA,Presidente Jânio Quadros,Nordeste,57.130,65.980,70.241,74.400,78.840,81.907,87.565,96.309
BA,Presidente Tancredo Neves,Nordeste,171.327,182.212,195.296,223.622,236.218,257.502,267.216,300.164
BA,Pé de Serra,Nordeste,80.661,89.892,96.082,95.664,95.190,94.611,105.307,119.136
BA,Queimadas,Nordeste,147.253,159.951,195.879,208.338,206.335,204.211,228.170,247.788
BA,Quijingue,Nordeste,154.172,144.270,191.529,194.786,186.047,178.645,243.867,210.501
BA,Quixabeira,Nordeste,47.219,51.505,58.203,59.428,60.394,61.308,65.020,68.820
BA,Rafael Jambeiro,Nordeste,216.414,190.395,201.370,210.005,244.793,304.406,355.042,338.404
BA,Remanso,Nordeste,243.492,270.749,306.707,318.943,331.483,365.261,396.045,425.128
BA,Retirolândia,Nordeste,80.661,89.685,107.200,116.335,123.560,122.498,125.860,138.397
BA,Riacho de Santana,Nordeste,176.211,215.895,218.874,242.041,246.843,253.922,266.480,291.628
BA,Riachão das Neves,Nordeste,400.907,493.737,731.612,476.134,664.470,978.800,774.722,1.361.701
BA,Riachão do Jacuípe,Nordeste,216.226,250.996,278.152,325.301,307.107,356.085,355.506,360.515
BA,Ribeira do Amparo,Nordeste,81.841,96.965,109.576,161.051,136.605,129.453,128.416,176.156
BA,Ribeira do Pombal,Nordeste,399.182,448.906,478.779,510.886,538.868,562.129,594.665,657.608
BA,Ribeirão do Largo,Nordeste,68.408,78.081,88.674,85.123,78.289,80.500,79.049,99.267
BA,Rio Real,Nordeste,722.120,650.382,693.003,869.925,844.604,883.901,965.440,983.973
BA,Rio de Contas,Nordeste,77.222,97.408,105.825,112.093,118.179,119.015,129.518,142.040
BA,Rio do Antônio,Nordeste,73.260,83.428,91.219,97.757,99.898,100.750,106.437,115.145
