Município,UF,População,Total Despesa
Mangaratiba,RJ,40008,234041544.99
Mangueirinha,PR,17367,57119286.96
Manhuaçu,MG,85909,154254108.01
Manhumirim,MG,22465,38275732.59
Manicoré,AM,52200,76380125.52
Manoel Emídio,PI,5262,13235034.02
Manoel Ribas,PR,13635,32364697.08
Manoel Urbano,AC,8514,15894869.64
Manoel Viana,RS,7347,17464635.35
Manoel Vitorino,BA,14618,33542276.99
Mansidão,BA,13652,27903856.25
Mantena,MG,28023,57261522.51
Mantenópolis,ES,14966,26911153.08
Maquiné,RS,7053,16179638.65
Mar Vermelho,AL,3674,13963495.64
Mar de Espanha,MG,12480,18776927.35
Mara Rosa,GO,10511,24193740.68
Marabá,PA,257062,718757112.24
Marabá Paulista,SP,5345,18958467.29
Maracaju,MS,42101,133651239.73
Maracajá,SC,6873,23376408.64
Maracanaú,CE,219749,608168144.94
Maracanã,PA,28643,57788626.8
Maracaçumé,MA,20549,37599909.87
Maracaí,SP,13878,41619636.12
Maracás,BA,24156,46258522.55
Maragogi,AL,31748,69246823.61
Maragogipe,BA,45928,79120155.12
Maraial,PE,11858,25354696.25
Maranguape,CE,122020,178619183.22
Maranhãozinho,MA,15384,30510981.09
Marapoama,SP,2852,15036115.18
Marataízes,ES,37535,180840867.73
Maratá,RS,2649,13570361.84
Marau,RS,39693,107496378.17
Maravilha,SC,23975,64117533.12
Maravilhas,MG,7674,16378560.55
Maraã,AM,18367,39944502.21
Maraú,BA,21098,44744827.9
Marcação,PB,8241,15798679.42
Marcelino Ramos,RS,5074,22596309.54
Marcelino Vieira,RN,8502,15512148.95
Marcelândia,MT,11090,29956970.39
Marcionílio Souza,BA,10962,24054138.93
Marco,CE,26219,56848463.81
Marcolândia,PI,8186,18874110.31
Marcos Parente,PI,4482,12176927.25
Marechal Cândido Rondon,PR,50299,137575128.8
Marechal Deodoro,AL,50512,188788664.67
Marechal Floriano,ES,15910,50652880.32
Marechal Thaumaturgo,AC,16380,39784590.01
Marema,SC,2046,12331280.02
Mari,PB,21703,34125928.47
Maria Helena,PR,6007,16723682.19
Maria da Fé,MG,14534,25075880.53
Marialva,PR,34096,93878434.36
Mariana,MG,58233,311741656.51
Mariana Pimentel,RS,3913,13230696.41
Mariano Moro,RS,2223,12998264.25
Marianópolis do Tocantins,TO,4814,12659435.87
Maribondo,AL,13719,28643759.96
Maricá,RJ,143111,605026018.99
Marilena,PR,7117,18275245.55
Mariluz,PR,10534,26977726.62
Marilândia,ES,12224,34140699.33
Marilândia do Sul,PR,9083,23061642.16
Maringá,PR,391698,1111735733.55
Marinópolis,SP,2155,12521910.76
Maripá,PR,5802,24025752.5
Maripá de Minas,MG,2934,10759150.95
Marituba,PA,120305,224070027.08
Marizópolis,PB,6473,15052660.34
Mariápolis,SP,4064,11573952.05
Mariópolis,PR,6558,21463869.56
Marliéria,MG,4126,14185912.47
Marmeleiro,PR,14434,40372718.39
Marmelópolis,MG,2958,9521464.66
Marques de Souza,RS,4171,15750241.39
Marquinho,PR,4917,16245595.29
Martinho Campos,MG,13248,24982309.07
Martins,RN,8661,15683386.91
Martins Soares,MG,7858,16943319.58
Martinópole,CE,10796,25886722.62
Martinópolis,SP,25641,65272462.52
Maruim,SE,17076,50641921.75
Marumbi,PR,4750,14063321.21
Marzagão,GO,2184,9150838.16
Marília,SP,230336,772646091.63
Mascote,BA,15131,30749317.88
Massapê,CE,37214,66133519.75
Massapê do Piauí,PI,6315,12623840.54
Massaranduba,PB,13548,22272506.37
Massaranduba,SC,15806,37373828.29
Mata,RS,5178,14258033.28
Mata Grande,AL,25659,57710717.82
Mata Roma,MA,16169,37789304.09
Mata Verde,MG,8363,14909672.84
Mata de São João,BA,45194,158184363.2
Mataraca,PB,8088,25260706.45
Mateiros,TO,2478,11086701.98
Matelândia,PR,17186,50116487.02
Materlândia,MG,4659,12196607.17
Mateus Leme,MG,29873,56116819.54
Mathias Lobato,MG,3389,11922406.82
Matias Barbosa,MG,14196,37903032.71
Matias Cardoso,MG,10717,23562125.46
Matias Olímpio,PI,10693,19645919.09
Matina,BA,12217,24276786.25
Matinha,MA,22673,41594902.07
Matinhas,PB,4475,11506941.87
Matinhos,PR,32148,108039039.89
Matipó,MG,18604,33442573.05
Mato Castelhano,RS,2563,13001444.07
Mato Grosso,PB,2845,9596960.1
Mato Leitão,RS,4161,16783238.64
Mato Queimado,RS,1808,11429398.43
Mato Rico,PR,3716,14480892.32
Mato Verde,MG,12921,21931931.31
Matos Costa,SC,2729,11915864.08
Matozinhos,MG,36382,65039563.93
Matrinchã,GO,4505,14745815.9
Matriz de Camaragibe,AL,25006,50757476.37
Matupá,MT,15206,39283936.63
Maturéia,PB,6363,13894534.31
Matutina,MG,3853,12004265.92
Matão,SP,80990,193166720.54
Matões,MA,32773,59698047.41
Matões do Norte,MA,15758,32786136.21
Maurilândia,GO,12737,25778442.53
Maurilândia do Tocantins,TO,3338,9989056.51
Mauriti,CE,45881,88625444.14
Mauá,SP,448776,850097906.23
Mauá da Serra,PR,9534,23791676.02
Maués,AM,58834,106792791.56
Maxaranguape,RN,11628,24876030.86
Maximiliano de Almeida,RS,4901,15286338.91
Mazagão,AP,19157,39513189.21
Maçambará,RS,4834,18593479.51
Medeiros,MG,3676,14160602.54
Medeiros Neto,BA,23420,44799942.89
Medianeira,PR,44523,112849449.55
Medicilândia,PA,29444,53364634.66
Medina,MG,21485,31333595.87
Meleiro,SC,7076,23889250.12
Mendes,RJ,18086,52620015.17
Mendes Pimentel,MG,6541,13496473.43
Mendonça,SP,5089,22481807.99
Mercedes,PR,5357,24734929.01
Mercês,MG,10784,22334305.77
Meridiano,SP,3923,19398186.14
Meruoca,CE,14529,37762204.27
Mesquita,MG,6038,13280136.27
Mesquita,RJ,170473,225368705.4
Messias,AL,17350,44330897.98
Messias Targino,RN,4489,11158721.21
Mesópolis,SP,1933,13305313.5
Miguel Alves,PI,32993,57623409.55
Miguel Calmon,BA,27627,40534253.4
Miguel Leão,PI,1239,7306968.6
Miguel Pereira,RJ,24829,83966323.8
Miguelópolis,SP,21602,75475368.71
Milagres,BA,11700,22531764.58
Milagres,CE,28419,48842502.08
Milagres do Maranhão,MA,8261,17834538.93
Milhã,CE,13188,28292040.39
Milton Brandão,PI,6791,13481759.34
Mimoso de Goiás,GO,2723,11831767.02
Mimoso do Sul,ES,27329,62840399.63
Minador do Negrão,AL,5432,15802342.89
Minas Novas,MG,31864,46321066.25
Minas do Leão,RS,7984,20366374.36
Minaçu,GO,31206,95545865.22
Minduri,MG,3960,13828829.17
Mineiros,GO,59275,185106648.1
Mineiros do Tietê,SP,12642,29144628.64
Ministro Andreazza,RO,10860,23437122.7
Mira Estrela,SP,2988,17468215.1
Mirabela,MG,13598,25807488.23
Miracatu,SP,20660,66318455.36
Miracema,RJ,26724,102393134.25
Miracema do Tocantins,TO,19934,48294778.19
Mirador,MA,20586,35028866.4
Mirador,PR,2345,11547010.89
Miradouro,MG,10718,21579910.42
Miraguaí,RS,4985,13425170.45
Miranda,MS,26890,58339771.07
Miranda do Norte,MA,26979,71841482.61
Mirandiba,PE,15008,32406842.02
Mirandópolis,SP,28902,68397575.78
Mirangaba,BA,17881,34769243.07
Miranorte,TO,13232,22002626.95
Mirante,BA,10081,18797673.03
Mirante da Serra,RO,12414,18811141.36
Mirante do Paranapanema,SP,17901,47565468.61
Miraselva,PR,1890,11256009.93
Mirassol,SP,57390,127084134.36
Mirassol d'Oeste,MT,26188,46756495.3
Mirassolândia,SP,4622,14220495.48
Miravânia,MG,4803,13427510.18
Miraí,MG,14649,22375673.81
Miraíma,CE,13345,26080370.46
Mirim Doce,SC,2450,11818027.64
Mirinzal,MA,14570,29083437.27
Missal,PR,10830,40351747.34
Missão Velha,CE,35150,65007804.7
Mocajuba,PA,28933,42652330.27
Mococa,SP,68695,156298505.85
Modelo,SC,4158,16631505.73
Moeda,MG,4903,11744374.53
Moema,MG,7406,15036055.52
Mogeiro,PB,13333,25866855.56
Mogi Guaçu,SP,146114,411248938.56
Mogi Mirim,SP,91027,325004739.8
Mogi das Cruzes,SP,419839,1130766173.1
Moiporá,GO,1724,9586709.65
Moita Bonita,SE,11372,22268910.64
Moju,PA,76096,136460990.33
Mojuí dos Campos,PA,15341,33767547.37
Mombaça,CE,43557,69274181.04
Mombuca,SP,3426,18495532.91
Mondaí,SC,11034,30210295.54
Mongaguá,SP,51580,181479628.63
Monjolos,MG,2365,11109330.15
Monsenhor Gil,PI,10410,23278996.58
Monsenhor Hipólito,PI,7565,14269343.79
Monsenhor Paulo,MG,8583,17753529.31
Monsenhor Tabosa,CE,16998,36841058.53
Montadas,PB,5441,14348261.39
Montalvânia,MG,15875,28917300.42
Montanha,ES,19138,47168487.25
Montanhas,RN,11608,22819703.1
Montauri,RS,1562,11215047.26
Monte Alegre,PA,56231,114782560.96
Monte Alegre de Goiás,GO,8243,13855163.24
Monte Alegre de Minas,MG,20728,56302842.16
Monte Alegre de Sergipe,SE,14685,27001812.97
Monte Alegre do Piauí,PI,10441,22883490.47
Monte Alegre do Sul,SP,7665,24822831.91
Monte Alegre dos Campos,RS,3229,13399970.71
Monte Alto,SP,49186,111658217.59
Monte Aprazível,SP,23579,52450042.7
Monte Azul,MG,22102,32528533.7
Monte Azul Paulista,SP,19339,52079744.69
Monte Belo,MG,13440,22848912.79
Monte Belo do Sul,RS,2712,16438444.03
Monte Carlo,SC,9650,24094667.07
Monte Carmelo,MG,47770,84263522.45
Monte Castelo,SC,8476,18536407.46
Monte Castelo,SP,4187,17578071.93
Monte Formoso,MG,4877,10849117.08
Monte Horebe,PB,4724,11867174.16
Monte Mor,SP,54462,184277505.39
Monte Negro,RO,15710,31806748.87
Monte Santo,BA,54807,90759889.87
Monte Santo de Minas,MG,21897,38066976.18
Monte Santo do Tocantins,TO,2213,9163904.89
Monte Sião,MG,22794,51386259.73
Monte das Gameleiras,RN,2240,11331454.64
Monte do Carmo,TO,7412,14914215.43
Monteiro,PB,32498,62554126.4
Monteiro Lobato,SP,4424,16409122.79
Montenegro,RS,62861,180347471.02
Montes Altos,MA,9102,29464578.04
Montes Claros,MG,390212,786989181.23
Montes Claros de Goiás,GO,8217,25671032.81
Montezuma,MG,7973,15634875.98
Montividiu,GO,11858,48619447.26
Montividiu do Norte,GO,4356,13368079.95
Monção,MA,32516,50876532.22
Monções,SP,2227,17053701.17
Morada Nova,CE,62091,116380239.81
Morada Nova de Minas,MG,8712,29964360.05
Moraújo,CE,8457,20384480.33
Moreilândia,PE,11245,26165634.52
Moreira Sales,PR,12754,25672125.1
Moreno,PE,60435,88626445.42
Mormaço,RS,2928,11396516.46
Morpará,BA,8977,16274486.16
Morretes,PR,16381,39544244.89
Morrinhos,CE,21737,40149436.74
Morrinhos,GO,44204,95117387.16
Morrinhos do Sul,RS,3209,11918901.51
Morro Agudo,SP,31310,107732776.45
Morro Agudo de Goiás,GO,2378,10131595.8
Morro Cabeça no Tempo,PI,4077,12500915.88
Morro Grande,SC,2925,15575692.34
Morro Redondo,RS,6509,17018545.11
Morro Reuter,RS,6056,17129318.61
Morro da Fumaça,SC,17052,43278630.99
Morro da Garça,MG,2649,13006136.88
Morro do Chapéu,BA,36641,64131410.03
Mortugaba,BA,12450,26058114.13
Morungaba,SP,12779,37500551.69
Mossoró,RN,284288,537250486.1
Mossâmedes,GO,4878,16618166.12
Mostardas,RS,12679,37422668.78
Motuca,SP,4571,17945618.8
Mozarlândia,GO,14558,40804528.14
Mucajaí,RR,16137,36464921.9
Mucambo,CE,14346,31395435.92
Mucugê,BA,10400,34076444.69
Mucuri,BA,40514,121587568.5
Mucurici,ES,5897,24366370.58
Muitos Capões,RS,3127,18718971.95
Muliterno,RS,1890,10208137.46
Mulungu,CE,12364,22310450.39
Mulungu do Morro,BA,12398,29424043.4
Mundo Novo,BA,26935,37437612.68
Mundo Novo,GO,6046,17987909.54
Mundo Novo,MS,17773,48044497.5
Munhoz,MG,6327,13455420.38
Munhoz de Melo,PR,3883,15769226.18
Muniz Ferreira,BA,7860,14539330.39
Muniz Freire,ES,18994,53577695.01
Muqui,ES,15533,32799779.36
Muquém de São Francisco,BA,11552,28423453.85
Muriaé,MG,106576,224057905.96
Muribeca,SE,7620,18768344.21
Murici,AL,28201,61602805.37
Murici dos Portelas,PI,8846,16790043.88
Muricilândia,TO,3395,9560184.34
Muritiba,BA,30691,50621200.33
Murutinga do Sul,SP,4395,16722903.59
Mutum,MG,27475,40042731.27
Mutunópolis,GO,3922,13528954.58
Mutuípe,BA,22742,37677165.41
Muzambinho,MG,21012,38045073.61
Muçum,RS,4980,14896494.99
Mário Campos,MG,14427,30316696.1
Mâncio Lima,AC,16795,30099533.74
Mãe d'Água,PB,4035,11708233.39
Mãe do Rio,PA,28800,58974926.54
Nantes,SP,2943,15015509.42
Nanuque,MG,41852,66695885.57
Naque,MG,6767,12927765.26
Narandiba,SP,4611,22591754.54
Natal,RN,862044,1953954369.4
Natalândia,MG,3377,10615034.76
Natividade,RJ,15040,58655388.39
Natividade,TO,9279,15495562.04
Natividade da Serra,SP,6803,22637305.36
Natuba,PB,10445,20287983.74
Natércia,MG,4807,11104519.7
Navegantes,SC,70565,218517657.23
Naviraí,MS,50692,141473651.52
Nazareno,MG,8422,19581711.5
Nazarezinho,PB,7330,16842009.24
Nazaré,BA,29297,40626547.53
Nazaré,TO,4239,9983026.47
Nazaré Paulista,SP,17625,44055697.15
Nazaré da Mata,PE,31951,49641015.66
Nazaré do Piauí,PI,7279,14462894.37
Nazária,PI,8330,16677739.1
Nazário,GO,8532,17991965.03
Nepomuceno,MG,26812,37520572.0
Nerópolis,GO,26857,81412081.88
Neves Paulista,SP,9012,25802238.66
Neópolis,SE,18961,37310809.07
Nhamundá,AM,20078,35114707.86
Nhandeara,SP,11254,30038978.58
Nicolau Vergueiro,RS,1760,11654026.1
Nilo Peçanha,BA,14119,33659467.41
Nilópolis,RJ,158299,257985753.11
Ninheira,MG,10261,21017743.48
Nioaque,MS,14305,35729996.74
Nipoã,SP,4753,14937513.44
Niquelândia,GO,44895,126200609.03
Niterói,RJ,495470,1984173872.23
Nobres,MT,14980,46301015.43
Nonoai,RS,12321,31925874.0
Nordestina,BA,13270,29792961.32
Normandia,RR,9953,21137024.42
Nortelândia,MT,6128,15541272.28
Nossa Senhora Aparecida,SE,8809,18560226.54
Nossa Senhora das Dores,SE,26042,47167573.54
Nossa Senhora das Graças,PR,4059,11884593.82
Nossa Senhora de Nazaré,PI,4723,12972606.99
Nossa Senhora do Livramento,MT,11444,26771434.98
Nossa Senhora do Socorro,SE,174974,236985919.31
Nossa Senhora dos Remédios,PI,8457,22654834.24
Nova Aliança,SP,6462,19622781.82
Nova Aliança do Ivaí,PR,1509,10657320.23
Nova Alvorada,RS,3404,14596463.08
Nova Alvorada do Sul,MS,19086,63281410.2
Nova América,GO,2350,11102619.31
Nova América da Colina,PR,3556,14406270.99
Nova Andradina,MS,50010,135527776.94
Nova Araçá,RS,4339,16944485.67
Nova Aurora,GO,2168,9889257.27
Nova Aurora,PR,11659,32284941.49
Nova Bandeirantes,MT,13343,28878307.8
Nova Bassano,RS,9412,29729771.34
Nova Belém,MG,3609,14287546.47
Nova Boa Vista,RS,1965,12696518.35
Nova Brasilândia,MT,4139,16139395.51
Nova Brasilândia D'Oeste,RO,21511,32919582.16
Nova Bréscia,RS,3320,15833401.93
Nova Campina,SP,9205,26531226.78
Nova Canaã,BA,17048,30070143.94
Nova Canaã Paulista,SP,2059,11805526.62
Nova Canaã do Norte,MT,12330,37528724.59
Nova Candelária,RS,2817,14226677.55
Nova Cantu,PR,6833,16934665.19
Nova Castilho,SP,1206,11474982.61
Nova Colinas,MA,5183,13514170.85
Nova Crixás,GO,12571,40693035.63
Nova Cruz,RN,37239,56350800.83
Nova Era,MG,18000,41864767.76
Nova Erechim,SC,4654,17859111.67
Nova Esperança,PR,27783,57252529.82
Nova Esperança do Piriá,PA,20596,40551741.99
Nova Esperança do Sudoeste,PR,5211,17340599.02
Nova Esperança do Sul,RS,5006,13552749.76
Nova Europa,SP,10276,30988919.94
Nova Floresta,PB,10655,17598120.06
Nova Friburgo,RJ,184460,431914626.88
Nova Fátima,BA,8105,16002891.79
Nova Fátima,PR,8361,18338497.49
Nova Glória,GO,8604,13002341.55
Nova Granada,SP,20534,40514129.49
Nova Guarita,MT,4660,12925909.39
Nova Guataporanga,SP,2279,10882509.26
Nova Hartz,RS,19834,45378657.06
Nova Iguaçu,RJ,806177,1369309442.03
Nova Iguaçu de Goiás,GO,2935,10802620.15
Nova Independência,SP,3507,19147127.05
Nova Iorque,MA,4595,11486979.43
Nova Ipixuna,PA,15632,33121076.38
Nova Itaberaba,SC,4338,15265100.56
Nova Itarana,BA,8192,16221367.59
Nova Lacerda,MT,5939,22841056.39
Nova Laranjeiras,PR,11988,29038357.45
Nova Lima,MG,88672,543472536.33
Nova Londrina,PR,13461,31503585.18
Nova Luzitânia,SP,3787,13331074.81
Nova Mamoré,RO,26925,49009086.55
Nova Marilândia,MT,3080,15102002.38
Nova Maringá,MT,7546,24107977.94
Nova Monte Verde,MT,8543,21085368.75
Nova Mutum,MT,38206,129976141.37
Nova Módica,MG,3811,11081948.06
Nova Nazaré,MT,3406,18003837.36
Nova Odessa,SP,56008,160418570.05
Nova Olinda,CE,15048,35366343.41
Nova Olinda,PB,6028,14322664.89
Nova Olinda,TO,11408,22214719.11
Nova Olinda do Norte,AM,34498,52526067.23
Nova Olímpia,MT,18704,42566756.41
Nova Olímpia,PR,5758,15296042.73
Nova Palma,RS,6579,20480879.58
Nova Palmeira,PB,4717,13008562.14
Nova Petrópolis,RS,20275,60607172.58
Nova Ponte,MG,14241,44278262.44
Nova Porteirinha,MG,7630,15169871.19
Nova Prata,RS,24785,70923030.27
Nova Prata do Iguaçu,PR,10710,33130087.15
Nova Pádua,RS,2551,11709446.89
Nova Ramada,RS,2453,12337179.67
Nova Redenção,BA,9453,16265240.91
Nova Resende,MG,16313,30411699.01
Nova Roma do Sul,RS,3543,18476318.94
Nova Rosalândia,TO,4066,9386774.37
Nova Russas,CE,31783,53404414.68
Nova Santa Bárbara,PR,4135,13733249.14
Nova Santa Helena,MT,3550,14846199.35
Nova Santa Rita,PI,4276,11255679.64
Nova Santa Rita,RS,25293,76849020.52
Nova Santa Rosa,PR,8044,24529524.05
Nova Serrana,MG,87260,152488155.85
Nova Soure,BA,25813,43975931.82
Nova Tebas,PR,6943,20156577.18
Nova Trento,SC,13379,36466014.74
Nova Ubiratã,MT,10508,42418851.43
Nova União,MG,5766,12218938.4
Nova União,RO,7853,17123325.13
Nova Veneza,GO,8957,18190010.75
Nova Veneza,SC,14285,38890615.16
Nova Venécia,ES,49932,119778662.7
Nova Viçosa,BA,42754,79524726.59
Novais,SP,5202,16017823.45
Novo Acordo,TO,4101,9752550.45
Novo Airão,AM,17199,32059589.89
Novo Alegre,TO,2350,3742440.64
Novo Aripuanã,AM,23905,34283016.94
Novo Barreiro,RS,4150,14828330.97
Novo Brasil,GO,3392,12228642.07
Novo Cabrais,RS,4067,13115263.77
Novo Cruzeiro,MG,31760,45887591.74
Novo Gama,GO,104899,119974106.26
Novo Hamburgo,RS,248251,775105050.02
Novo Horizonte,BA,12085,21016893.27
Novo Horizonte,SC,2643,12215212.76
Novo Horizonte,SP,39191,107106622.67
Novo Horizonte do Norte,MT,3830,12525471.7
Novo Horizonte do Oeste,RO,10393,17669547.23
Novo Horizonte do Sul,MS,4442,20169204.09
Novo Itacolomi,PR,2906,11907808.16
Novo Jardim,TO,2625,8854216.25
Novo Lino,AL,12583,30168057.11
Novo Machado,RS,3866,14037705.69
Novo Mundo,MT,8174,21350835.68
Novo Oriente,CE,28149,56490268.5
Novo Oriente de Minas,MG,10773,18230053.66
Novo Oriente do Piauí,PI,6493,13498225.15
Novo Planalto,GO,4252,13637783.28
Novo Progresso,PA,25169,56279107.07
Novo Repartimento,PA,69267,143800500.24
Novo Santo Antônio,MT,2301,16640979.07
Novo Santo Antônio,PI,3371,10231442.59
Novo São Joaquim,MT,5465,22409728.77
Novo Tiradentes,RS,2325,11994882.32
Novo Triunfo,BA,15969,21101823.57
Novo Xingu,RS,1798,9705387.52
Novorizonte,MG,5226,13635159.86
Nuporanga,SP,7210,33746822.05
Não-Me-Toque,RS,16894,60800470.69
Nísia Floresta,RN,26208,51947540.15
Ocara,CE,24979,47809764.17
Ocauçu,SP,4299,15821008.15
Oeiras,PI,36266,56572022.95
Oeiras do Pará,PA,30490,60104355.92
Olaria,MG,1935,10134894.39
Olho D'Água do Piauí,PI,2390,8200916.92
Olho d'Água,PB,6716,14313036.46
Olho d'Água Grande,AL,5169,17326781.07
Olho d'Água das Cunhãs,MA,19009,43396884.64
Olho d'Água das Flores,AL,21572,46693640.8
Olho d'Água do Casado,AL,9209,20519268.39
Olho-d'Água do Borges,RN,4380,12836771.56
Olhos-d'Água,MG,5735,15279455.55
Olinda,PE,388821,592028020.43
Olinda Nova do Maranhão,MA,14110,29142894.41
Olindina,BA,26722,43930236.49
Olivedos,PB,3843,11530088.23
Oliveira,MG,41375,82963681.86
Oliveira Fortes,MG,2182,8603659.36
Oliveira de Fátima,TO,1091,8259282.53
Oliveira dos Brejinhos,BA,22756,41508685.01
Olivença,AL,11643,24079696.44
Olímpia,SP,53010,178197591.58
Olímpio Noronha,MG,2700,12104850.17
Onda Verde,SP,4169,5650830.26
Onça de Pitangui,MG,3171,11174867.68
Oratórios,MG,4673,12874790.02
Oriente,SP,6394,16046101.3
Orindiúva,SP,6370,27186668.99
Oriximiná,PA,67939,176323031.19
Orizona,GO,15140,36991051.3
Orizânia,MG,7767,16164479.07
Orleans,SC,22311,60770690.79
Orlândia,SP,42354,127577419.96
Orobó,PE,23608,47281323.98
Orocó,PE,14261,31077288.09
Ortigueira,PR,23530,75372525.74
Orós,CE,21447,41050997.15
Osasco,SP,693271,1974345795.33
Oscar Bressane,SP,2614,13246658.73
Osvaldo Cruz,SP,32353,68210717.08
Osório,RS,43586,190316021.65
Otacílio Costa,SC,17593,53226304.04
Ouricuri,PE,67098,102953491.79
Ourilândia do Norte,PA,30171,75011868.93
Ourinhos,SP,109489,310113283.88
Ourizona,PR,3485,14176084.16
Ouriçangas,BA,8822,18282761.81
Ouro,SC,7418,20489999.79
Ouro Branco,AL,11484,32441190.67
Ouro Branco,MG,37878,107169045.7
Ouro Branco,RN,4866,12157102.46
Ouro Fino,MG,33214,61182797.13
Ouro Preto,MG,73700,300993224.07
Ouro Preto do Oeste,RO,40010,66880894.07
Ouro Velho,PB,3013,10051767.25
Ouro Verde,SC,2272,14613437.86
Ouro Verde,SP,8274,21443268.57
Ouro Verde de Goiás,GO,4039,16703932.4
Ouro Verde de Minas,MG,6138,12358989.11
Ouro Verde do Oeste,PR,5952,19211145.89
Ouroeste,SP,9392,58795109.43
Ourolândia,BA,17691,36120702.03
Ourém,PA,16986,33436028.27
Ouvidor,GO,6038,39934181.89
Pacaembu,SP,13896,31600203.02
Pacajus,CE,67678,111086347.28
Pacajá,PA,43930,75376415.55
Pacaraima,RR,11667,21626375.33
Pacatuba,CE,79077,113665616.04
Pacatuba,SE,14032,45420595.55
Pacoti,CE,11884,24668947.03
Pacujá,CE,6150,17865815.26
Padre Bernardo,GO,30599,65136000.42
Padre Carvalho,MG,6203,12151309.19
Padre Marcos,PI,6742,13287634.81
Padre Paraíso,MG,19859,36905279.08
Paes Landim,PI,4074,12388671.05
Pai Pedro,MG,6150,17697575.42
Paial,SC,1668,11277152.79
Paim Filho,RS,4248,13744288.18
Paineiras,MG,4692,13458121.14
Painel,SC,2383,11140916.83
Pains,MG,8329,27176126.65
Paiva,MG,1587,8788193.6
Paiçandu,PR,38846,70106157.34
Pajeú do Piauí,PI,3479,9518384.01
Palestina,AL,4970,16999318.02
Palestina,SP,12070,36627147.37
Palestina de Goiás,GO,3490,15026745.29
Palestina do Pará,PA,7444,17169625.92
Palhano,CE,9169,21630677.3
Palhoça,SC,154244,348649275.28
Palma,MG,6742,13437022.35
Palma Sola,SC,7699,21136240.24
Palmares,PE,62020,124298558.26
Palmares Paulista,SP,12132,23752726.76
Palmares do Sul,RS,11393,34571633.44
Palmas,PR,46996,84513033.09
Palmas,TO,265409,822829584.89
Palmas de Monte Alto,BA,22340,36531267.98
Palmeira,PR,33613,91145368.13
Palmeira,SC,2512,12074452.35
Palmeira d'Oeste,SP,9647,23460907.7
Palmeira das Missões,RS,35045,81206693.78
Palmeira do Piauí,PI,4988,12171800.03
Palmeira dos Índios,AL,73725,159759294.85
Palmeirais,PI,14151,26861591.0
Palmeirante,TO,5543,16047363.79
Palmeiras,BA,9066,17281894.29
Palmeiras de Goiás,GO,25920,67975155.53
Palmeiras do Tocantins,TO,6272,11709872.58
Palmeirina,PE,8078,24067927.03
Palmeirândia,MA,19213,31840279.49
Palmeirópolis,TO,7623,17108845.49
Palmelo,GO,2412,10339956.79
Palminópolis,GO,3659,15944717.5
Palmital,PR,14626,34441838.41
Palmital,SP,22041,68366571.88
Palmitinho,RS,7163,20164306.31
Palmitos,SC,16266,38887774.0
Palmácia,CE,12762,22618436.99
Palmópolis,MG,6537,14405359.09
Palotina,PR,30598,99560279.71
Panambi,RS,40804,109850814.72
Panamá,GO,2728,13235637.75
Pancas,ES,23273,43397059.72
Panelas,PE,26490,63646950.01
Panorama,SP,15374,37631063.45
Pantano Grande,RS,9979,25160665.48
Papagaios,MG,15144,27853820.76
Papanduva,SC,18681,41138162.42
Paquetá,PI,3909,10675222.98
Paracambi,RJ,49120,114603007.77
Paracatu,MG,90294,210060931.04
Paracuru,CE,33178,74311657.3
Paragominas,PA,105417,254693282.14
Paraguaçu,MG,21276,38414151.72
Paraguaçu Paulista,SP,44555,118789201.75
Paraibano,MA,20768,30965186.6
Paraibuna,SP,18083,55631209.0
Paraipaba,CE,31705,61610203.43
Paraisópolis,MG,20563,51598180.93
Parambu,CE,31376,74121677.08
Paramirim,BA,21961,41349418.02
Paramoti,CE,11533,25742265.73
Paranacity,PR,10968,29519101.87
Paranaguá,PR,149467,346050187.61
Paranapanema,SP,19164,70330573.66
Paranapoema,PR,3016,13293294.48
Paranapuã,SP,4001,14389852.65
Paranatama,PE,11449,32620257.07
Paranatinga,MT,20703,51609423.91
Paranavaí,PR,86218,190534367.05
Paranaíba,MS,41363,115742067.21
Paranaíta,MT,10823,49067883.31
Paranhos,MS,13311,38562054.1
Paraná,RN,4194,12528506.91
Paranã,TO,10579,29874323.49
Paraopeba,MG,23940,44724511.11
Parapuã,SP,11110,25797631.16
Parari,PB,1809,8888520.19
Paratinga,BA,32452,56462005.31
Paraty,RJ,39965,247254067.26
Parauapebas,PA,183352,962308920.14
Parazinho,RN,5127,19497717.94
Paraí,RS,7257,22708147.12
Paraíba do Sul,RJ,42159,97224293.64
Paraíso,SC,3838,14472224.38
Paraíso,SP,6249,23229383.07
Paraíso das Águas,MS,5047,27732195.32
Paraíso do Norte,PR,12839,28183952.93
Paraíso do Sul,RS,7632,16127926.08
Paraíso do Tocantins,TO,48409,73336071.12
Paraú,RN,3907,11968526.84
Paraúna,GO,11187,47518065.2
Pardinho,SP,6051,30511983.35
Pareci Novo,RS,3706,18520081.55
Parecis,RO,5589,16048762.78
Parelhas,RN,21387,35597560.44
Pariconha,AL,10688,23637478.93
Parintins,AM,110411,167221577.45
Paripiranga,BA,29769,41558805.55
Paripueira,AL,12687,26485158.9
Pariquera-Açu,SP,19316,36645823.78
Parisi,SP,2126,13636529.62
Parnaguá,PI,10530,23062356.48
Parnamirim,PE,21093,46061752.19
Parnamirim,RN,235983,402623146.6
Parnarama,MA,34018,64942263.64
Parnaíba,PI,149348,279742925.44
Parobé,RS,55056,105202675.92
