UF,Municipio,Regiao,PIB,Ano
SP,Jaci,Sudeste,292.282,2016
RR,Pacaraima,Norte,164.379,2016
RS,Aceguá,Sul,256.121,2016
PR,Amaporã,Sul,102.639,2016
SC,Garopaba,Sul,478.206,2016
RN,Equador,Nordeste,64.110,2016
MG,Natércia,Sudeste,82.519,2016
RS,Coxilha,Sul,208.414,2016
PR,Nova Cantu,Sul,196.501,2016
AM,Iranduba,Norte,625.010,2016
BA,Rio Real,Nordeste,869.925,2016
MT,Gaúcha do Norte,Centro-Oeste,357.145,2016
PR,Verê,Sul,277.092,2016
RS,Caçapava do Sul,Sul,783.552,2016
MG,Perdigão,Sudeste,160.201,2016
PI,Canto do Buriti,Nordeste,203.524,2016
SE,São Domingos,Nordeste,99.207,2016
SP,Ibirarema,Sudeste,164.036,2016
MG,Luz,Sudeste,429.815,2016
PB,Santa Luzia,Nordeste,172.023,2016
RN,Ceará-Mirim,Nordeste,784.614,2016
RS,Paraí,Sul,264.414,2016
SC,Ponte Serrada,Sul,218.211,2016
PR,Lindoeste,Sul,170.546,2016
PA,Rondon do Pará,Norte,518.442,2016
SE,Simão Dias,Nordeste,478.037,2016
PE,Nazaré da Mata,Nordeste,469.784,2016
MS,Laguna Carapã,Centro-Oeste,409.440,2016
MS,Ribas do Rio Pardo,Centro-Oeste,915.437,2016
RJ,Paracambi,Sudeste,959.699,2016
SP,Ituverava,Sudeste,1.489.976,2016
PR,Rancho Alegre DOeste,Sul,138.981,2016
MG,Santa Vitória,Sudeste,690.558,2016
PR,Teixeira Soares,Sul,328.138,2016
BA,Itarantim,Nordeste,244.683,2016
SP,Conchal,Sudeste,625.985,2016
PR,Santa Maria do Oeste,Sul,180.153,2016
RS,Araricá,Sul,147.193,2016
SC,Bom Retiro,Sul,285.350,2016
RN,Rio do Fogo,Nordeste,110.182,2016
PA,Inhangapi,Norte,112.443,2016
MG,Rio Paranaíba,Sudeste,600.565,2016
PR,Goioerê,Sul,776.716,2016
SC,Ponte Alta,Sul,104.402,2016
MT,Marcelândia,Centro-Oeste,267.693,2016
CE,Senador Pompeu,Nordeste,290.674,2016
PR,Fênix,Sul,138.369,2016
SP,Urânia,Sudeste,175.473,2016
RS,Paverama,Sul,168.092,2016
BA,Serrinha,Nordeste,821.646,2016
CE,Paracuru,Nordeste,415.286,2016
BA,Nova Viçosa,Nordeste,472.132,2016
MG,Gouveia,Sudeste,139.890,2016
RJ,Rio Bonito,Sudeste,1.543.308,2016
MG,Campos Altos,Sudeste,348.390,2016
SP,Assis,Sudeste,3.065.889,2016
MG,Carmo da Mata,Sudeste,163.786,2016
PA,Capitão Poço,Norte,480.143,2016
SP,Bernardino de Campos,Sudeste,226.257,2016
TO,Araguacema,Norte,94.605,2016
PB,Vieirópolis,Nordeste,38.293,2016
BA,Ribeira do Amparo,Nordeste,161.051,2016
SC,Itapema,Sul,1.581.139,2016
RO,Buritis,Norte,581.699,2016
MG,Luisburgo,Sudeste,72.965,2016
MG,Pequeri,Sudeste,41.638,2016
RS,Arvorezinha,Sul,247.517,2016
CE,Santa Quitéria,Nordeste,397.700,2016
MG,Angelândia,Sudeste,79.892,2016
PE,Olinda,Nordeste,5.271.214,2016
RN,Upanema,Nordeste,119.520,2016
SP,Barra Bonita,Sudeste,1.317.267,2016
MT,Dom Aquino,Centro-Oeste,339.232,2016
SC,Siderópolis,Sul,407.227,2016
PE,Camaragibe,Nordeste,1.473.678,2016
SC,Nova Trento,Sul,508.094,2016
SP,Pilar do Sul,Sudeste,606.444,2016
RS,Barão,Sul,170.393,2016
SP,Morungaba,Sudeste,440.817,2016
RJ,Teresópolis,Sudeste,5.239.125,2016
PI,Geminiano,Nordeste,47.421,2016
PA,Anajás,Norte,180.704,2016
PR,Mauá da Serra,Sul,269.649,2016
PR,Bandeirantes,Sul,690.954,2016
MG,Martins Soares,Sudeste,133.884,2016
BA,Catu,Nordeste,517.027,2016
MG,Ribeirão das Neves,Sudeste,3.619.730,2016
MG,Santo Antônio do Monte,Sudeste,489.251,2016
MG,São Gonçalo do Abaeté,Sudeste,209.782,2016
PR,Paula Freitas,Sul,242.339,2016
MS,Mundo Novo,Centro-Oeste,430.285,2016
ES,Domingos Martins,Sudeste,685.780,2016
RS,São Borja,Sul,1.683.002,2016
MG,Claraval,Sudeste,137.446,2016
MT,São José dos Quatro Marcos,Centro-Oeste,351.266,2016
PR,Campo do Tenente,Sul,157.919,2016
RS,Riozinho,Sul,108.942,2016
RS,Getúlio Vargas,Sul,494.417,2016
AC,Manoel Urbano,Norte,128.845,2016
MG,São Gotardo,Sudeste,721.129,2016
MG,Caxambu,Sudeste,309.328,2016
MG,Mateus Leme,Sudeste,570.348,2016
MG,Antônio Dias,Sudeste,146.715,2016
SC,Corupá,Sul,380.267,2016
AL,Boca da Mata,Nordeste,267.986,2016
PR,Campina da Lagoa,Sul,441.031,2016
SE,Aracaju,Nordeste,16.567.686,2016
MG,Ibiraci,Sudeste,616.789,2016
RS,Nova Petrópolis,Sul,698.994,2016
RR,Mucajaí,Norte,270.760,2016
RS,Água Santa,Sul,268.727,2016
SC,Princesa,Sul,66.162,2016
SP,Corumbataí,Sudeste,196.422,2016
BA,Paulo Afonso,Nordeste,2.268.226,2016
MG,Candeias,Sudeste,306.738,2016
MG,Taiobeiras,Sudeste,395.892,2016
RS,Tavares,Sul,85.294,2016
SC,Alto Bela Vista,Sul,48.789,2016
PR,Nova Santa Rosa,Sul,310.572,2016
SC,Rodeio,Sul,259.407,2016
MG,São Thomé das Letras,Sudeste,99.139,2016
BA,Pintadas,Nordeste,77.051,2016
BA,Sapeaçu,Nordeste,152.767,2016
MG,Tiros,Sudeste,183.757,2016
SP,Morro Agudo,Sudeste,1.323.971,2016
RN,João Câmara,Nordeste,981.329,2016
PR,Sarandi,Sul,1.416.239,2016
MT,Feliz Natal,Centro-Oeste,371.407,2016
PA,Tailândia,Norte,874.419,2016
PB,Pedra Lavrada,Nordeste,75.523,2016
RJ,Valença,Sudeste,2.010.736,2016
MG,Santana do Paraíso,Sudeste,502.905,2016
SC,Braço do Trombudo,Sul,140.352,2016
BA,Ituberá,Nordeste,327.451,2016
PI,Simplício Mendes,Nordeste,128.653,2016
SP,Ibiúna,Sudeste,1.609.143,2016
SP,Itapuí,Sudeste,555.313,2016
PR,Assaí,Sul,394.257,2016
RN,Afonso Bezerra,Nordeste,84.824,2016
CE,Trairi,Nordeste,644.612,2016
CE,Pacatuba,Nordeste,949.993,2016
SC,Taió,Sul,525.022,2016
BA,São Félix do Coribe,Nordeste,161.839,2016
MS,Bodoquena,Centro-Oeste,196.512,2016
SC,Ascurra,Sul,157.751,2016
SC,Agrolândia,Sul,225.853,2016
SC,Agronômica,Sul,138.746,2016
MG,Inimutaba,Sudeste,85.744,2016
MG,Araporã,Sudeste,1.082.582,2016
RJ,Itaboraí,Sudeste,4.350.443,2016
RS,Chuí,Sul,217.507,2016
SC,José Boiteux,Sul,98.297,2016
PR,Bom Sucesso do Sul,Sul,225.744,2016
SP,Vera Cruz,Sudeste,121.613,2016
MG,Ubá,Sudeste,2.468.108,2016
RO,Itapuã do Oeste,Norte,153.760,2016
SP,Palmital,Sudeste,623.742,2016
PR,Jardim Alegre,Sul,229.952,2016
MG,São João do Paraíso,Sudeste,190.330,2016
MA,Magalhães de Almeida,Nordeste,109.536,2016
RS,Morro Redondo,Sul,92.294,2016
SC,São Carlos,Sul,294.553,2016
PR,Santo Antônio da Platina,Sul,1.005.826,2016
SC,Águas Frias,Sul,87.594,2016
SC,Vargem,Sul,58.995,2016
SP,Capela do Alto,Sudeste,290.173,2016
PA,Anapu,Norte,310.094,2016
MS,Amambaí,Centro-Oeste,877.535,2016
BA,Macajuba,Nordeste,71.711,2016
BA,Amargosa,Nordeste,339.737,2016
SP,Barrinha,Sudeste,485.739,2016
SP,Monções,Sudeste,72.553,2016
SP,Santo Antônio do Aracanguá,Sudeste,206.174,2016
MT,Juruena,Centro-Oeste,170.067,2016
PR,Curiúva,Sul,228.672,2016
SC,Capivari de Baixo,Sul,634.460,2016
MG,Pompéu,Sudeste,675.568,2016
PR,Brasilândia do Sul,Sul,180.001,2016
PR,Santo Antônio do Sudoeste,Sul,486.010,2016
MG,Igarapé,Sudeste,673.938,2016
PR,Santa Izabel do Oeste,Sul,285.231,2016
RN,Pureza,Nordeste,79.489,2016
PR,Pinhão,Sul,1.893.945,2016
SP,Herculândia,Sudeste,251.623,2016
RS,Sobradinho,Sul,354.400,2016
RO,Cacoal,Norte,1.947.283,2016
MT,Vera,Centro-Oeste,526.476,2016
MG,Monte Carmelo,Sudeste,1.038.071,2016
MG,Corinto,Sudeste,303.311,2016
RS,Bom Retiro do Sul,Sul,251.230,2016
PR,São Pedro do Iguaçu,Sul,178.342,2016
SP,Analândia,Sudeste,146.610,2016
MG,Confins,Sudeste,1.007.131,2016
SC,Monte Carlo,Sul,160.076,2016
MG,Três Pontas,Sudeste,1.271.784,2016
RS,Nova Roma do Sul,Sul,143.849,2016
MG,Luminárias,Sudeste,74.761,2016
PB,Cabedelo,Nordeste,2.482.532,2016
BA,Mucugê,Nordeste,392.702,2016
PB,Bayeux,Nordeste,1.225.858,2016
BA,Paramirim,Nordeste,190.187,2016
SP,Iepê,Sudeste,243.225,2016
MG,Bambuí,Sudeste,580.696,2016
SC,Lontras,Sul,268.475,2016
MG,Brasilândia de Minas,Sudeste,199.962,2016
PR,Tupãssi,Sul,322.938,2016
SC,Iomerê,Sul,96.916,2016
RS,Machadinho,Sul,160.421,2016
MG,Pedra do Indaiá,Sudeste,82.985,2016
MG,Carvalhópolis,Sudeste,55.622,2016
RJ,São Francisco de Itabapoana,Sudeste,956.780,2016
AM,Manacapuru,Norte,1.316.860,2016
PR,Reserva,Sul,568.913,2016
SC,Balneário Barra do Sul,Sul,176.327,2016
ES,Águia Branca,Sudeste,166.986,2016
MG,Dores de Campos,Sudeste,223.435,2016
PR,Araruna,Sul,448.182,2016
MG,Arceburgo,Sudeste,262.654,2016
PA,Óbidos,Norte,613.189,2016
SP,São Sebastião da Grama,Sudeste,301.337,2016
MG,Matias Barbosa,Sudeste,575.198,2016
PR,Mallet,Sul,603.288,2016
SP,Rio das Pedras,Sudeste,1.024.244,2016
MG,Arcos,Sudeste,1.104.195,2016
MG,Itinga,Sudeste,122.364,2016
SC,Witmarsum,Sul,108.866,2016
MS,Ladário,Centro-Oeste,277.079,2016
SP,Piracaia,Sudeste,464.089,2016
PE,Abreu e Lima,Nordeste,1.416.084,2016
RS,Minas do Leão,Sul,174.946,2016
PR,General Carneiro,Sul,295.214,2016
CE,Juazeiro do Norte,Nordeste,4.183.987,2016
RJ,Rio das Ostras,Sudeste,4.888.905,2016
SC,Massaranduba,Sul,510.609,2016
PR,São João do Triunfo,Sul,457.547,2016
PI,Corrente,Nordeste,281.189,2016
SC,Guarujá do Sul,Sul,148.611,2016
SC,Grão Pará,Sul,197.913,2016
PR,Palmeira,Sul,1.292.989,2016
PR,Campina Grande do Sul,Sul,1.150.808,2016
SC,Anchieta,Sul,138.446,2016
SP,Tambaú,Sudeste,534.655,2016
SC,Cunha Porã,Sul,513.283,2016
SP,Jardinópolis,Sudeste,968.776,2016
MG,Jacutinga,Sudeste,500.152,2016
PR,Siqueira Campos,Sul,471.567,2016
MS,Aral Moreira,Centro-Oeste,582.126,2016
PA,Breves,Norte,671.417,2016
RS,Ernestina,Sul,153.710,2016
SP,Ribeirão do Sul,Sudeste,128.912,2016
RN,Galinhos,Nordeste,66.016,2016
MT,Poxoréo,Centro-Oeste,532.215,2016
SP,Cosmorama,Sudeste,205.794,2016
RS,Jaguari,Sul,230.031,2016
RO,Ouro Preto do Oeste,Norte,711.121,2016
MS,Coxim,Centro-Oeste,816.875,2016
RN,Baía Formosa,Nordeste,131.130,2016
SE,Nossa Senhora Aparecida,Nordeste,130.271,2016
SP,Santa Isabel,Sudeste,1.285.236,2016
SP,São Miguel Arcanjo,Sudeste,667.135,2016
SP,Nazaré Paulista,Sudeste,319.183,2016
AL,Lagoa da Canoa,Nordeste,126.085,2016
MG,Formiga,Sudeste,1.485.511,2016
MG,São Gonçalo do Pará,Sudeste,177.395,2016
PA,Vigia,Norte,365.883,2016
RS,Vila Flores,Sul,149.587,2016
SP,Fernandópolis,Sudeste,1.782.979,2016
RS,Candelária,Sul,670.957,2016
BA,Boquira,Nordeste,137.420,2016
RO,Monte Negro,Norte,242.608,2016
BA,Conde,Nordeste,256.288,2016
PR,Tamarana,Sul,268.940,2016
SP,Santo Anastácio,Sudeste,404.622,2016
BA,São Sebastião do Passé,Nordeste,561.187,2016
RS,Alvorada,Sul,2.609.696,2016
AL,Arapiraca,Nordeste,3.892.760,2016
RS,Eldorado do Sul,Sul,1.477.422,2016
SP,Embu-Guaçu,Sudeste,1.009.721,2016
MG,Carmo do Rio Claro,Sudeste,443.901,2016
SP,Ibitinga,Sudeste,1.386.536,2016
SC,Passos Maia,Sul,123.801,2016
RJ,Nova Friburgo,Sudeste,4.802.421,2016
SC,Sangão,Sul,249.404,2016
PA,Novo Progresso,Norte,561.084,2016
SP,Potim,Sudeste,219.111,2016
MG,Jaíba,Sudeste,522.283,2016
RS,Encruzilhada do Sul,Sul,572.999,2016
RS,Taquara,Sul,1.158.893,2016
MG,Rodeiro,Sudeste,369.888,2016
MT,Porto Esperidião,Centro-Oeste,198.088,2016
SC,Porto Belo,Sul,884.186,2016
SP,Campos Novos Paulista,Sudeste,131.942,2016
MG,Iguatama,Sudeste,354.679,2016
RN,Canguaretama,Nordeste,408.706,2016
RS,Monte Belo do Sul,Sul,114.497,2016
BA,Taperoá,Nordeste,180.436,2016
RS,Canela,Sul,955.346,2016
AC,Rio Branco,Norte,7.880.432,2016
SP,Bom Jesus dos Perdões,Sudeste,635.978,2016
RS,Salto do Jacuí,Sul,572.270,2016
SC,Schroeder,Sul,424.300,2016
PA,Prainha,Norte,275.833,2016
PR,Contenda,Sul,344.422,2016
PI,Oeiras,Nordeste,377.711,2016
CE,Beberibe,Nordeste,632.728,2016
RS,Arroio dos Ratos,Sul,231.626,2016
PR,Virmond,Sul,96.746,2016
PI,Altos,Nordeste,346.468,2016
MT,Juara,Centro-Oeste,780.532,2016
GO,Orizona,Centro-Oeste,468.043,2016
MG,Ponte Nova,Sudeste,1.484.833,2016
MG,São Joaquim de Bicas,Sudeste,568.278,2016
SC,Dona Emma,Sul,88.075,2016
PR,Enéas Marques,Sul,218.440,2016
BA,Medeiros Neto,Nordeste,303.976,2016
MG,Areado,Sudeste,217.284,2016
RS,Paulo Bento,Sul,92.179,2016
SP,Bastos,Sudeste,846.213,2016
RS,Tupanciretã,Sul,1.165.022,2016
SC,São Joaquim,Sul,880.563,2016
MG,Conceição dos Ouros,Sudeste,140.428,2016
MS,Glória de Dourados,Centro-Oeste,173.134,2016
MA,Anapurus,Nordeste,132.013,2016
RN,Governador Dix-Sept Rosado,Nordeste,147.879,2016
SP,Pedregulho,Sudeste,886.507,2016
SP,Nova Granada,Sudeste,420.200,2016
PI,Teresina,Nordeste,19.161.573,2016
RS,Imigrante,Sul,175.555,2016
MG,Diamantina,Sudeste,711.924,2016
RS,Quaraí,Sul,423.781,2016
BA,Valença,Nordeste,1.407.503,2016
PB,Mataraca,Nordeste,237.382,2016
BA,Valente,Nordeste,212.044,2016
BA,Porto Seguro,Nordeste,2.551.779,2016
PE,Primavera,Nordeste,158.817,2016
RS,Bossoroca,Sul,294.653,2016
RN,Porto do Mangue,Nordeste,83.444,2016
SC,Vargeão,Sul,115.016,2016
MG,Santa Rita de Caldas,Sudeste,171.508,2016
PR,Congonhinhas,Sul,175.292,2016
MA,Alto Parnaíba,Nordeste,185.156,2016
ES,Ibiraçu,Sudeste,232.683,2016
RS,Serafina Corrêa,Sul,608.893,2016
PA,Santa Isabel do Pará,Norte,630.492,2016
PR,Francisco Beltrão,Sul,2.843.646,2016
SC,Atalanta,Sul,97.704,2016
PR,Santa Tereza do Oeste,Sul,361.618,2016
BA,Alagoinhas,Nordeste,3.171.737,2016
MS,Camapuã,Centro-Oeste,398.006,2016
SC,São Lourenço do Oeste,Sul,806.591,2016
MT,Guarantã do Norte,Centro-Oeste,675.697,2016
SC,Maravilha,Sul,960.799,2016
PR,Loanda,Sul,494.348,2016
MG,Baependi,Sudeste,271.019,2016
MS,Ivinhema,Centro-Oeste,1.034.594,2016
MA,Barra do Corda,Nordeste,602.676,2016
SP,Álvares Machado,Sudeste,475.541,2016
MG,Paraopeba,Sudeste,524.283,2016
PA,São Geraldo do Araguaia,Norte,379.311,2016
MG,Oliveira,Sudeste,777.609,2016
SP,Potirendaba,Sudeste,488.486,2016
RS,Dois Lajeados,Sul,88.811,2016
PR,Maripá,Sul,362.267,2016
MG,Caraí,Sudeste,150.292,2016
BA,Conceição do Jacuípe,Nordeste,2.037.630,2016
BA,Madre de Deus,Nordeste,455.628,2016
PB,Pedras de Fogo,Nordeste,446.402,2016
SC,Xanxerê,Sul,1.530.245,2016
CE,Banabuiú,Nordeste,142.328,2016
MG,Vazante,Sudeste,581.500,2016
SC,Jaguaruna,Sul,456.298,2016
MG,São Sebastião do Oeste,Sudeste,283.515,2016
SP,Tremembé,Sudeste,702.293,2016
CE,Maranguape,Nordeste,1.259.097,2016
SP,Alfredo Marcondes,Sudeste,77.926,2016
MG,Pedro Leopoldo,Sudeste,1.427.215,2016
PR,Francisco Alves,Sul,182.433,2016
MS,Angélica,Centro-Oeste,627.620,2016
PR,Terra Roxa,Sul,642.748,2016
MG,Cláudio,Sudeste,576.503,2016
TO,Miranorte,Norte,219.094,2016
AL,Rio Largo,Nordeste,983.459,2016
MG,Lajinha,Sudeste,319.146,2016
RS,Uruguaiana,Sul,2.609.550,2016
SC,Águas Mornas,Sul,146.847,2016
SC,Apiúna,Sul,386.869,2016
GO,Inhumas,Centro-Oeste,998.615,2016
RJ,Paraíba do Sul,Sudeste,898.724,2016
SP,Estiva Gerbi,Sudeste,272.340,2016
SP,São Vicente,Sudeste,5.064.791,2016
PR,Sabáudia,Sul,351.728,2016
PR,Cambira,Sul,178.392,2016
RS,Muitos Capões,Sul,513.256,2016
SE,Frei Paulo,Nordeste,190.838,2016
ES,Venda Nova do Imigrante,Sudeste,542.210,2016
TO,Paraíso do Tocantins,Norte,1.221.528,2016
SP,Regente Feijó,Sudeste,612.830,2016
ES,Marilândia,Sudeste,227.215,2016
PR,Cambará,Sul,659.579,2016
RS,Pareci Novo,Sul,83.994,2016
PR,Rio Branco do Sul,Sul,1.074.246,2016
PR,Ampére,Sul,524.894,2016
MG,Machado,Sudeste,941.546,2016
MT,Cotriguaçu,Centro-Oeste,191.020,2016
SC,Luiz Alves,Sul,538.355,2016
MG,Itanhandu,Sudeste,403.307,2016
MG,Poço Fundo,Sudeste,262.425,2016
RS,Restinga Seca,Sul,405.739,2016
RS,Ametista do Sul,Sul,91.004,2016
PR,Itaipulândia,Sul,360.916,2016
SC,Laguna,Sul,784.302,2016
ES,Santa Maria de Jetibá,Sudeste,1.043.357,2016
RS,Trindade do Sul,Sul,160.393,2016
SC,Nova Erechim,Sul,161.168,2016
SC,Mondaí,Sul,517.119,2016
GO,Montividiu,Centro-Oeste,728.222,2016
SC,Urussanga,Sul,739.257,2016
PR,Quatro Pontes,Sul,160.166,2016
SC,Guaramirim,Sul,1.465.631,2016
SC,Nova Itaberaba,Sul,107.925,2016
MG,Bocaiúva,Sudeste,727.911,2016
PR,Tunas do Paraná,Sul,106.383,2016
RS,Bom Princípio,Sul,513.380,2016
SP,Jaú,Sudeste,4.294.014,2016
RS,Boa Vista do Sul,Sul,71.446,2016
SP,Barra do Chapéu,Sudeste,83.850,2016
PR,Cidade Gaúcha,Sul,325.170,2016
CE,Limoeiro do Norte,Nordeste,924.249,2016
PI,Uruçuí,Nordeste,776.453,2016
RN,Parelhas,Nordeste,300.894,2016
RN,Parnamirim,Nordeste,5.210.838,2016
CE,Acaraú,Nordeste,581.919,2016
SP,Borborema,Sudeste,370.793,2016
SC,Saudades,Sul,282.392,2016
PE,Carpina,Nordeste,1.276.878,2016
SC,Pouso Redondo,Sul,490.796,2016
MG,Medina,Sudeste,210.622,2016
PE,Bom Jardim,Nordeste,315.797,2016
BA,Ruy Barbosa,Nordeste,315.836,2016
MA,Bacabeira,Nordeste,344.801,2016
SC,Penha,Sul,625.841,2016
SP,Porto Ferreira,Sudeste,1.864.746,2016
MG,Salto da Divisa,Sudeste,93.041,2016
PR,Barracão,Sul,251.704,2016
BA,Jaborandi,Nordeste,343.418,2016
RN,Currais Novos,Nordeste,630.185,2016
SP,Guaiçara,Sudeste,174.065,2016
MG,Conselheiro Lafaiete,Sudeste,1.999.190,2016
ES,Sooretama,Sudeste,485.592,2016
MT,Vila Rica,Centro-Oeste,451.564,2016
RS,Barão de Cotegipe,Sul,196.625,2016
PR,Ibema,Sul,137.865,2016
SC,Lauro Muller,Sul,324.999,2016
PR,Ubiratã,Sul,900.092,2016
PE,Rio Formoso,Nordeste,273.842,2016
PR,Arapoti,Sul,1.040.455,2016
RS,Cristal,Sul,166.550,2016
RS,Porto Xavier,Sul,159.234,2016
PE,Lagoa Grande,Nordeste,287.730,2016
SP,Mirassol,Sudeste,1.848.213,2016
MS,Antônio João,Centro-Oeste,200.164,2016
SP,Itaí,Sudeste,592.185,2016
PE,Paulista,Nordeste,3.803.798,2016
SE,Laranjeiras,Nordeste,1.001.428,2016
PR,Rondon,Sul,268.620,2016
GO,Santa Helena de Goiás,Centro-Oeste,1.054.078,2016
PR,Coronel Vivida,Sul,623.252,2016
BA,Ipirá,Nordeste,695.661,2016
ES,Baixo Guandu,Sudeste,656.942,2016
BA,Jequié,Nordeste,2.441.995,2016
PR,Campo Magro,Sul,355.902,2016
PR,Carambeí,Sul,1.308.605,2016
SC,Sombrio,Sul,675.326,2016
SP,Dois Córregos,Sudeste,651.327,2016
MA,Governador Edison Lobão,Nordeste,309.553,2016
SP,Nova Campina,Sudeste,335.431,2016
MG,Caratinga,Sudeste,1.527.763,2016
MS,Eldorado,Centro-Oeste,324.756,2016
PR,Andirá,Sul,685.620,2016
PR,Almirante Tamandaré,Sul,1.395.466,2016
BA,Itagibá,Nordeste,187.265,2016
SC,São Ludgero,Sul,588.318,2016
PI,Picos,Nordeste,1.397.870,2016
MG,Ibirité,Sudeste,1.997.109,2016
MT,Nova Olímpia,Centro-Oeste,618.947,2016
BA,Caravelas,Nordeste,355.621,2016
PR,Assis Chateaubriand,Sul,1.155.198,2016
SP,Angatuba,Sudeste,964.451,2016
SP,Socorro,Sudeste,766.718,2016
MG,Lagoa da Prata,Sudeste,1.377.436,2016
SC,Lindóia do Sul,Sul,130.153,2016
SP,Salto de Pirapora,Sudeste,1.470.216,2016
MT,Santo Antônio do Leste,Centro-Oeste,371.383,2016
TO,Nova Olinda,Norte,259.523,2016
RS,Santo Antônio da Patrulha,Sul,1.130.283,2016
BA,Iraquara,Nordeste,331.537,2016
RS,Frederico Westphalen,Sul,1.020.627,2016
SP,Holambra,Sudeste,909.248,2016
PR,Capanema,Sul,660.290,2016
RS,Arroio Grande,Sul,509.073,2016
SP,Rinópolis,Sudeste,233.029,2016
RS,Júlio de Castilhos,Sul,1.053.406,2016
PR,Bocaiúva do Sul,Sul,195.154,2016
MT,Barra do Bugres,Centro-Oeste,1.184.546,2016
SP,Cesário Lange,Sudeste,388.589,2016
RS,Jaguarão,Sul,645.250,2016
PE,Itapissuma,Nordeste,1.211.172,2016
RS,Teutônia,Sul,1.182.113,2016
SP,Severínia,Sudeste,211.680,2016
RS,Gramado,Sul,1.655.187,2016
SC,Capão Alto,Sul,107.710,2016
RN,Jandaíra,Nordeste,190.240,2016
RS,Vale do Sol,Sul,223.347,2016
RS,Barra do Ribeiro,Sul,316.523,2016
PR,Piraquara,Sul,1.131.385,2016
BA,Cruz das Almas,Nordeste,913.403,2016
GO,Niquelândia,Centro-Oeste,989.537,2016
MG,Sacramento,Sudeste,1.345.706,2016
BA,Itamaraju,Nordeste,834.854,2016
SC,Palma Sola,Sul,219.711,2016
TO,Aguiarnópolis,Norte,134.499,2016
MG,Pedra Azul,Sudeste,210.337,2016
PR,Uraí,Sul,241.715,2016
SP,Brejo Alegre,Sudeste,192.537,2016
MS,Iguatemi,Centro-Oeste,398.980,2016
SP,Monte Alto,Sudeste,1.776.016,2016
SC,Dionísio Cerqueira,Sul,400.590,2016
AC,Brasiléia,Norte,388.521,2016
BA,Riachão do Jacuípe,Nordeste,325.301,2016
RO,Machadinho DOeste,Norte,512.904,2016
SC,Concórdia,Sul,2.929.909,2016
SC,Capinzal,Sul,786.850,2016
PA,Altamira,Norte,2.497.078,2016
RS,Feliz,Sul,386.876,2016
SC,Fraiburgo,Sul,952.107,2016
SP,São Manuel,Sudeste,1.089.046,2016
SC,Morro da Fumaça,Sul,592.134,2016
MT,Porto dos Gaúchos,Centro-Oeste,352.975,2016
SP,Torrinha,Sudeste,206.197,2016
SP,Jambeiro,Sudeste,208.014,2016
PB,Lucena,Nordeste,187.654,2016
SP,Pontal,Sudeste,1.030.902,2016
SC,Ituporanga,Sul,781.570,2016
PR,Santa Terezinha de Itaipu,Sul,524.218,2016
SP,Elias Fausto,Sudeste,611.424,2016
SP,Pindorama,Sudeste,347.649,2016
RS,Capão do Leão,Sul,498.462,2016
CE,Quixeramobim,Nordeste,871.205,2016
PR,Dois Vizinhos,Sul,1.482.915,2016
BA,Governador Mangabeira,Nordeste,279.784,2016
GO,São Luís de Montes Belos,Centro-Oeste,760.865,2016
SC,Palhoça,Sul,4.375.512,2016
PA,Rio Maria,Norte,407.471,2016
PR,Rebouças,Sul,324.382,2016
PA,Benevides,Norte,1.291.065,2016
ES,Iúna,Sudeste,430.458,2016
PA,Tomé-Açu,Norte,643.689,2016
MT,Santa Cruz do Xingu,Centro-Oeste,95.122,2016
SP,Ipeúna,Sudeste,671.436,2016
SP,Mairiporã,Sudeste,1.637.420,2016
PA,Marituba,Norte,1.732.438,2016
MT,Juína,Centro-Oeste,955.478,2016
SP,Agudos,Sudeste,1.932.769,2016
RS,Itaqui,Sul,1.206.402,2016
SP,Guararema,Sudeste,950.994,2016
RO,Espigão DOeste,Norte,543.318,2016
MA,Matões do Norte,Nordeste,80.019,2016
SC,Ibirama,Sul,387.870,2016
MS,Sonora,Centro-Oeste,620.291,2016
MS,Costa Rica,Centro-Oeste,1.494.111,2016
BA,Retirolândia,Nordeste,116.335,2016
PR,Iporã,Sul,359.580,2016
MG,Juatuba,Sudeste,1.087.403,2016
RS,Miraguaí,Sul,140.861,2016
RN,Ipanguaçu,Nordeste,136.220,2016
SP,Jarinu,Sudeste,2.140.916,2016
SP,Itapecerica da Serra,Sudeste,3.143.513,2016
MA,Sambaíba,Nordeste,88.567,2016
RS,Antônio Prado,Sul,520.501,2016
PA,Dom Eliseu,Norte,656.864,2016
SP,Duartina,Sudeste,216.331,2016
PI,Baixa Grande do Ribeiro,Nordeste,238.070,2016
MS,Paranaíba,Centro-Oeste,1.171.747,2016
SP,Santa Rosa de Viterbo,Sudeste,717.017,2016
RS,Tuparendi,Sul,275.416,2016
RN,Macaíba,Nordeste,1.365.318,2016
PE,Jaboatão dos Guararapes,Nordeste,13.405.930,2016
SP,Piedade,Sudeste,1.233.916,2016
MG,Visconde do Rio Branco,Sudeste,1.053.581,2016
SP,Cândido Mota,Sudeste,940.593,2016
SC,Ipuaçu,Sul,232.908,2016
MG,Santo Antônio do Amparo,Sudeste,303.840,2016
PR,Clevelândia,Sul,463.634,2016
SC,São João Batista,Sul,753.071,2016
RS,Viamão,Sul,3.483.649,2016
RS,Alegrete,Sul,1.902.736,2016
AP,Macapá,Norte,9.337.264,2016
PR,São Miguel do Iguaçu,Sul,1.018.702,2016
