Município,UF,População,Total Despesa
Cristalândia,TO,7386,16314322.23
Cristalândia do Piauí,PI,8102,16215269.57
Cristiano Otoni,MG,5204,13957525.73
Cristianópolis,GO,3023,15863650.63
Cristina,MG,10484,21933193.09
Cristino Castro,PI,10214,21082116.57
Cristinápolis,SE,17911,45294617.37
Cristália,MG,6010,15412779.89
Cristópolis,BA,14302,30426838.0
Crisólita,MG,6525,15695902.91
Crisópolis,BA,21617,41703238.29
Crixás,GO,16695,51889217.69
Crixás do Tocantins,TO,1680,9209474.75
Croatá,CE,17728,42349634.2
Cromínia,GO,3616,11416969.52
Crucilândia,MG,5014,14527918.68
Cruz,CE,23677,55272155.14
Cruz Alta,RS,63776,155022185.25
Cruz Machado,PR,18807,56889296.78
Cruz das Almas,BA,64197,106416839.24
Cruzaltense,RS,2096,14912714.73
Cruzeiro,SP,81082,171607290.3
Cruzeiro da Fortaleza,MG,4140,17557304.88
Cruzeiro do Iguaçu,PR,4376,19104517.52
Cruzeiro do Oeste,PR,21190,58754705.25
Cruzeiro do Sul,AC,81519,142760100.6
Cruzeiro do Sul,PR,4637,15983062.68
Cruzeiro do Sul,RS,12169,28763832.89
Cruzeta,RN,8164,17629065.47
Cruzmaltina,PR,3147,12971942.89
Cruzália,SP,2209,12610899.06
Cruzília,MG,15369,31212294.28
Cubati,PB,7193,17567345.77
Cubatão,SP,127006,1069898200.02
Cuiabá,MT,580489,1983161769.66
Cuitegi,PB,6841,16893155.51
Cuité,PB,20325,40463526.99
Cuité de Mamanguape,PB,6340,15772348.96
Cujubim,RO,20974,41098099.38
Cumari,GO,2992,12848173.6
Cumaru,PE,13960,32473133.72
Cumaru do Norte,PA,12423,35981419.13
Cumbe,SE,3985,13893616.01
Cunha,SP,22086,47655688.4
Cunha Porã,SC,10982,28278164.42
Cunhataí,SC,1943,11857610.45
Cuparaque,MG,4947,15283573.59
Cupira,PE,23841,53894077.93
Curaçá,BA,35208,74454569.73
Curimatá,PI,11121,22496226.67
Curionópolis,PA,17709,58383087.04
Curitiba,PR,1879355,7125775221.24
Curitibanos,SC,39231,85328465.76
Curiúva,PR,14817,31242508.96
Currais,PI,4845,15583212.69
Currais Novos,RN,44887,70159520.67
Curral Novo do Piauí,PI,5086,15122385.99
Curral Velho,PB,2523,11766654.89
Curral de Cima,PB,5245,12301837.4
Curral de Dentro,MG,7491,16827321.32
Cururupu,MA,30913,52429847.58
Curuá,PA,13562,28927120.85
Curuçá,PA,37800,57478348.75
Curvelo,MG,78900,144497073.24
Curvelândia,MT,5006,13630587.96
Custódia,PE,36184,70351069.17
Cáceres,MT,90518,167602185.56
Cássia,MG,18014,36282201.15
Cássia dos Coqueiros,SP,2623,13661953.32
Cândido Godói,RS,6608,20026405.28
Cândido Mendes,MA,19702,37111395.71
Cândido Mota,SP,31131,93336368.31
Cândido Rodrigues,SP,2780,13877494.43
Cândido Sales,BA,26855,57933808.92
Cândido de Abreu,PR,16339,36858464.15
Céu Azul,PR,11649,43278238.5
Cícero Dantas,BA,34478,52261726.34
Córrego Danta,MG,3391,13310799.08
Córrego Fundo,MG,6207,18710847.45
Córrego Novo,MG,3032,12820880.96
Córrego do Bom Jesus,MG,3811,11193195.03
Córrego do Ouro,GO,2564,12463005.99
Cônego Marinho,MG,7564,15086186.09
Damianópolis,GO,3385,21862759.0
Damião,PB,5246,15862364.62
Damolândia,GO,2903,12485518.87
Darcinópolis,TO,5833,13885084.01
Datas,MG,5441,15088359.15
David Canabarro,RS,4840,14186943.89
Davinópolis,GO,2126,16019212.14
Davinópolis,MA,12653,24159790.58
Delfim Moreira,MG,8201,17630674.84
Delfinópolis,MG,7143,27734172.11
Delmiro Gouveia,AL,51997,115206025.89
Delta,MG,9499,28688342.37
Demerval Lobão,PI,13552,26340324.56
Denise,MT,8975,18755858.07
Deodápolis,MS,12650,29215847.72
Deputado Irapuan Pinheiro,CE,9444,22792050.72
Derrubadas,RS,3148,14764152.82
Descalvado,SP,32980,91783302.59
Descanso,SC,8505,20901773.93
Descoberto,MG,5010,14736871.16
Desterro,PB,8253,16787985.83
Desterro de Entre Rios,MG,7298,14981434.07
Desterro do Melo,MG,3036,11475698.19
Dezesseis de Novembro,RS,2795,12050296.12
Diadema,SP,412428,1221195950.79
Diamante,PB,6591,15599181.44
Diamante D'Oeste,PR,5259,19227396.81
Diamante do Norte,PR,5463,23031051.72
Diamante do Sul,PR,3568,12842407.36
Diamantina,MG,47952,89121406.83
Diamantino,MT,21064,80535788.7
Dianópolis,TO,21167,44266741.02
Dias d'Ávila,BA,78058,168796563.85
Dilermando de Aguiar,RS,3136,13467691.15
Diogo de Vasconcelos,MG,3923,15612024.83
Dionísio,MG,8463,16512033.32
Dionísio Cerqueira,SC,15339,53917170.27
Diorama,GO,2545,12060519.64
Dirce Reis,SP,1772,12723437.92
Divina Pastora,SE,4890,30796678.59
Divino,MG,20012,30656280.83
Divino das Laranjeiras,MG,5082,13792561.71
Divino de São Lourenço,ES,4649,17663786.69
Divinolândia,SP,11492,28800461.68
Divinolândia de Minas,MG,7472,15378581.21
Divinésia,MG,3437,13090206.66
Divinópolis,MG,230848,500385973.3
Divinópolis de Goiás,GO,5020,16645405.51
Divinópolis do Tocantins,TO,6777,17755596.64
Divisa Alegre,MG,6478,17691977.04
Divisa Nova,MG,6031,14250489.86
Divisópolis,MG,10209,18066200.77
Dobrada,SP,8592,17527169.76
Dois Córregos,SP,26517,71200047.56
Dois Irmãos,RS,30175,75535352.57
Dois Irmãos das Missões,RS,2174,14260489.09
Dois Irmãos do Buriti,MS,10965,33933777.5
Dois Irmãos do Tocantins,TO,7302,17721040.11
Dois Lajeados,RS,3417,14918830.0
Dois Riachos,AL,11224,30145728.19
Dois Vizinhos,PR,39138,102929413.55
Dolcinópolis,SP,2142,9566125.49
Dom Aquino,MT,8032,21988289.25
Dom Basílio,BA,12499,24078572.53
Dom Bosco,MG,3844,11611316.65
Dom Cavati,MG,5274,12116995.24
Dom Eliseu,PA,56398,117940788.81
Dom Expedito Lopes,PI,6756,13194932.36
Dom Feliciano,RS,15165,36993313.71
Dom Inocêncio,PI,9387,20274558.28
Dom Joaquim,MG,4616,16092349.74
Dom Macedo Costa,BA,4153,12130616.93
Dom Pedrito,RS,39886,96848824.36
Dom Pedro de Alcântara,RS,2619,10930606.23
Dom Silvério,MG,5348,14154706.45
Dom Viçoso,MG,3073,10570747.53
Domingos Martins,ES,34416,97917696.38
Domingos Mourão,PI,4290,11762039.25
Dona Emma,SC,3997,15697886.54
Dona Eusébia,MG,6435,16189031.66
Dona Francisca,RS,3374,18241546.3
Dona Inês,PB,10456,27005449.33
Dores de Campos,MG,9956,17604932.45
Dores de Guanhães,MG,5328,16608159.74
Dores do Indaiá,MG,13983,32702947.13
Dores do Rio Preto,ES,6890,23886523.21
Dores do Turvo,MG,4474,12455477.33
Doresópolis,MG,1519,10431560.94
Dormentes,PE,18321,39139828.86
Douradina,MS,5723,21476698.8
Douradina,PR,8228,24948419.98
Dourado,SP,8897,25394948.1
Douradoquara,MG,1920,12148101.74
Dourados,MS,212870,701694227.99
Doutor Camargo,PR,6047,18034934.86
Doutor Maurício Cardoso,RS,5200,17718222.0
Doutor Pedrinho,SC,3937,13729915.3
Doutor Ricardo,RS,2076,11646636.41
Doutor Severiano,RN,7184,18087111.23
Doutor Ulysses,PR,5808,15073313.97
Doverlândia,GO,7842,24851325.77
Dracena,SP,45847,109922013.8
Duartina,SP,12567,31839207.97
Duas Barras,RJ,11121,46700761.88
Duas Estradas,PB,3618,12396289.6
Dueré,TO,4722,13729404.25
Dumont,SP,9178,27156853.12
Duque Bacelar,MA,11084,31240171.92
Duque de Caxias,RJ,882729,2424263599.52
Durandé,MG,7818,15493407.19
Dário Meira,BA,12022,22673534.43
Echaporã,SP,6316,21811783.67
Ecoporanga,ES,24271,55170441.48
Edealina,GO,3814,22890913.67
Edéia,GO,12047,37717706.3
Eirunepé,AM,34025,35050360.81
Eldorado,MS,12128,35449306.26
Eldorado,SP,15339,44604426.96
Eldorado do Sul,RS,37794,95141910.77
Elesbão Veloso,PI,14432,26370907.72
Elias Fausto,SP,17085,52605030.08
Eliseu Martins,PI,4807,13256495.71
Elisiário,SP,3451,13870977.32
Elísio Medrado,BA,8434,18307361.78
Elói Mendes,MG,27268,50810123.35
Emas,PB,3485,13285252.78
Embaúba,SP,2481,14244382.85
Embu das Artes,SP,261781,503200334.25
Embu-Guaçu,SP,67296,135337205.32
Emilianópolis,SP,3174,13319139.56
Encantado,RS,21883,63892115.27
Encanto,RN,5593,14266071.68
Encruzilhada,BA,20331,43169016.49
Encruzilhada do Sul,RS,25726,60071619.55
Engenheiro Beltrão,PR,14307,39397075.59
Engenheiro Caldas,MG,10962,21760249.27
Engenheiro Coelho,SP,18611,52826917.84
Engenheiro Navarro,MG,7362,14771108.45
Engenheiro Paulo de Frontin,RJ,13626,48715110.61
Engenho Velho,RS,1397,11849764.91
Entre Folhas,MG,5385,13465676.96
Entre Rios,BA,43006,80820882.02
Entre Rios,SC,3151,13958746.22
Entre Rios de Minas,MG,15124,23366068.48
Entre Rios do Oeste,PR,4306,29692231.27
Entre Rios do Sul,RS,3069,18779941.49
Entre-Ijuís,RS,9037,28214436.11
Envira,AM,18786,38299570.86
Enéas Marques,PR,6195,20222744.36
Epitaciolândia,AC,16731,29000248.67
Equador,RN,6087,15437578.51
Erebango,RS,3064,15116979.93
Erechim,RS,102345,243735383.77
Ererê,CE,7104,19023385.92
Ermo,SC,2078,12284264.13
Ernestina,RS,3207,13261695.77
Erval Grande,RS,5207,18165813.59
Erval Seco,RS,7773,19172349.61
Erval Velho,SC,4464,20095680.86
Ervália,MG,18868,35621453.49
Escada,PE,67381,119601178.73
Esmeralda,RS,3301,16811856.08
Esmeraldas,MG,67208,122536812.39
Espera Feliz,MG,24469,43259526.36
Esperantina,PI,38874,67620080.46
Esperantina,TO,10506,19819904.38
Esperantinópolis,MA,17029,35549578.58
Esperança,PB,32785,68691040.9
Esperança Nova,PR,1898,11176441.05
Esperança do Sul,RS,3245,14125146.75
Espigão Alto do Iguaçu,PR,4542,20970555.38
Espigão D'Oeste,RO,32385,64000499.51
Espinosa,MG,32151,51569612.65
Esplanada,BA,36724,108264755.18
Espumoso,RS,15809,51054112.87
Espírito Santo,RN,10727,19762545.14
Espírito Santo do Dourado,MG,4670,12263127.52
Espírito Santo do Pinhal,SP,43897,99407343.48
Espírito Santo do Turvo,SP,4621,18052906.6
Estação,RS,6169,18826244.83
Esteio,RS,83984,252899257.03
Estiva,MG,11371,19007085.67
Estiva Gerbi,SP,10873,29116914.76
Estreito,MA,40629,89026913.93
Estrela,RS,32748,96788147.05
Estrela Dalva,MG,2471,8922937.24
Estrela Velha,RS,3743,17345780.49
Estrela d'Oeste,SP,8462,30689470.91
Estrela de Alagoas,AL,18306,37790170.0
Estrela do Indaiá,MG,3596,12280146.31
Estrela do Norte,GO,3386,13390336.45
Estrela do Norte,SP,2761,17102879.23
Estrela do Sul,MG,7897,18378011.42
Estância,SE,68405,152002321.0
Estância Velha,RS,46444,116969644.95
Euclides da Cunha,BA,60666,156221370.45
Euclides da Cunha Paulista,SP,9642,31036507.44
Eugenópolis,MG,11169,21129624.27
Eugênio de Castro,RS,2744,14368215.79
Eunápolis,BA,113191,237238952.97
Eusébio,CE,51127,241251539.18
Ewbank da Câmara,MG,3927,12060279.14
Extrema,MG,33082,167443963.1
Extremoz,RN,27525,69694136.59
Exu,PE,31928,62805064.11
Fagundes,PB,11378,21854981.67
Fagundes Varela,RS,2708,14651338.5
Faina,GO,7004,21696902.39
Fama,MG,2423,10589666.32
Faria Lemos,MG,3396,10741015.32
Farias Brito,CE,18861,48027646.85
Farol,PR,3388,16425910.28
Farroupilha,RS,68562,198439962.25
Fartura,SP,15960,41146697.54
Faxinal,PR,17160,41605191.83
Faxinal do Soturno,RS,6869,24284011.72
Faxinal dos Guedes,SC,10771,41380764.33
Faxinalzinho,RS,2553,11585803.6
Fazenda Nova,GO,6181,16491814.21
Fazenda Rio Grande,PR,92204,201277440.37
Fazenda Vilanova,RS,4099,17023886.08
Feijó,AC,32385,45068764.85
Feira Grande,AL,22432,47810818.18
Feira Nova,PE,21710,35739663.06
Feira Nova,SE,5573,15522269.0
Feira Nova do Maranhão,MA,8321,14734854.49
Feira da Mata,BA,5914,16385583.44
Feira de Santana,BA,617528,978231742.62
Felipe Guerra,RN,6013,24345919.79
Felisburgo,MG,7338,17266112.67
Felixlândia,MG,15078,34460568.93
Feliz,RS,13140,39452325.58
Feliz Deserto,AL,4746,15001311.45
Feliz Natal,MT,12782,34418908.07
Felício dos Santos,MG,5081,14209959.43
Fernandes Pinheiro,PR,5954,26371637.69
Fernandes Tourinho,MG,3304,10465398.43
Fernando Falcão,MA,10073,22283024.37
Fernando Pedroza,RN,3037,10612857.97
Fernando Prestes,SP,5760,19617410.12
Fernandópolis,SP,68120,175086134.85
Fernão,SP,1669,11196545.51
Ferraz de Vasconcelos,SP,184700,318360212.69
Ferreira Gomes,AP,6901,24834047.84
Ferreiros,PE,11957,24979269.27
Ferros,MG,10611,20388019.03
Fervedouro,MG,10936,19807233.02
Figueira,PR,8268,22728960.57
Figueirão,MS,3012,19317593.74
Figueirópolis,TO,5386,15449646.0
Figueirópolis D'Oeste,MT,3549,12167879.29
Filadélfia,TO,8848,17309194.21
Firmino Alves,BA,5786,13793978.99
Firminópolis,GO,12640,25269080.32
Flor da Serra do Sul,PR,4802,20397274.33
Flor do Sertão,SC,1600,11872346.77
Flora Rica,SP,1634,12371749.64
Floraí,PR,5126,17724610.49
Floreal,SP,3011,16045195.94
Flores,PE,22588,44094260.96
Flores da Cunha,RS,29196,94558326.43
Flores de Goiás,GO,14372,28106964.2
Flores do Piauí,PI,4394,11888661.23
Floresta,PE,31809,74188846.57
Floresta,PR,6467,27264406.77
Floresta Azul,BA,11313,20296581.47
Floresta do Araguaia,PA,19261,48016595.65
Floresta do Piauí,PI,2515,9032709.7
Florestal,MG,7209,19180532.75
Florestópolis,PR,11205,29189276.83
Floriano,PI,58803,120970595.74
Floriano Peixoto,RS,1988,11141170.9
Florianópolis,SC,469690,1779394285.43
Florânia,RN,9254,19161232.27
Florínia,SP,2799,16734026.0
Flórida,PR,2674,15159133.26
Flórida Paulista,SP,14000,32409958.15
Fonte Boa,AM,20742,53935418.8
Formiga,MG,68040,131953005.76
Formigueiro,RS,7096,19822260.22
Formosa,GO,112236,214559272.56
Formosa do Oeste,PR,7296,21854376.86
Formosa do Rio Preto,BA,25372,87355829.47
Formosa do Sul,SC,2576,13858414.5
Formoso,GO,4726,14996204.01
Formoso,MG,9067,22249537.22
Formoso do Araguaia,TO,18742,42197632.83
Forquetinha,RS,2528,11909451.04
Forquilha,CE,23544,47406196.55
Forquilhinha,SC,25129,68502703.81
Fortaleza,CE,2591188,6045848856.99
Fortaleza de Minas,MG,4357,15725244.69
Fortaleza dos Nogueiras,MA,12375,29691713.1
Fortaleza dos Valos,RS,4619,23507651.56
Fortim,CE,15951,48327033.09
Fortuna,MA,15239,28623965.39
Fortuna de Minas,MG,2893,12388384.66
Foz do Iguaçu,PR,263782,804378227.82
Foz do Jordão,PR,5210,21304448.48
Fraiburgo,SC,35942,93967752.69
Franca,SP,342112,668366962.48
Francinópolis,PI,5267,11005333.23
Francisco Alves,PR,6415,21504684.56
Francisco Ayres,PI,4333,11266728.31
Francisco Badaró,MG,10550,16365912.24
Francisco Beltrão,PR,86499,248716237.72
Francisco Dantas,RN,2909,10131657.56
Francisco Dumont,MG,5160,13858871.39
Francisco Macedo,PI,3097,10288643.07
Francisco Morato,SP,168243,278560505.99
Francisco Santos,PI,9054,17758419.84
Francisco Sá,MG,26217,45149874.26
Franciscópolis,MG,5745,14497702.9
Franco da Rocha,SP,145755,288941145.32
Frecheirinha,CE,13541,33141733.2
Frederico Westphalen,RS,30558,79764468.29
Frei Gaspar,MG,6028,17831354.08
Frei Inocêncio,MG,9487,17908722.81
Frei Lagonegro,MG,3487,11773161.52
Frei Martinho,PB,2986,11529520.26
Frei Miguelinho,PE,15137,27165849.48
Frei Paulo,SE,15047,32209258.35
Frei Rogério,SC,2249,13069243.01
Fronteira,MG,16399,48618635.47
Fronteira dos Vales,MG,4754,15369343.52
Fronteiras,PI,11372,31417352.73
Fruta de Leite,MG,5809,13720819.32
Frutal,MG,57795,131996974.24
Frutuoso Gomes,RN,4228,10285860.41
Fundão,ES,19985,63477919.03
Funilândia,MG,4196,16118233.82
Fátima,BA,18481,42047428.16
Fátima,TO,3886,11414382.7
Fátima do Sul,MS,19220,55543723.83
Fênix,PR,4908,17772076.04
Gabriel Monteiro,SP,2790,12492719.57
Gado Bravo,PB,8450,19062446.5
Galiléia,MG,7061,14232928.08
Galinhos,RN,2584,9945197.2
Galvão,SC,3217,14114359.45
Gameleira,PE,30132,42452725.83
Gameleira de Goiás,GO,3664,16488035.76
Gameleiras,MG,5255,13126367.74
Gandu,BA,32809,50776245.01
Garanhuns,PE,136949,269429764.6
Gararu,SE,11724,23213008.93
Garibaldi,RS,33131,106553269.81
Garopaba,SC,21061,65142032.17
Garruchos,RS,3219,14785965.56
Garuva,SC,16786,49785784.45
Garça,SP,44532,122258087.96
Gaspar,SC,65024,186638029.68
Gastão Vidigal,SP,4585,14468149.37
Gaurama,RS,5918,18191404.48
Gavião,BA,4712,14165750.94
Gavião Peixoto,SP,4688,28839997.03
Gaúcha do Norte,MT,7036,30273949.22
Geminiano,PI,5319,12220309.37
General Carneiro,MT,5318,24487076.33
General Carneiro,PR,14039,35351677.82
General Câmara,RS,8673,16670679.06
General Maynard,SE,3231,12361426.44
General Salgado,SP,10961,40490964.83
General Sampaio,CE,6763,21345437.47
Gentil,RS,1711,11330532.44
Gentio do Ouro,BA,11423,28346790.28
Getulina,SP,11287,24945764.69
Getúlio Vargas,RS,16647,41138499.59
Gilbués,PI,10514,25106257.39
Girau do Ponciano,AL,40519,83425754.89
Giruá,RS,17198,61881945.1
Glaucilândia,MG,3130,10938451.8
Glicério,SP,4773,19155774.87
Glorinha,RS,7518,26589780.24
Glória,BA,16072,37401554.97
Glória D'Oeste,MT,3023,14034381.92
Glória de Dourados,MS,9992,25580120.1
Glória do Goitá,PE,30220,49242058.58
Godoy Moreira,PR,3245,14380009.97
Goiabeira,MG,3279,11601362.19
Goiana,PE,78618,170721540.93
Goiandira,GO,5549,12279723.5
Goianinha,RN,25292,71397622.93
Goianira,GO,39484,91686801.66
Goianorte,TO,5135,14347747.9
Goianá,MG,3903,11020216.19
Goianápolis,GO,11024,28958986.99
Goianésia,GO,65767,146282395.56
Goianésia do Pará,PA,37975,75657815.4
Goiatuba,GO,34043,127921699.39
Goioerê,PR,29702,70449456.59
Goioxim,PR,7517,19806695.84
Goiás,GO,24439,68560873.95
Goiânia,GO,1430697,4139752279.71
Gongogi,BA,8082,19163745.99
Gonzaga,MG,6188,14775639.59
Gonçalves,MG,4391,12045377.99
Gonçalves Dias,MA,17579,35801850.39
Gouveia,MG,12048,26888982.13
Gouvelândia,GO,5499,22270281.17
Governador Archer,MA,10591,25471735.68
Governador Celso Ramos,SC,13944,52635387.84
Governador Dix-Sept Rosado,RN,13048,31728751.47
Governador Eugênio Barros,MA,16456,31685054.28
Governador Jorge Teixeira,RO,10127,23872657.71
Governador Lindenberg,ES,12284,32926373.53
Governador Mangabeira,BA,21267,43544150.24
Governador Newton Bello,MA,10011,16432695.51
Governador Nunes Freire,MA,25117,54601568.61
Governador Valadares,MG,278363,758794896.64
Gracho Cardoso,SE,5848,12871262.99
Grajaú,MA,67626,116963494.21
Gramado,RS,34605,226226529.74
Gramado Xavier,RS,4212,13059201.85
Gramado dos Loureiros,RS,2270,11885282.69
Grandes Rios,PR,6337,17152879.88
Granito,PE,7308,19540271.65
Granja,CE,53918,110765936.46
Granjeiro,CE,4494,17585137.57
Gravatal,SC,11231,26785048.88
Gravataí,RS,272257,658497510.0
Graça,CE,15294,38514895.73
Graça Aranha,MA,6142,12596941.44
Groaíras,CE,10847,28351701.07
Grossos,RN,10197,30624341.61
Grupiara,MG,1416,12781237.64
Grão Mogol,MG,15805,36432326.07
Grão Pará,SC,6478,20897175.24
Guabiju,RS,1612,10437323.27
Guabiruba,SC,21612,52897794.84
Guadalupe,PI,10338,25906905.55
Guaimbê,SP,5696,18590813.02
Guairaçá,PR,6531,20522808.5
Guaiçara,SP,11633,28250814.22
Guaiúba,CE,25841,49447531.71
Guajará,AM,15826,22442276.23
Guajará-Mirim,RO,46632,71533573.01
Guajeru,BA,8805,17240434.93
Guamaré,RN,14633,192278380.15
Guamiranga,PR,8484,24105453.93
Guanambi,BA,85797,159268609.66
Guanhães,MG,33562,72802902.7
Guapiara,SP,17879,41592308.77
Guapiaçu,SP,20037,54775206.08
Guapirama,PR,3950,16061227.42
Guaporema,PR,2290,11811700.31
Guaporé,RS,24509,70857947.08
Guapé,MG,14407,42133702.89
Guapó,GO,14441,33263874.91
Guarabira,PB,58162,92381947.46
Guaraci,PR,5434,19328188.93
Guaraci,SP,10778,43878326.59
Guaraciaba,MG,10532,19609663.69
Guaraciaba,SC,10374,29265919.43
Guaraciaba do Norte,CE,39151,75085752.17
Guaraciama,MG,4962,13193688.49
Guaramiranga,CE,3720,19166107.53
Guaramirim,SC,40878,113673093.03
Guarani,MG,9014,20994589.59
Guarani d'Oeste,SP,2020,11106548.22
Guarani das Missões,RS,8150,24605253.3
Guarani de Goiás,GO,4204,16512025.22
Guaraniaçu,PR,13998,40230359.9
Guarantã,SP,6651,19177700.87
Guarantã do Norte,MT,33929,69241907.23
Guaranésia,MG,19340,41028346.3
Guarapari,ES,119802,271504753.53
Guarapuava,PR,178126,371426641.55
Guaraqueçaba,PR,7966,26461619.53
Guararapes,SP,32346,80605743.82
Guararema,SP,28344,148120944.38
Guarará,MG,3963,13259900.32
Guaratinga,BA,22355,48207022.82
Guaratinguetá,SP,119073,269750685.77
Guaratuba,PR,35182,127914353.28
Guaraçaí,SP,8525,26204366.59
Guaraí,TO,25149,44971558.37
Guaraíta,GO,2268,10184583.23
Guarda-Mor,MG,6738,28813022.73
Guareí,SP,16867,40694525.22
Guariba,SP,38499,96308890.6
Guaribas,PI,4478,12651863.46
Guarinos,GO,2134,11468310.71
Guarujá,SP,311230,1103352908.5
Guarujá do Sul,SC,5097,16384613.35
Guarulhos,SP,1324781,3528705987.2
Guará,SP,20911,59271889.18
Guatambú,SC,4739,19454542.97
Guatapará,SP,7446,28552846.73
Guaxupé,MG,51911,99130587.14
Guaçuí,ES,30685,74512901.96
Guaíba,RS,99029,231719640.6
Guaíra,PR,32591,91018676.34
Guaíra,SP,39813,160873617.66
Guia Lopes da Laguna,MS,10136,25550061.2
Guidoval,MG,7327,15875785.9
Guimarânia,MG,7831,19619789.07
Guimarães,MA,11827,22477857.96
Guiratinga,MT,14496,36349952.73
Guiricema,MG,8773,17720484.08
Gurinhatã,MG,6047,25412767.37
Gurinhém,PB,14117,28433954.24
Gurjão,PB,3376,11956974.74
Gurupi,TO,83707,221445792.52
Guzolândia,SP,5103,16332567.52
Gália,SP,6894,20374510.22
Harmonia,RS,4595,23352546.63
Heitoraí,GO,3731,12672072.35
Heliodora,MG,6492,14641082.54
Heliópolis,BA,13762,28107475.73
Herculândia,SP,9278,22355479.35
Herval,RS,6975,23153840.89
Herval d'Oeste,SC,22204,51745528.5
Herveiras,RS,3063,12637763.17
Hidrolina,GO,3927,13643800.5
Hidrolândia,CE,20055,38960571.93
Hidrolândia,GO,19761,61965062.44
Holambra,SP,13375,65389519.36
Honório Serpa,PR,5769,20564009.86
Horizonte,CE,63365,181485051.63
Horizontina,RS,19232,86025334.58
Hortolândia,SP,215819,656660712.03
Hugo Napoleão,PI,3813,12483505.77
Hulha Negra,RS,6478,20667228.86
Humaitá,AM,51302,80114530.61
Humaitá,RS,5008,18193236.68
Humberto de Campos,MA,27976,60110173.51
Iacanga,SP,11066,39982554.87
Iaciara,GO,13423,26177078.09
Iacri,SP,6481,17700789.87
Iapu,MG,10870,20108191.9
Iaras,SP,7970,22920096.6
Iati,PE,19010,48228500.76
Iaçu,BA,26178,56095115.73
Ibaiti,PR,30678,38123735.97
Ibarama,RS,4518,15670215.55
Ibaretama,CE,13188,26379814.62
Ibateguara,AL,15803,38299346.22
Ibatiba,ES,25244,56828532.38
Ibaté,SP,33535,82232631.98
Ibema,PR,6352,17998515.35
Ibertioga,MG,5156,13793942.98
Ibiam,SC,1970,11643625.76
Ibiapina,CE,24649,43502548.57
Ibiara,PB,5974,14475355.17
Ibiassucê,BA,10502,20913702.73
Ibiaçá,RS,4848,21985968.97
Ibiaí,MG,8312,18037701.67
Ibicaraí,BA,24029,43613944.53
Ibicaré,SC,3313,14232080.12
Ibicoara,BA,19548,45231801.19
Ibicuitinga,CE,12130,26119247.26
Ibicuí,BA,16696,31439957.78
Ibimirim,PE,28604,56058200.78
Ibipeba,BA,18674,37456474.33
Ibipitanga,BA,15296,31502046.85
Ibiporã,PR,52330,167531344.87
Ibiquera,BA,5158,12307626.09
Ibiracatu,MG,6206,15757008.59
Ibiraci,MG,13305,39032541.41
Ibiraiaras,RS,7441,21973243.78
Ibirajuba,PE,7725,19857897.89
Ibirama,SC,18412,46174085.25
Ibirapitanga,BA,24180,57076602.65
Ibirapuitã,RS,4162,17536644.8
Ibirapuã,BA,8735,25994467.14
Ibirarema,SP,7376,25653118.76
Ibirataia,BA,17947,44433861.78
Ibiraçu,ES,12358,34173678.87
Ibirité,MG,173873,305607071.35
Ibirubá,RS,20242,66177748.35
Ibirá,SP,11861,36402340.67
Ibitiara,BA,16699,49294677.07
Ibitinga,SP,57649,120640562.16
Ibitirama,ES,9386,29165273.06
Ibititá,BA,18727,39123248.07
Ibitiúra de Minas,MG,3520,10978518.51
Ibituruna,MG,3000,11225665.22
Ibiá,MG,24784,55449981.76
Ibiúna,SP,76432,174990215.6
Ibotirama,BA,27655,91061194.39
Icapuí,CE,19418,76267628.86
Icaraí de Minas,MG,11633,19803967.29
Icaraíma,PR,8641,27538213.56
Icatu,MA,26452,47083273.15
Ichu,BA,6311,15178584.26
Iconha,ES,13788,41781934.19
Icém,SP,7997,30036615.01
Ielmo Marinho,RN,13400,33426439.99
Iepê,SP,8036,27675308.83
Igaci,AL,26041,60915760.03
Igaporã,BA,16225,41404798.92
Igaracy,PB,6191,15274369.73
Igarapava,SP,29727,93489094.98
Igarapé,MG,39774,79017671.52
Igarapé Grande,MA,11628,22271519.79
Igarapé do Meio,MA,13774,40491853.78
Igarapé-Açu,PA,37333,53829550.62
Igarapé-Miri,PA,60343,30480478.68
Igarassu,PE,112463,193584733.74
Igaratinga,MG,10286,26011112.86
Igaratá,SP,9349,38682561.35
Igaraçu do Tietê,SP,24451,57722627.15
Igrapiúna,BA,14395,36385672.0
Igreja Nova,AL,24575,49638813.12
Igrejinha,RS,34341,99802373.3
Iguaba Grande,RJ,25901,91495780.61
Iguape,SP,30390,95544358.6
Iguaracy,PE,12137,27431090.91
Iguaraçu,PR,4275,20549454.48
Iguatama,MG,8192,19147410.36
Iguatemi,MS,15637,43504726.41
Iguatu,CE,101386,207375911.02
Iguatu,PR,2302,12593272.36
Iguaí,BA,27787,49784140.81
Ijaci,MG,6348,22726312.59
Ijuí,RS,82833,304339594.55
Ilha Comprida,SP,10291,147802508.47
Ilha Grande,PI,9211,17993107.91
Ilha Solteira,SP,26344,108675916.22
Ilha das Flores,SE,8597,23123137.96
Ilha de Itamaracá,PE,24888,48769139.68
Ilhabela,SP,32197,487116718.16
Ilhota,SC,13493,34940712.12
Ilhéus,BA,180213,342797297.68
Ilicínea,MG,12217,24497735.09
Ilópolis,RS,4208,14320286.46
Imaculada,PB,11749,21502028.95
