Município,UF,População,Total Despesa
Manoel Emídio,PI,5263,14928843.56
Manoel Ribas,PR,13660,35509575.31
Manoel Urbano,AC,8641,17916213.2
Manoel Viana,RS,7359,19348748.52
Manoel Vitorino,BA,14488,37224093.74
Mansidão,BA,13761,27706685.3
Mantena,MG,28061,55658866.63
Mantenópolis,ES,15121,38740163.32
Maquiné,RS,7040,18819080.06
Mar Vermelho,AL,3622,15196470.21
Mara Rosa,GO,10414,21878395.92
Marabá,PA,262085,663712464.1
Marabá Paulista,SP,5435,18853702.76
Maracaju,MS,43078,147544701.57
Maracajá,SC,6963,20733927.25
Maracanaú,CE,221504,631300941.98
Maracaçumé,MA,20815,42556132.33
Maracaí,SP,13913,42485468.49
Maracás,BA,23751,49878369.73
Maragogi,AL,32171,77624190.71
Maragogipe,BA,46106,79972474.36
Maraial,PE,11711,26459296.58
Maranguape,CE,123570,196251136.3
Maranhãozinho,MA,15734,33740877.48
Marapoama,SP,2885,16605291.98
Marataízes,ES,37923,209512735.98
Maratá,RS,2659,17780230.23
Marau,RS,40174,112772891.83
Maravilha,SC,24345,68853359.03
Maravilhas,MG,7744,18871023.73
Maraã,AM,18423,35458943.71
Maraú,BA,21175,49690455.17
Marcação,PB,8361,17238020.57
Marcelino Ramos,RS,5027,17895857.81
Marcelino Vieira,RN,8499,15338215.42
Marcelândia,MT,10861,34355373.67
Marcionílio Souza,BA,10951,25961938.75
Marco,CE,26484,54680881.73
Marcolândia,PI,8249,19074504.08
Marcos Parente,PI,4481,9152830.38
Marechal Cândido Rondon,PR,50808,165666596.16
Marechal Deodoro,AL,51132,192061301.07
Marechal Floriano,ES,16127,48503654.26
Marechal Thaumaturgo,AC,16895,41148817.44
Marema,SC,1999,12856693.57
Mari,PB,21755,38153943.25
Maria Helena,PR,5982,20702679.54
Maria da Fé,MG,14518,26806253.63
Marialva,PR,34388,97959202.29
Mariana,MG,58802,286948473.58
Mariana Pimentel,RS,3920,14736754.06
Mariano Moro,RS,2211,12870662.07
Marianópolis do Tocantins,TO,4896,14285758.63
Maribondo,AL,13665,32453009.14
Maricá,RJ,146549,674621103.61
Marilac,MG,4275,17908722.81
Marilena,PR,7134,21780939.55
Mariluz,PR,10541,33997049.6
Marilândia,ES,12353,32269128.98
Marilândia do Sul,PR,9078,26709299.52
Maringá,PR,397437,1220548044.88
Marinópolis,SP,2150,12358279.46
Maripá,PR,5793,27721747.93
Maripá de Minas,MG,2950,12323576.48
Marituba,PA,122916,213933851.14
Marizópolis,PB,6522,17008957.06
Mariápolis,SP,4072,12240797.43
Mariópolis,PR,6585,25767523.26
Marliéria,MG,4127,15057356.31
Marmeleiro,PR,14470,45846098.49
Marmelópolis,MG,2938,9858965.06
Marques de Souza,RS,4167,15673363.56
Marquinho,PR,4871,19090266.79
Martinho Campos,MG,13314,32770895.81
Martins,RN,8706,17741810.15
Martins Soares,MG,7968,14756438.1
Martinópole,CE,10895,25719281.0
Martinópolis,SP,25805,67627337.6
Maruim,SE,17151,51476355.7
Marumbi,PR,4755,17219787.83
Marzagão,GO,2198,9516490.16
Marília,SP,232006,785061245.61
Mascote,BA,14877,31051372.34
Massapê,CE,37560,64594156.54
Massapê do Piauí,PI,6323,14444456.41
Massaranduba,PB,13654,27214629.18
Massaranduba,SC,16024,45385853.18
Mata,RS,5159,14814561.84
Mata Grande,AL,25590,57549184.51
Mata Verde,MG,8425,15499050.37
Mata de São João,BA,45813,174262744.88
Mataraca,PB,8219,26418480.91
Mateiros,TO,2524,11873053.3
Matelândia,PR,17340,62301190.94
Materlândia,MG,4645,14839166.94
Mateus Leme,MG,30155,57222040.73
Mathias Lobato,MG,3373,13273482.43
Matias Barbosa,MG,14285,40338992.49
Matias Cardoso,MG,10822,26657049.86
Matias Olímpio,PI,10718,23350573.63
Matina,BA,12314,24686471.06
Matinha,MA,22822,38521093.32
Matinhas,PB,4497,11871116.9
Matinhos,PR,32591,119046049.31
Matipó,MG,18713,33195819.75
Mato Castelhano,RS,2567,11893263.08
Mato Grosso,PB,2869,10317853.88
Mato Leitão,RS,4201,22698011.17
Mato Queimado,RS,1798,13907231.35
Mato Rico,PR,3668,18481858.51
Mato Verde,MG,12895,30163732.16
Matos Costa,SC,2690,13920540.97
Matozinhos,MG,36719,69950344.8
Matrinchã,GO,4500,16718244.93
Matriz de Camaragibe,AL,25008,55150715.67
Matupá,MT,15433,46902165.63
Maturéia,PB,6441,18200172.19
Matutina,MG,3851,11353932.09
Matão,SP,81439,229216432.6
Matões,MA,32988,65676259.36
Matões do Norte,MA,16169,33126789.37
Maurilândia,GO,12956,26598515.31
Maurilândia do Tocantins,TO,3362,13251931.33
Mauriti,CE,46113,93004478.86
Mauá,SP,453286,1022543400.85
Mauá da Serra,PR,9705,25877305.84
Maués,AM,59983,115621236.75
Maxaranguape,RN,11831,25816668.11
Maximiliano de Almeida,RS,4867,16377047.35
Maçambará,RS,4824,20205204.94
Medeiros,MG,3707,15610725.17
Medeiros Neto,BA,23478,47433191.09
Medianeira,PR,44885,131293035.13
Medicilândia,PA,29887,52895916.66
Medina,MG,21459,34406584.8
Meleiro,SC,7066,24344907.45
Mendes,RJ,18099,50489140.54
Mendes Pimentel,MG,6549,15790165.29
Mendonça,SP,5161,24228140.51
Mercedes,PR,5398,31175152.84
Mercês,MG,10813,26033199.33
Meridiano,SP,3912,21867041.25
Meruoca,CE,14674,30972980.5
Mesquita,MG,5993,14852624.82
Messias,AL,17576,44381004.0
Messias Targino,RN,4530,11896001.68
Mesópolis,SP,1931,13349244.45
Miguel Alves,PI,33075,90558869.61
Miguel Calmon,BA,27536,41309380.45
Miguel Leão,PI,1235,8109492.73
Miguel Pereira,RJ,24842,83882321.69
Miguelópolis,SP,21728,74085436.75
Milagres,BA,11659,24721174.96
Milagres,CE,28354,54256464.47
Milagres do Maranhão,MA,8284,17214055.08
Milhã,CE,13170,34642317.46
Milton Brandão,PI,6517,16310600.67
Mimoso de Goiás,GO,2715,13928772.2
Mimoso do Sul,ES,27349,64512778.81
Minador do Negrão,AL,5425,18562668.83
Minas Novas,MG,31915,47041938.93
Minas do Leão,RS,8011,24285369.03
Minaçu,GO,31031,102349858.73
Minduri,MG,3964,14763160.88
Mineiros,GO,60464,203626420.18
Mineiros do Tietê,SP,12700,31039857.17
Ministro Andreazza,RO,10823,23021397.8
Mira Estrela,SP,3007,18140800.11
Mirabela,MG,13643,29165225.25
Miracatu,SP,20533,65404654.75
Miracema,RJ,26665,87362101.34
Miracema do Tocantins,TO,19634,52784748.47
Mirador,MA,20596,82929966.25
Mirador,PR,2334,12044780.87
Miradouro,MG,10759,23199110.99
Miraguaí,RS,4982,14415259.96
Miranda,MS,27104,63299879.39
Miranda do Norte,MA,27507,84816846.45
Mirandiba,PE,15098,33442598.16
Mirandópolis,SP,29043,72884291.84
Mirangaba,BA,18039,38645148.74
Miranorte,TO,13298,29784642.98
Mirante,BA,9902,19686455.33
Mirante da Serra,RO,12360,20819564.91
Mirante do Paranapanema,SP,17979,52698541.66
Miraselva,PR,1885,11682147.45
Mirassol,SP,57857,139725225.06
Mirassol d'Oeste,MT,26369,52286755.78
Mirassolândia,SP,4668,14698646.58
Miravânia,MG,4832,14207215.0
Miraí,MG,14753,26114769.64
Miraíma,CE,13428,29579008.95
Mirim Doce,SC,2424,12749765.43
Mirinzal,MA,14632,33056300.56
Missal,PR,10847,52990487.58
Missão Velha,CE,35240,66956956.5
Mocajuba,PA,29398,53017093.34
Mococa,SP,68797,166406416.74
Modelo,SC,4169,18237783.05
Moeda,MG,4922,13389244.89
Moema,MG,7448,18280647.67
Mogeiro,PB,13317,28726651.92
Mogi Guaçu,SP,147233,449348143.83
Mogi Mirim,SP,91483,325581515.05
Mogi das Cruzes,SP,424633,1386255773.02
Moiporá,GO,1704,10428171.78
Moita Bonita,SE,11395,23546898.65
Moju,PA,77385,141822795.61
Mojuí dos Campos,PA,15446,35016028.76
Mombaça,CE,43619,71350058.06
Mombuca,SP,3441,17577855.5
Mondaí,SC,11189,33585361.55
Mongaguá,SP,52492,198744876.98
Monjolos,MG,2352,12361105.12
Monsenhor Gil,PI,10410,23376659.07
Monsenhor Hipólito,PI,7586,18038826.51
Monsenhor Paulo,MG,8628,20132040.69
Monsenhor Tabosa,CE,17012,42458233.24
Montadas,PB,5528,16537720.62
Montalvânia,MG,15779,33877581.22
Montanha,ES,19224,50379310.81
Montanhas,RN,11572,24244050.31
Montauri,RS,1556,11472961.34
Monte Alegre,PA,56312,115556150.34
Monte Alegre,RN,22155,49017317.97
Monte Alegre de Goiás,GO,8319,16231717.88
Monte Alegre de Minas,MG,20856,62532223.09
Monte Alegre de Sergipe,SE,14853,28294867.75
Monte Alegre do Piauí,PI,10444,25602873.53
Monte Alegre do Sul,SP,7736,33468194.54
Monte Alegre dos Campos,RS,3236,16623728.86
Monte Alto,SP,49456,128380903.64
Monte Aprazível,SP,23857,55237260.16
Monte Azul,MG,21990,34343093.47
Monte Azul Paulista,SP,19304,54611044.49
Monte Belo,MG,13444,25689026.79
Monte Belo do Sul,RS,2704,14566987.35
Monte Carlo,SC,9695,25693505.06
Monte Carmelo,MG,47937,95210583.79
Monte Castelo,SC,8475,25684322.54
Monte Castelo,SP,4188,17959809.41
Monte Formoso,MG,4897,13458258.59
Monte Horebe,PB,4759,11835635.15
Monte Mor,SP,55409,186787548.49
Monte Negro,RO,15873,36350286.42
Monte Santo,BA,54733,98447685.8
Monte Santo de Minas,MG,21915,40434851.71
Monte Santo do Tocantins,TO,2231,10896835.25
Monte Sião,MG,23022,55506606.49
Monte das Gameleiras,RN,2219,11012743.73
Monte do Carmo,TO,7535,15600927.64
Monteiro,PB,32774,69526876.16
Monteiro Lobato,SP,4467,16567581.65
Montenegro,RS,63216,203870718.12
Montes Claros,MG,394350,639118561.97
Montes Claros de Goiás,GO,8224,28185743.71
Montezuma,MG,8041,15244222.23
Montividiu,GO,12101,53128254.3
Montividiu do Norte,GO,4387,15427070.61
Monções,SP,2235,18295496.67
Morada Nova,CE,61903,122989408.26
Morada Nova de Minas,MG,8764,33085838.51
Moraújo,CE,8520,19330990.59
Moreilândia,PE,11242,33296793.08
Moreira Sales,PR,12709,29302755.15
Moreno,PE,61016,83871194.12
Mormaço,RS,2948,12988579.63
Morpará,BA,8967,18611378.32
Morretes,PR,16435,40210622.49
Morrinhos,CE,21905,42709365.32
Morrinhos,GO,44607,105856013.08
Morrinhos do Sul,RS,3193,12912532.31
Morro Agudo,SP,31620,110624067.48
Morro Agudo de Goiás,GO,2369,12537808.62
Morro Cabeça no Tempo,PI,4073,12629007.71
Morro Grande,SC,2921,16962438.03
Morro Redondo,RS,6529,16501987.31
Morro Reuter,RS,6100,18262565.38
Morro da Fumaça,SC,17213,50612240.54
Morro da Garça,MG,2630,12624553.57
Morro do Chapéu,BA,36717,67481821.67
Morro do Chapéu do Piauí,PI,6657,16055592.39
Morro do Pilar,MG,3378,10391534.13
Morros,MA,18938,38216076.14
Mortugaba,BA,12477,22636932.56
Morungaba,SP,12934,44061815.88
Mossoró,RN,288162,549882192.53
Mossâmedes,GO,4817,17537294.77
Mostardas,RS,12720,36053928.85
Motuca,SP,4607,17247612.69
Mozarlândia,GO,14752,52265730.9
Mucajaí,RR,16380,26963847.02
Mucambo,CE,14357,37870413.28
Mucugê,BA,10244,35523161.83
Mucuri,BA,41068,112125265.34
Mucurici,ES,5885,23843844.08
Muitos Capões,RS,3137,18207101.52
Muliterno,RS,1894,11020920.39
Mulungu,CE,12526,21745184.38
Mulungu do Morro,BA,12200,30870542.91
Mundo Novo,BA,27165,43492545.41
Mundo Novo,GO,5914,21303372.38
Mundo Novo,MS,17884,56491062.69
Munhoz,MG,6304,14051069.97
Munhoz de Melo,PR,3909,17434429.5
Muniz Ferreira,BA,7893,14605424.45
Muniz Freire,ES,18909,53815743.6
Muqui,ES,15626,34383061.01
Muquém de São Francisco,BA,11495,31009786.4
Muriaé,MG,107263,236111844.92
Muribeca,SE,7642,18586937.24
Murici,AL,28335,74451534.9
Murici dos Portelas,PI,8903,18607969.66
Muricilândia,TO,3433,9983624.75
Muritiba,BA,30743,50697186.76
Murutinga do Sul,SP,4415,18636088.36
Mutum,MG,27494,43965587.67
Mutunópolis,GO,3917,15077865.89
Mutuípe,BA,22833,36867435.56
Muçum,RS,4989,16514665.97
Mário Campos,MG,14624,28423205.15
Mâncio Lima,AC,17173,37041649.26
Mãe d'Água,PB,4026,12868902.14
Mãe do Rio,PA,28959,58974926.54
Nacip Raydan,MG,3266,13262297.43
Nantes,SP,2979,15770940.91
Nanuque,MG,41829,81500608.32
Naque,MG,6824,14975718.22
Narandiba,SP,4657,26759618.85
Natal,RN,869954,2109019851.43
Natalândia,MG,3379,13005698.07
Natividade,RJ,15013,63607088.36
Natividade,TO,9291,17017135.33
Natividade da Serra,SP,6786,23690151.64
Natuba,PB,10450,22392707.86
Natércia,MG,4812,12932875.11
Navegantes,SC,72772,240297747.82
Naviraí,MS,51535,161304477.41
Nazarezinho,PB,7318,15423364.99
Nazaré,BA,29406,41827753.65
Nazaré,TO,4177,12194978.79
Nazaré Paulista,SP,17794,48289362.93
Nazaré da Mata,PE,32064,59235145.11
Nazaré do Piauí,PI,7261,16129198.94
Nazária,PI,8366,19901941.72
Nazário,GO,8641,20448347.01
Nepomuceno,MG,26897,43176878.83
Nerópolis,GO,27341,98730681.72
Neves Paulista,SP,9008,25983381.86
Neópolis,SE,18958,40577192.92
Nhamundá,AM,20358,34474431.41
Nhandeara,SP,11303,30301925.03
Nicolau Vergueiro,RS,1757,11189603.58
Nilo Peçanha,BA,14188,37436749.48
Nilópolis,RJ,158309,300960941.69
Ninheira,MG,10301,21156987.72
Nioaque,MS,14233,38914515.01
Nipoã,SP,4835,15258624.88
Niquelândia,GO,45243,116821558.83
Niterói,RJ,496696,2312265113.65
Nobres,MT,14959,48181542.93
Nonoai,RS,12295,35133955.53
Nordestina,BA,13321,34299200.42
Normandia,RR,10148,21565730.64
Nortelândia,MT,6048,23338976.24
Nossa Senhora Aparecida,SE,8830,18850433.73
Nossa Senhora da Glória,SE,35726,66240123.15
Nossa Senhora das Dores,SE,26240,53888332.29
Nossa Senhora das Graças,PR,4064,13821308.46
Nossa Senhora de Lourdes,SE,6494,13709627.34
Nossa Senhora de Nazaré,PI,4747,13927126.32
Nossa Senhora do Livramento,MT,11393,31137714.12
Nossa Senhora do Socorro,SE,177344,250063395.82
Nossa Senhora dos Remédios,PI,8491,25165897.91
Nova Aliança,SP,6555,21776401.57
Nova Aliança do Ivaí,PR,1518,12006369.65
Nova Alvorada,RS,3431,17303364.17
Nova Alvorada do Sul,MS,19656,71098017.25
Nova América,GO,2358,12251825.43
Nova América da Colina,PR,3553,16228877.32
Nova Andradina,MS,50893,148161400.02
Nova Araçá,RS,4385,19398220.72
Nova Aurora,GO,2181,10075301.6
Nova Aurora,PR,11537,39161054.62
Nova Bandeirantes,MT,13729,32249144.31
Nova Bassano,RS,9478,34249254.64
Nova Belém,MG,3559,13605117.91
Nova Boa Vista,RS,1953,14851939.96
Nova Brasilândia,MT,4029,16062529.73
Nova Brasilândia D'Oeste,RO,21592,36965524.99
Nova Bréscia,RS,3329,17748606.04
Nova Campina,SP,9307,25179620.03
Nova Canaã,BA,17082,29593930.78
Nova Canaã Paulista,SP,2032,11671754.53
Nova Canaã do Norte,MT,12365,35633849.84
Nova Candelária,RS,2814,15647708.29
Nova Cantu,PR,6650,20539889.58
Nova Castilho,SP,1217,12484420.16
Nova Colinas,MA,5243,14427658.02
Nova Crixás,GO,12653,49199923.5
Nova Cruz,RN,37395,63792499.91
Nova Era,MG,17998,37175341.09
Nova Erechim,SC,4729,17930835.93
Nova Esperança,PR,27886,67485298.27
Nova Esperança do Piriá,PA,20663,44518290.04
Nova Esperança do Sudoeste,PR,5206,19281592.84
Nova Esperança do Sul,RS,5048,14910577.35
Nova Europa,SP,10439,31398232.58
Nova Floresta,PB,10650,17679151.25
Nova Friburgo,RJ,184786,425491953.4
Nova Fátima,BA,8125,15700951.86
Nova Fátima,PR,8359,20080450.28
Nova Glória,GO,8575,15388070.23
Nova Granada,SP,20717,42012466.26
Nova Guarita,MT,4590,15617049.26
Nova Guataporanga,SP,2288,12396009.64
Nova Hartz,RS,20035,54263853.6
Nova Iguaçu,RJ,807492,1433854351.38
Nova Iguaçu de Goiás,GO,2944,11154089.89
Nova Independência,SP,3588,22205214.89
Nova Iorque,MA,4592,11319155.38
Nova Ipixuna,PA,15836,33625476.89
Nova Itaberaba,SC,4339,17595778.1
Nova Itarana,BA,8312,17998203.02
Nova Lacerda,MT,6052,25123875.76
Nova Laranjeiras,PR,11968,32684864.43
Nova Lima,MG,89900,495364782.28
Nova Londrina,PR,13470,37092620.06
Nova Luzitânia,SP,3843,14284008.55
Nova Mamoré,RO,27600,49885231.37
Nova Marilândia,MT,3107,18267777.49
Nova Maringá,MT,7764,24217227.7
Nova Monte Verde,MT,8640,23067909.04
Nova Mutum,MT,39712,155171983.79
Nova Módica,MG,3792,12125570.84
Nova Nazaré,MT,3491,18488693.46
Nova Odessa,SP,56764,161489098.14
Nova Olinda,CE,15181,32914934.43
Nova Olinda,PB,5999,15336782.07
Nova Olinda,TO,11513,25631791.33
Nova Olinda do Norte,AM,35156,52476815.27
Nova Olímpia,MT,18965,43476679.53
Nova Olímpia,PR,5782,18734261.53
Nova Palma,RS,6588,22883557.66
Nova Palmeira,PB,4784,15015792.95
Nova Petrópolis,RS,20416,60679654.23
Nova Ponte,MG,14484,55993495.06
Nova Porteirinha,MG,7636,15851386.11
Nova Prata,RS,25057,76300558.4
Nova Prata do Iguaçu,PR,10722,41416235.39
Nova Pádua,RS,2557,12918147.53
Nova Ramada,RS,2440,14097928.67
Nova Redenção,BA,9470,16265240.91
Nova Resende,MG,16429,34459969.12
Nova Roma,GO,3470,21862759.0
Nova Roma do Sul,RS,3564,20424502.06
Nova Rosalândia,TO,4113,11326667.2
Nova Russas,CE,31870,55502799.5
Nova Santa Bárbara,PR,4163,13032349.55
Nova Santa Helena,MT,3566,16305309.05
Nova Santa Rita,PI,4286,12295976.72
Nova Santa Rita,RS,25700,88566702.79
Nova Santa Rosa,PR,8092,30100294.66
Nova Serrana,MG,89859,162795751.48
Nova Soure,BA,25854,50209877.22
Nova Tebas,PR,6792,23268370.37
Nova Trento,SC,13621,40821570.13
Nova Ubiratã,MT,10801,50641995.1
Nova União,MG,5779,12837378.94
Nova União,RO,7824,19668360.61
Nova Veneza,GO,9105,21077425.64
Nova Veneza,SC,14470,39494631.59
Nova Venécia,ES,50294,113690161.59
Nova Viçosa,BA,43216,81050918.66
Nova Xavantina,MT,20399,43477608.94
Novais,SP,5313,18058204.82
Novo Acordo,TO,4158,12419946.35
Novo Airão,AM,17671,30380407.45
Novo Alegre,TO,2351,8917035.68
Novo Aripuanã,AM,24315,37639766.74
Novo Barreiro,RS,4160,15447876.81
Novo Brasil,GO,3341,13525908.15
Novo Cabrais,RS,4087,13713116.87
Novo Cruzeiro,MG,31803,55309400.0
Novo Gama,GO,106677,103094103.79
Novo Hamburgo,RS,248694,833036360.73
Novo Horizonte,BA,12238,21630067.54
Novo Horizonte,SC,2606,12319120.46
Novo Horizonte,SP,39543,104513022.24
Novo Horizonte do Norte,MT,3845,15442999.4
Novo Horizonte do Oeste,RO,10276,22580781.32
Novo Horizonte do Sul,MS,4306,20612544.9
Novo Itacolomi,PR,2907,15513899.33
Novo Lino,AL,12643,41033024.96
Novo Machado,RS,3828,13931396.75
Novo Mundo,MT,8364,26522771.97
Novo Oriente,CE,28220,54491454.23
Novo Oriente de Minas,MG,10807,20229784.12
Novo Oriente do Piauí,PI,6483,18690305.41
Novo Planalto,GO,4298,14978639.91
Novo Progresso,PA,25135,63191058.3
Novo Repartimento,PA,70835,138050195.15
Novo Santo Antônio,MT,2369,15642296.38
Novo São Joaquim,MT,5323,34932820.23
Novo Tiradentes,RS,2320,12835195.42
Novo Triunfo,BA,15993,2944023.04
Novo Xingu,RS,1795,11139304.72
Novorizonte,MG,5255,14966207.5
Nuporanga,SP,7255,30633699.35
Não-Me-Toque,RS,16997,68277223.25
Nísia Floresta,RN,26606,54225119.49
Ocara,CE,25123,47482576.02
Ocauçu,SP,4302,17327619.46
Oeiras,PI,36329,58549429.32
Olaria,MG,1913,10910647.82
Olho D'Água do Piauí,PI,2400,9149189.37
Olho d'Água,PB,6646,11285791.3
Olho d'Água Grande,AL,5178,18545206.82
Olho d'Água das Cunhãs,MA,19080,48123772.22
Olho d'Água das Flores,AL,21641,53824550.49
Olho-d'Água do Borges,RN,4370,14938333.99
Olhos-d'Água,MG,5808,15765628.7
Olinda,PE,389494,570149045.76
Olinda Nova do Maranhão,MA,14299,32849609.2
Olindina,BA,26817,48975128.9
Olivedos,PB,3880,12071097.3
Oliveira,MG,41562,85697537.41
Oliveira Fortes,MG,2182,9118734.47
Oliveira de Fátima,TO,1098,9554784.22
Oliveira dos Brejinhos,BA,22774,47157041.12
Olivença,AL,11688,28577727.7
Olímpia,SP,53360,195689001.91
Olímpio Noronha,MG,2722,12259868.28
Onda Verde,SP,4209,21036096.42
Onça de Pitangui,MG,3179,11059144.59
Oratórios,MG,4686,14421956.7
Oriente,SP,6421,16471939.57
Orindiúva,SP,6493,28224890.6
Oriximiná,PA,69024,189300497.34
Orizona,GO,15254,38590906.65
Orizânia,MG,7831,16300410.13
Orleans,SC,22449,61976753.6
Orlândia,SP,42678,134369703.91
Orobó,PE,23663,52795171.25
Orocó,PE,14445,36252132.56
Ortigueira,PR,23418,99927392.46
Orós,CE,21394,43393281.1
Osasco,SP,694844,2040170894.06
Oscar Bressane,SP,2615,13262942.62
Osvaldo Cruz,SP,32475,72447532.5
Osório,RS,43897,165768848.71
Otacílio Costa,SC,17835,60908995.1
Ouricuri,PE,67676,103735041.95
Ourilândia do Norte,PA,30776,79701300.18
Ourinhos,SP,110282,327552593.28
Ourizona,PR,3488,15573250.63
Ouriçangas,BA,8839,19823487.91
Ouro,SC,7399,21306644.04
Ouro Branco,AL,11537,32175325.55
Ouro Branco,MG,38249,103360674.87
Ouro Branco,RN,4871,13373692.25
Ouro Fino,MG,33390,65646248.45
Ouro Preto,MG,74036,306963019.98
Ouro Preto do Oeste,RO,39924,75719801.51
Ouro Velho,PB,3023,10914519.18
Ouro Verde,SC,2263,12670975.51
Ouro Verde,SP,8330,22483024.99
Ouro Verde de Goiás,GO,4016,16496308.25
Ouro Verde de Minas,MG,6128,14073035.13
Ouro Verde do Oeste,PR,5976,20630692.7
Ouroeste,SP,9564,59828496.41
Ourolândia,BA,17775,39105178.01
Ourém,PA,17114,35343373.2
Ouvidor,GO,6142,41737843.32
Pacaembu,SP,13961,36032571.86
Pacajus,CE,68800,118892130.07
Pacajá,PA,44778,22476067.65
Pacaraima,RR,11908,21783272.69
Pacatuba,CE,80378,114284319.02
Pacatuba,SE,14164,49817532.4
Pacoti,CE,11910,27525298.58
Pacujá,CE,6168,21406674.87
Padre Bernardo,GO,31129,66758695.94
Padre Carvalho,MG,6250,16357024.63
Padre Marcos,PI,6748,14290030.9
Padre Paraíso,MG,19971,35895044.09
Paes Landim,PI,4071,15098624.1
Pai Pedro,MG,6162,16744273.71
Paial,SC,1637,12862617.4
Paim Filho,RS,4221,15094132.05
Paineiras,MG,4677,16928659.94
Painel,SC,2381,11033204.21
Pains,MG,8351,29853342.07
Paiva,MG,1583,9324323.81
Paiçandu,PR,39291,72274362.28
Pajeú do Piauí,PI,3308,11762331.5
Palestina,AL,5004,18394731.11
Palestina,SP,12231,37349269.72
Palhano,CE,9209,21052724.46
Palhoça,SC,157833,433761148.05
Palma,MG,6746,14496012.76
Palma Sola,SC,7652,23752445.85
Palmares,PE,62300,119863528.8
Palmares Paulista,SP,12336,25637119.92
Palmares do Sul,RS,11413,38845431.63
Palmas,PR,47674,97238621.26
Palmas,TO,272726,921905021.68
Palmas de Monte Alto,BA,22416,39163973.39
Palmeira,PR,33753,92579274.17
Palmeira,SC,2537,13209802.86
Palmeira d'Oeste,SP,9596,24868473.64
Palmeira das Missões,RS,34974,89529653.28
Palmeira do Piauí,PI,4980,12297566.55
Palmeira dos Índios,AL,73878,166952761.65
Palmeirais,PI,14206,44816382.52
Palmeirante,TO,5651,14762296.03
Palmeiras,BA,9130,19534387.37
Palmeiras de Goiás,GO,26393,76477630.47
Palmeiras do Tocantins,TO,6362,13206550.07
Palmeirina,PE,7969,24945585.47
Palmeirândia,MA,19288,32457841.28
Palmeirópolis,TO,7645,20503833.32
Palmelo,GO,2416,11259550.47
Palminópolis,GO,3661,16033874.71
Palmital,PR,14477,41326116.36
Palmital,SP,22094,75325053.08
Palmitinho,RS,7170,22390792.8
Palmitos,SC,16262,41609860.5
Palmácia,CE,12895,22294340.39
Palmópolis,MG,6405,14598925.09
Palotina,PR,30859,106306234.36
Panambi,RS,41148,119386880.74
Panamá,GO,2722,13855354.43
Pancas,ES,23418,45507355.81
Panelas,PE,26464,68143149.93
Panorama,SP,15458,38247329.83
Pantano Grande,RS,9932,28895977.25
Papagaios,MG,15274,29109918.46
Papanduva,SC,18793,45377975.31
Paquetá,PI,3900,11715487.85
Paracambi,RJ,49521,113165660.09
Paracatu,MG,91027,228074234.66
Paracuru,CE,33426,81290455.12
Paragominas,PA,107010,296429726.49
Paraguaçu,MG,21384,44319274.43
Paraguaçu Paulista,SP,44794,123026101.16
Paraibano,MA,20892,32752689.89
Paraibuna,SP,18125,56306127.26
Paraipaba,CE,31986,64896413.14
Paraisópolis,MG,20710,42621745.76
Parambu,CE,31293,70899622.85
Paramirim,BA,22077,46211620.12
Paramoti,CE,11549,24927264.46
Paranacity,PR,11069,30783159.34
Paranaguá,PR,150660,393542224.29
Paranapanema,SP,19357,69058021.12
Paranapoema,PR,3050,13592826.3
Paranapuã,SP,4018,14825661.46
Paranatama,PE,11357,33603998.0
Paranatinga,MT,21014,58037488.76
Paranavaí,PR,86773,203449577.66
Paranaíba,MS,41495,123927209.88
Paranaíta,MT,10844,48601143.6
Paranhos,MS,13494,41408213.61
Paraná,RN,4222,12458758.03
Paranã,TO,10573,27289169.58
Paraopeba,MG,24110,53695948.72
Parapuã,SP,11098,26466402.6
Parari,PB,1795,10278950.9
Paratinga,BA,32636,63815114.73
Paraty,RJ,40478,187979485.32
Parauapebas,PA,189921,928906894.8
Parazinho,RN,5173,20730777.04
Paraí,RS,7309,24744688.79
Paraíba do Sul,RJ,42356,103040316.38
Paraíso,SC,3763,13923592.34
Paraíso,SP,6290,25167915.62
Paraíso das Águas,MS,5150,33503099.7
Paraíso do Norte,PR,13011,30170123.91
Paraíso do Sul,RS,7648,18359674.17
Paraíso do Tocantins,TO,49076,80108346.41
Paraú,RN,3891,13098437.61
Paraúna,GO,11199,48468150.52
Pardinho,SP,6122,31014312.79
Pareci Novo,RS,3725,19088215.78
Parecis,RO,5697,16366145.19
Parelhas,RN,21483,36613260.3
Pariconha,AL,10601,25502758.74
Paripiranga,BA,29878,48201408.66
Paripueira,AL,12887,37657451.06
Pariquera-Açu,SP,19391,37549004.16
Parisi,SP,2134,13480292.4
Parnaguá,PI,10561,27445628.02
Parnamirim,PE,21193,52118821.12
Parnamirim,RN,242384,437086683.26
Parnarama,MA,34146,65560231.29
Parnaíba,PI,149803,293088319.93
Parobé,RS,55486,117302126.97
Pará de Minas,MG,91158,199222412.76
Passa Quatro,MG,16353,38790504.35
Passa Sete,RS,5491,19408175.84
Passa Tempo,MG,8349,20074763.0
Passa e Fica,RN,12655,27183851.7
Passa-Vinte,MG,2112,10460653.62
Passabém,MG,1753,9792076.48
Passagem,PB,2383,11444355.72
Passagem,RN,3075,12327202.33
Passagem Franca,MA,18549,40532199.08
Passagem Franca do Piauí,PI,4482,14021841.33
