Município,UF,População,Total Despesa
Divinópolis,MG,228643,439741043.71
Divinópolis de Goiás,GO,5032,14412493.0
Divinópolis do Tocantins,TO,6729,14504424.09
Divisa Alegre,MG,6398,16502215.3
Divisa Nova,MG,6011,14052611.67
Divisópolis,MG,10027,17439925.51
Dobrada,SP,8513,18848623.54
Dois Córregos,SP,26324,65753703.17
Dois Irmãos,RS,29862,66184371.29
Dois Irmãos das Missões,RS,2183,12381249.04
Dois Irmãos do Buriti,MS,10880,17863742.39
Dois Irmãos do Tocantins,TO,7311,12478361.26
Dois Lajeados,RS,3410,12512770.76
Dois Riachos,AL,11229,24636897.07
Dois Vizinhos,PR,38768,80117764.71
Dolcinópolis,SP,2145,12995706.88
Dom Aquino,MT,8066,18404979.02
Dom Basílio,BA,12441,25813284.77
Dom Bosco,MG,3857,10243393.84
Dom Cavati,MG,5288,12397908.13
Dom Eliseu,PA,55513,93846768.46
Dom Expedito Lopes,PI,6735,11854176.57
Dom Feliciano,RS,15103,34549969.81
Dom Inocêncio,PI,9376,19420524.08
Dom Joaquim,MG,4624,27908099.1
Dom Macedo Costa,BA,4140,11235393.98
Dom Pedrito,RS,39920,76560540.36
Dom Pedro,MA,22863,42740489.82
Dom Pedro de Alcântara,RS,2621,9789975.69
Dom Silvério,MG,5346,12133464.16
Dom Viçoso,MG,3074,9429866.32
Domingos Martins,ES,34239,95749525.38
Domingos Mourão,PI,4291,10739768.06
Dona Emma,SC,3955,12328504.04
Dona Eusébia,MG,6386,14361455.75
Dona Francisca,RS,3397,13698151.29
Dona Inês,PB,10495,22609028.1
Dores de Campos,MG,9882,15226631.92
Dores de Guanhães,MG,5335,17733506.4
Dores do Indaiá,MG,14014,26695910.94
Dores do Rio Preto,ES,6859,19741741.61
Dores do Turvo,MG,4495,11187425.96
Doresópolis,MG,1512,11529793.96
Dormentes,PE,18126,39418822.23
Douradina,PR,8120,17657564.81
Dourado,SP,8890,23226995.38
Douradoquara,MG,1915,11377432.01
Dourados,MS,210218,596452482.48
Doutor Camargo,PR,6036,14426937.15
Doutor Maurício Cardoso,RS,5249,18768861.03
Doutor Pedrinho,SC,3883,12738711.92
Doutor Ricardo,RS,2079,10435308.06
Doutor Severiano,RN,7181,16656302.25
Doutor Ulysses,PR,5822,13506897.52
Doverlândia,GO,7890,20314357.23
Dracena,SP,45600,99700810.73
Duartina,SP,12576,31467266.07
Duas Barras,RJ,11096,44439087.36
Duas Estradas,PB,3631,11587899.45
Dueré,TO,4720,11541988.53
Dumont,SP,9028,23061504.52
Duque Bacelar,MA,11015,30368089.12
Duque de Caxias,RJ,878402,2028833185.68
Durandé,MG,7783,13975556.61
Dário Meira,BA,12190,21465226.05
Echaporã,SP,6352,20117266.4
Ecoporanga,ES,24299,55597418.01
Edealina,GO,3816,18583168.67
Edéia,GO,11952,30959807.74
Eirunepé,AM,33580,48569087.22
Eldorado,MS,12079,30343335.2
Eldorado,SP,15289,41335040.36
Eldorado do Sul,RS,37366,90699891.79
Elesbão Veloso,PI,14462,21745614.53
Elias Fausto,SP,16926,52097723.68
Eliseu Martins,PI,4791,10922296.33
Elisiário,SP,3406,16982950.65
Elísio Medrado,BA,8420,16232900.92
Emas,PB,3463,11005947.75
Embaúba,SP,2484,20451449.91
Embu das Artes,SP,259053,457358965.54
Embu-Guaçu,SP,66792,125662100.61
Emilianópolis,SP,3162,12373388.34
Encantado,RS,21750,48250038.15
Encanto,RN,5554,14495757.28
Encruzilhada do Sul,RS,25647,57938310.89
Engenheiro Beltrão,PR,14303,33542817.7
Engenheiro Caldas,MG,10888,22406439.73
Engenheiro Coelho,SP,18153,43662310.83
Engenheiro Navarro,MG,7353,13510179.81
Engenheiro Paulo de Frontin,RJ,13566,47657139.02
Engenho Velho,RS,1428,10304496.4
Entre Folhas,MG,5373,13281294.89
Entre Rios,BA,42828,78172087.69
Entre Rios,SC,3135,11980135.06
Entre Rios de Minas,MG,15034,23966018.35
Entre Rios do Oeste,PR,4255,26586882.95
Entre-Ijuís,RS,9068,21712195.48
Envira,AM,18422,40242062.8
Enéas Marques,PR,6209,23099096.98
Equador,RN,6070,14279570.74
Erechim,RS,101752,195783544.19
Ererê,CE,7073,17579230.88
Ernestina,RS,3202,15783394.64
Erval Seco,RS,7834,18796908.04
Erval Velho,SC,4456,14313709.81
Ervália,MG,18789,34486364.92
Escada,PE,66907,91296685.5
Esmeralda,RS,3294,15978174.61
Esmeraldas,MG,66237,97615980.61
Espera Feliz,MG,24287,40529294.64
Esperantina,PI,38749,49082371.43
Esperantina,TO,10356,17748891.91
Esperantinópolis,MA,17238,48194818.38
Esperança,PB,32530,59620159.51
Esperança Nova,PR,1922,9120520.96
Esperança do Sul,RS,3268,14840009.68
Espigão Alto do Iguaçu,PR,4591,15266037.23
Espigão D'Oeste,RO,32047,48201315.41
Espinosa,MG,32117,45636141.32
Esplanada,BA,36339,87885879.18
Espumoso,RS,15790,38070050.65
Espírito Santo,RN,10739,15649560.44
Espírito Santo do Dourado,MG,4648,11531630.79
Espírito Santo do Pinhal,SP,43756,91850812.48
Espírito Santo do Turvo,SP,4574,16261088.78
Estação,RS,6173,16025127.43
Esteio,RS,83846,173761430.65
Estiva,MG,11329,19593630.0
Estreito,MA,39805,84329051.32
Estrela,RS,32535,85752241.87
Estrela Dalva,MG,2483,9364514.52
Estrela Velha,RS,3743,15577093.7
Estrela d'Oeste,SP,8460,16680484.9
Estrela de Alagoas,AL,18198,34914144.09
Estrela do Indaiá,MG,3599,12328517.75
Estrela do Norte,GO,3389,12799886.82
Estrela do Norte,SP,2756,13627008.8
Estrela do Sul,MG,7851,17962366.3
Estância,SE,67953,155825792.61
Estância Velha,RS,45986,97191592.93
Euclides da Cunha,BA,60932,89966788.76
Euclides da Cunha Paulista,SP,9685,25641212.06
Eugenópolis,MG,11107,18473022.76
Eunápolis,BA,112032,214753484.44
Eusébio,CE,50308,180483679.19
Ewbank da Câmara,MG,3914,10393120.12
Extrema,MG,32402,103375798.06
Extremoz,RN,27107,65467597.82
Exu,PE,32001,59535424.4
Fagundes,PB,11413,19707344.6
Fagundes Varela,RS,2699,13257441.51
Fama,MG,2421,9333525.34
Faria Lemos,MG,3409,12908794.8
Farias Brito,CE,18937,39426462.67
Faro,PA,7504,15523411.93
Farol,PR,3422,13420871.85
Farroupilha,RS,68030,183560923.66
Fartura,SP,15925,39349717.45
Faxinal,PR,17084,31616779.21
Faxinal do Soturno,RS,6870,19586242.68
Faxinal dos Guedes,SC,10784,35323329.87
Faxinalzinho,RS,2570,9649372.79
Fazenda Rio Grande,PR,90648,142500107.93
Feijó,AC,32398,38986813.25
Feira Grande,AL,22406,42983750.17
Feira Nova,PE,21579,34019884.52
Feira Nova,SE,5551,13908437.33
Feira Nova do Maranhão,MA,8293,19350851.67
Feira da Mata,BA,5911,14502281.87
Feira de Santana,BA,612000,898182929.64
Felipe Guerra,RN,5994,19326074.77
Felisburgo,MG,7288,15157649.35
Felixlândia,MG,14973,30199826.93
Feliz,RS,13068,33687878.89
Feliz Deserto,AL,4714,16090939.84
Feliz Natal,MT,12440,28684326.41
Felício dos Santos,MG,5118,14641331.16
Fernandes Pinheiro,PR,5981,19945365.28
Fernandes Tourinho,MG,3269,10728495.11
Fernando Falcão,MA,9932,26883758.22
Fernando Pedroza,RN,3019,9737144.46
Fernando Prestes,SP,5748,19192494.82
Fernandópolis,SP,67836,142535929.95
Fernão,SP,1658,13025841.37
Ferraz de Vasconcelos,SP,182544,271049273.2
Ferreira Gomes,AP,6714,41696438.65
Ferreiros,PE,11904,24851589.65
Ferros,MG,10707,17738690.39
Fervedouro,MG,10880,20682919.86
Figueira,PR,8315,18015334.15
Figueirão,MS,3005,17138035.43
Figueirópolis,TO,5403,12328721.54
Figueirópolis D'Oeste,MT,3599,10652383.86
Filadélfia,BA,17593,34072698.93
Filadélfia,TO,8824,17538759.36
Firmino Alves,BA,5766,12726601.27
Flor do Sertão,SC,1603,11443986.42
Flora Rica,SP,1666,10844415.51
Floraí,PR,5137,15650671.94
Floreal,SP,3027,15790096.15
Flores da Cunha,RS,28974,76910764.08
Flores de Goiás,GO,13988,25990467.92
Flores do Piauí,PI,4395,11160200.54
Floresta,PE,31454,62446964.69
Floresta,PR,6397,17224714.52
Floresta Azul,BA,11352,20108341.99
Floresta do Araguaia,PA,19005,45224764.43
Floresta do Piauí,PI,2513,8907885.14
Florestal,MG,7137,16860049.48
Floriano,PI,58702,102896974.72
Floriano Peixoto,RS,2004,10001718.22
Florianópolis,SC,461524,1385872844.25
Florínia,SP,2821,17862447.51
Flórida,PR,2662,12222246.91
Flórida Paulista,SP,13854,30349417.79
Fonte Boa,AM,21295,74510596.29
Fontoura Xavier,RS,10916,23460032.11
Formiga,MG,67833,121182380.59
Formigueiro,RS,7119,18031288.45
Formosa,GO,110388,196157929.5
Formosa da Serra Negra,MA,18337,48056295.4
Formosa do Oeste,PR,7381,17563668.86
Formosa do Rio Preto,BA,25074,84152704.37
Formosa do Sul,SC,2589,11603633.92
Formoso,GO,4780,12313506.43
Formoso,MG,8945,17039302.95
Formoso do Araguaia,TO,18773,37049697.99
Forquetinha,RS,2532,10684213.82
Forquilha,CE,23276,38935814.78
Forquilhinha,SC,24694,63545280.75
Fortaleza,CE,2571896,5414958046.03
Fortaleza de Minas,MG,4330,14294435.18
Fortaleza dos Nogueiras,MA,12360,29259490.18
Fortaleza dos Valos,RS,4636,20278440.46
Fortim,CE,15781,32219605.27
Fortuna de Minas,MG,2872,11795893.46
Foz do Iguaçu,PR,263647,653937640.33
Foz do Jordão,PR,5277,17374471.31
Fraiburgo,SC,35781,83077306.15
Franca,SP,339461,518641690.94
Francinópolis,PI,5268,9401338.02
Francisco Alves,PR,6448,17217128.26
Francisco Ayres,PI,4361,9606367.52
Francisco Badaró,MG,10546,17555569.19
Francisco Beltrão,PR,85486,178933569.12
Francisco Dumont,MG,5130,15669813.67
Francisco Macedo,PI,3078,8708757.48
Francisco Morato,SP,166505,266027670.02
Francisco Santos,PI,8993,14869260.8
Francisco Sá,MG,26102,42969332.36
Franco da Rocha,SP,143817,227331379.95
Frecheirinha,CE,13473,32303680.3
Frederico Westphalen,RS,30409,63827886.05
Frei Gaspar,MG,6031,12448055.54
Frei Inocêncio,MG,9428,15923494.31
Frei Lagonegro,MG,3475,10225731.01
Frei Martinho,PB,2984,10687540.21
Frei Miguelinho,PE,15036,23527615.38
Frei Paulo,SE,14890,29665231.04
Frei Rogério,SC,2301,11741697.02
Fronteira,MG,16036,39429182.79
Fronteira dos Vales,MG,4765,10647329.08
Fronteiras,PI,11411,30934674.72
Fruta de Leite,MG,5863,13036309.51
Frutal,MG,57269,118992373.9
Frutuoso Gomes,RN,4254,11583116.95
Fundão,ES,19585,60624368.82
Funilândia,MG,4153,13834489.11
Fátima,BA,18502,32135428.57
Fátima,TO,3889,9696727.47
Fátima do Sul,MS,19240,38781370.42
Fênix,PR,4912,15048248.01
Gabriel Monteiro,SP,2790,12458890.27
Gado Bravo,PB,8458,17457408.73
Galinhos,RN,2516,15808826.33
Galvão,SC,3297,13725188.9
Gameleira,PE,29829,41978851.91
Gameleira de Goiás,GO,3605,13916702.55
Gameleiras,MG,5259,14844189.13
Gandu,BA,33097,46916085.64
Garanhuns,PE,136057,229791201.97
Gararu,SE,11718,21884299.39
Garibaldi,RS,32862,95008789.82
Garopaba,SC,20545,50063052.4
Garrafão do Norte,PA,25307,57721925.75
Garruchos,RS,3239,14712587.5
Garuva,SC,16435,48510661.07
Garça,SP,44506,112099016.58
Gaspar,SC,63826,143165383.37
Gastão Vidigal,SP,4534,13924916.48
Gaurama,RS,5940,18342625.58
Gavião,BA,4729,13120446.07
Gavião Peixoto,SP,4662,27499301.37
Gaúcha do Norte,MT,6900,25444190.85
Geminiano,PI,5298,9842858.23
General Carneiro,MT,5267,17656218.47
General Carneiro,PR,14039,30297430.53
General Câmara,RS,8679,15863925.44
General Maynard,SE,3188,11452846.66
General Salgado,SP,10966,36312491.14
General Sampaio,CE,6679,21095429.85
Gentil,RS,1714,12805639.7
Gentio do Ouro,BA,11381,24179596.7
Getulina,SP,11249,27055027.26
Getúlio Vargas,RS,16647,35586296.25
Gilbués,PI,10509,22279023.22
Girau do Ponciano,AL,40100,76257408.37
Giruá,RS,17269,56516289.19
Glaucilândia,MG,3114,10015187.89
Glicério,SP,4759,17484513.89
Glorinha,RS,7443,28669520.84
Glória,BA,16039,39245039.76
Glória D'Oeste,MT,3047,10874160.67
Glória de Dourados,MS,10008,23802677.71
Glória do Goitá,PE,30111,44566521.84
Godofredo Viana,MA,11262,31674708.0
Godoy Moreira,PR,3279,12670041.28
Goiabeira,MG,3253,12291961.26
Goiana,PE,78287,182411805.05
Goianinha,RN,24889,76838036.18
Goianira,GO,38607,73678210.74
Goianorte,TO,5125,9871092.37
Goianá,MG,3876,11503597.86
Goianápolis,GO,11013,24281917.42
Goianésia,GO,64861,141642557.95
Goianésia do Pará,PA,37249,82918338.68
Goiatins,TO,12730,30183536.5
Goiatuba,GO,33902,118948062.12
Goioerê,PR,29722,63937809.46
Goioxim,PR,7553,17424181.85
Goiás,GO,24615,52763550.48
Goiânia,GO,1412364,3601379302.02
Gongogi,BA,8212,16933980.24
Gonçalves,MG,4381,11991385.21
Gonçalves Dias,MA,17576,27297491.86
Gouveia,MG,12039,18935996.81
Gouvelândia,GO,5417,19165354.4
Governador Archer,MA,10531,22812336.69
Governador Celso Ramos,SC,13801,39362374.84
Governador Edison Lobão,MA,17430,29150932.64
Governador Eugênio Barros,MA,16386,30813178.74
Governador Lindenberg,ES,12120,34305785.7
Governador Luiz Rocha,MA,7580,16140837.93
Governador Mangabeira,BA,21198,34868216.5
Governador Newton Bello,MA,10060,18925029.94
Governador Nunes Freire,MA,25188,51433484.89
Governador Valadares,MG,276995,703529580.55
Gracho Cardoso,SE,5836,13822124.63
Grajaú,MA,66732,122073252.46
Gramado,RS,34365,168840089.1
Gramado Xavier,RS,4190,12291749.74
Gramado dos Loureiros,RS,2282,10585001.72
Grandes Rios,PR,6425,14802775.58
Granito,PE,7251,20200334.08
Granja,CE,53682,92166500.3
Granjeiro,CE,4531,17099201.01
Gravatal,SC,11148,23836976.37
Gravataí,RS,270689,569533660.54
Gravatá,PE,81182,133889406.64
Graça,CE,15287,31628494.67
Graça Aranha,MA,6147,10242501.11
Groaíras,CE,10759,24194229.49
Grossos,RN,10099,35152965.11
Grupiara,MG,1415,11832933.0
Grão Mogol,MG,15737,39618652.05
Grão Pará,SC,6448,19398237.75
Guabiju,RS,1618,8822209.73
Guabiruba,SC,21046,50401595.2
Guadalupe,PI,10340,28622707.89
Guaimbê,SP,5676,19214111.55
Guairaçá,PR,6500,15830680.87
Guaiçara,SP,11511,26881996.13
Guaiúba,CE,25581,45316093.07
Guajará,AM,15561,31052252.56
Guajará-Mirim,RO,46203,68051746.45
Guajeru,BA,9087,17591941.79
Guamaré,RN,14282,165158159.19
Guamiranga,PR,8415,20086499.8
Guanambi,BA,85237,127357050.42
Guapiara,SP,18002,39571735.0
Guapiaçu,SP,19728,71123101.62
Guapimirim,RJ,55626,167763464.06
Guapirama,PR,3959,14460357.71
Guaporema,PR,2290,12544140.46
Guaporé,RS,24331,63869973.12
Guapé,MG,14379,38705527.88
Guapó,GO,14419,26817421.63
Guarabira,PB,57780,86719904.54
Guaraci,SP,10683,47330219.48
Guaraciaba,SC,10433,26678135.55
Guaraciaba do Norte,CE,38995,67030070.35
Guaraciama,MG,4941,12841558.3
Guaramiranga,CE,3812,15993171.27
Guaramirim,SC,39869,101726635.52
Guarani,MG,8996,20153489.51
Guarani d'Oeste,SP,2021,10985734.94
Guarani das Missões,RS,8187,21230837.74
Guarani de Goiás,GO,4235,13390253.58
Guaraniaçu,PR,14181,39857258.73
Guarantã,SP,6640,19500807.91
Guarantã do Norte,MT,33632,64183631.7
Guaranésia,MG,19319,33975648.07
Guarapuava,PR,176973,296183998.82
Guaraqueçaba,PR,7988,18849789.52
Guararapes,SP,32187,69944894.7
Guararema,SP,28016,162220207.08
Guarará,MG,3977,13928932.48
Guaratinga,BA,22465,42715547.68
Guaratinguetá,SP,118378,250377830.84
Guaratuba,PR,34767,95824877.91
Guaraçaí,SP,8555,24983667.9
Guaraí,TO,24892,38291275.3
Guaraíta,GO,2300,9015356.37
Guarda-Mor,MG,6739,21489225.24
Guareí,SP,16513,32490320.92
Guariba,SP,38128,91548833.4
Guaribas,PI,4472,12431695.58
Guarinos,GO,2177,10285270.58
Guarujá,SP,308989,1061763831.69
Guarujá do Sul,SC,5076,14085203.18
Guarulhos,SP,1312197,3449674523.46
Guará,SP,20823,56193131.34
Guatambú,SC,4743,17005876.28
Guatapará,SP,7394,29009289.13
Guaxupé,MG,51704,100438546.95
Guaçuí,ES,30417,74784465.9
Guaíba,RS,98864,189194490.78
Guaíra,PR,32394,73369646.97
Guaíra,SP,39567,135184633.03
Guia Lopes da Laguna,MS,10211,25652713.27
Guidoval,MG,7341,15536302.32
Guimarânia,MG,7764,21293788.5
Guimarães,MA,11881,19834932.77
Guiratinga,MT,14401,27774539.24
Guiricema,MG,8805,15244868.05
Gurinhém,PB,14107,23558826.06
Gurjão,PB,3344,10400245.22
Gurupi,TO,82762,170592519.38
Guzolândia,SP,5064,15438348.92
Gália,SP,6956,18654393.03
Harmonia,RS,4557,18890188.02
Heitoraí,GO,3718,11567012.31
Heliópolis,BA,13786,24859310.24
Herculândia,SP,9217,18852222.38
Herval,RS,6972,21026921.49
Herval d'Oeste,SC,22083,46550545.84
Herveiras,RS,3060,11982101.31
Hidrolina,GO,3966,11052980.06
Hidrolândia,CE,19970,33207405.07
Hidrolândia,GO,19392,49038865.95
Holambra,SP,13046,57175159.15
Honório Serpa,PR,5834,21075124.76
Horizonte,CE,62002,153503092.92
Horizontina,RS,19174,64307469.35
Hortolândia,SP,212527,626348228.5
Hugo Napoleão,PI,3811,9584793.61
Hulha Negra,RS,6434,19449352.22
Humaitá,AM,50230,84025630.99
Humaitá,RS,5019,16535044.15
Humberto de Campos,MA,27679,47230264.88
Iacanga,SP,10923,39190509.68
Iacri,SP,6505,16883449.54
Iapu,MG,10820,19837603.1
Iaras,SP,7704,22376473.54
Iati,PE,18962,39719745.58
Iaçu,BA,26382,49913241.54
Ibaiti,PR,30464,32323448.92
Ibarama,RS,4517,14044580.05
Ibaretama,CE,13172,23741718.41
Ibateguara,AL,15783,29940301.83
Ibatiba,ES,24913,50364997.08
Ibaté,SP,33178,71405087.31
Ibema,PR,6329,16828838.19
Ibiam,SC,1971,10888326.69
Ibiapina,CE,24555,47194016.91
Ibiara,PB,6000,13173522.86
Ibiassucê,BA,10679,22557427.69
Ibiaçá,RS,4848,16732040.41
Ibicaraí,BA,24303,40251637.91
Ibicaré,SC,3336,13525456.6
Ibicoara,BA,19309,39532420.54
Ibicuitinga,CE,12012,24950709.27
Ibicuí,BA,16640,27674362.48
Ibimirim,PE,28403,46687335.69
Ibipeba,BA,18540,31368796.88
Ibipitanga,BA,15231,27684476.74
Ibiporã,PR,51802,121193220.29
Ibiquera,BA,5149,10623040.81
Ibiracatu,MG,6228,15022075.04
Ibiraci,MG,13158,30132085.8
Ibiraiaras,RS,7432,20958175.26
Ibirajuba,PE,7719,19913776.32
Ibirama,SC,18255,49551195.3
Ibirapitanga,BA,24118,48297819.24
Ibirapuitã,RS,4166,17057552.28
Ibirapuã,BA,8671,20578517.11
Ibirarema,SP,7290,27522965.35
Ibirataia,BA,18348,39209078.65
Ibiraçu,ES,12242,35187913.87
Ibirité,MG,171932,271241475.36
Ibirubá,RS,20181,50578823.62
Ibirá,SP,11740,34842208.83
Ibitiara,BA,16614,90017464.81
Ibitinga,SP,57098,112969835.88
Ibitirama,ES,9393,28387663.82
Ibititá,BA,18740,34640830.79
Ibitiúra de Minas,MG,3512,10593433.11
Ibituruna,MG,2990,9712608.61
Ibiá,MG,24613,51786269.15
Ibiúna,SP,75845,141410547.68
Icapuí,CE,19276,45305487.58
Icaraí de Minas,MG,11524,15986244.03
Icaraíma,PR,8723,19767863.42
Icatu,MA,26240,44529773.63
Ichu,BA,6288,14542143.64
Iconha,ES,13669,40006858.97
Icém,SP,7938,39140374.5
Icó,CE,67045,111686714.05
Ielmo Marinho,RN,13237,37656256.08
Iepê,SP,8002,28298436.02
Igaci,AL,26060,51900185.29
Igaporã,BA,16193,33361036.41
Igaracy,PB,6200,13349727.01
Igarapava,SP,29549,80834429.16
Igarapé,MG,39045,93752378.16
Igarapé Grande,MA,11533,23410023.36
Igarapé do Meio,MA,13567,37407789.38
Igarapé-Açu,PA,37112,45910091.63
Igarapé-Miri,PA,59998,30480478.68
Igarassu,PE,110917,156908733.62
Igaratinga,MG,10144,18941091.57
Igaratá,SP,9301,29471164.78
Igaraçu do Tietê,SP,24376,48455075.05
Igrapiúna,BA,14509,32882184.95
Igreja Nova,AL,24455,48257598.21
Igrejinha,RS,34035,81238521.68
Iguaba Grande,RJ,25354,80893901.41
Iguape,SP,30259,95865988.51
Iguaracy,PE,12117,21902874.48
Iguaraçu,PR,4241,15747925.44
Iguatama,MG,8202,22681556.83
Iguatemi,MS,15534,40343020.47
Iguatu,CE,100733,171310661.24
Iguatu,PR,2300,12170187.38
Iguaí,BA,27704,44386069.88
Ijaci,MG,6288,23912179.79
Ijuí,RS,82563,251315217.15
Ilha Comprida,SP,10102,114573882.44
Ilha Solteira,SP,26242,107953420.64
Ilha das Flores,SE,8589,17372671.77
Ilha de Itamaracá,PE,24413,53074246.04
Ilhabela,SP,31599,228298168.53
Ilhota,SC,13309,29460001.59
Ilhéus,BA,182350,278726085.79
Ilicínea,MG,12141,23448281.59
Ilópolis,RS,4212,14001090.05
Imaculada,PB,11705,18400224.5
Imaruí,SC,11117,19035605.0
Imbaú,PR,12246,19672367.29
Imbituba,SC,42708,95678016.02
Imbituva,PR,30713,52689696.77
Imbé,RS,19676,77079663.17
Imbé de Minas,MG,6782,14543992.51
Imigrante,RS,3141,16316517.59
Imperatriz,MA,252320,498709007.14
Inaciolândia,GO,6023,21473735.75
Inajá,PE,21475,36839829.67
Inajá,PR,3110,9105119.95
Inconfidentes,MG,7254,15633985.44
Indaiabira,MG,7527,18881762.8
Indaial,SC,61968,143083837.11
Indaiatuba,SP,226602,781966218.13
Independência,CE,25952,41308853.49
Independência,RS,6682,16950450.0
Indiana,SP,4946,13778667.89
Indianópolis,MG,6632,26507503.49
Indianópolis,PR,4469,14772081.9
Indiaporã,SP,3978,19780194.89
Indiara,GO,14729,39459213.55
Indiaroba,SE,17165,32738974.89
Indiavaí,MT,2518,11262216.01
Ingazeira,PE,4563,17612425.7
Ingaí,MG,2752,11060572.12
Ingá,PB,17978,34596763.99
Inhacorá,RS,2321,10432558.84
Inhambupe,BA,40441,58927838.15
Inhangapi,PA,10876,20007397.09
Inhapi,AL,18535,42976414.26
Inhapim,MG,24858,37400526.58
Inhaúma,MG,6114,13658050.05
Inhuma,PI,15032,22297698.34
Inhumas,GO,51144,102710938.3
Inimutaba,MG,7349,14099423.5
Inocência,MS,7687,29591436.86
Inácio Martins,PR,11294,26982447.41
Inúbia Paulista,SP,3854,13475176.19
Iomerê,SC,2861,15064082.4
Ipaba,MG,17902,26131623.28
Ipameri,GO,26178,62466705.37
Ipanema,MG,19318,34788783.39
Ipanguaçu,RN,14983,29297643.56
Ipaporanga,CE,11500,27039089.6
Ipatinga,MG,255266,629014653.66
Ipaumirim,CE,12281,22330079.75
Ipaussu,SP,14483,37419106.93
Ipecaetá,BA,15634,35042396.14
Iperó,SP,32568,82705821.32
Ipeúna,SP,6778,24554965.0
Ipiaçu,MG,4260,16339359.37
Ipiaú,BA,47388,67176119.15
Ipiguá,SP,4941,14515411.83
Ipira,SC,4675,16190632.67
Ipiranga,PR,14895,33803270.17
Ipiranga de Goiás,GO,2935,10835957.67
Ipiranga do Norte,MT,6347,26134323.46
Ipiranga do Piauí,PI,9569,16877850.06
Ipiranga do Sul,RS,1985,12743922.66
Ipirá,BA,62172,87835943.02
Ipixuna,AM,26118,27738704.01
Ipixuna do Pará,PA,56613,82272795.06
Ipojuca,PE,89660,607737802.45
Iporanga,SP,4351,20561077.05
Iporá,GO,32169,50857418.74
Iporã,PR,14981,34563816.53
Iporã do Oeste,SC,8769,21897169.91
Ipu,CE,41292,72017699.98
Ipuaçu,SC,7193,22091704.91
Ipubi,PE,29338,60922486.0
Ipueira,RN,2206,9613021.74
Ipueiras,TO,1843,8054999.05
Ipuiúna,MG,9991,17264850.44
Ipumirim,SC,7467,24958103.39
Ipupiara,BA,10054,19781222.37
Ipuã,SP,15378,46154195.4
Iracema,CE,14042,33110794.18
Iracema,RR,10043,14445911.84
Iracema do Oeste,PR,2537,11242204.98
Iraceminha,SC,4175,14093303.7
Iracemápolis,SP,22191,56861953.21
Irajuba,BA,7443,17632749.48
Iramaia,BA,10809,27991092.89
Iranduba,AM,45250,90313528.24
Irani,SC,10033,22676574.93
Irapuru,SP,8155,17323783.56
Irapuã,SP,7721,19674876.55
Iraquara,BA,24712,42357583.98
Irará,BA,29770,50221491.76
Irati,PR,59339,99873682.06
Irati,SC,2046,11240284.06
Irauçuba,CE,23376,46277348.63
Iraí,RS,8074,17611586.24
Iraí de Minas,MG,6842,19349864.27
Irecê,BA,72730,104848027.15
Iretama,PR,10730,23726308.12
Irineópolis,SC,10916,28690359.72
Irituia,PA,31644,46967307.15
Irupi,ES,12948,32736141.78
Isaías Coelho,PI,8389,14335231.83
Israelândia,GO,2930,10525492.46
Itaara,RS,5299,13590446.08
Itabaiana,PB,24613,36749692.88
Itabaiana,SE,92732,141954073.56
Itabaianinha,SE,41116,66009764.99
Itabela,BA,30852,58389474.03
Itaberaba,BA,66065,112719350.15
Itaberaí,GO,38983,78308883.97
Itaberá,SP,18086,43585824.02
Itabi,SE,5032,12508894.17
Itabira,MG,116745,536212518.48
Itabirito,MG,49203,257555352.49
Itaboraí,RJ,227168,790437191.5
Itabuna,BA,218925,450772633.28
Itacajá,TO,7388,14158439.56
Itacambira,MG,5276,13376919.73
Itacarambi,MG,18350,45620410.9
Itacaré,BA,27198,49908684.26
Itacoatiara,AM,95714,199346129.24
Itacuruba,PE,4700,25137527.79
Itaeté,BA,16370,31475727.74
Itagi,BA,13448,22834006.84
Itagibá,BA,15871,50241372.93
Itagimirim,BA,7384,19359301.81
Itaguajé,PR,4649,15083022.43
Itaguara,MG,13087,27524916.99
Itaguari,GO,4688,12281670.25
Itaguaru,GO,5504,15041535.29
Itaguatins,TO,6063,11002851.92
Itaguaçu,ES,14836,42106726.67
Itaguaçu da Bahia,BA,14533,30683943.25
Itaguaí,RJ,117374,677593266.35
Itainópolis,PI,11330,19997419.34
Itaipava do Grajaú,MA,13579,28495826.12
Itaipulândia,PR,10056,61730016.24
Itaipé,MG,12489,20499885.9
Itaitinga,CE,38131,62069303.02
Itaituba,PA,98405,189355748.61
Itaiçaba,CE,7612,17154849.07
Itaiópolis,SC,21139,45157954.07
Itajaí,SC,201557,962880135.74
Itajobi,SP,15141,48135301.69
Itaju,SP,3556,15576678.55
Itaju do Colônia,BA,7428,17141573.31
Itajubá,MG,95491,150021880.07
Itajuípe,BA,21817,36472824.51
Itajá,GO,5005,18798393.46
Itajá,RN,7397,13222730.81
Italva,RJ,14489,49092033.41
Itamaraju,BA,67191,97699583.93
Itamarandiba,MG,34033,52940624.25
Itamarati de Minas,MG,4295,13330725.85
Itamari,BA,8534,19947352.8
Itambacuri,MG,23557,46803943.3
Itambaracá,PR,6869,15610491.69
Itambé,BA,23520,36679680.31
Itambé,PE,36256,63853097.29
Itambé,PR,6183,15413829.75
Itambé do Mato Dentro,MG,2261,9884121.23
Itamogi,MG,10553,21121611.04
Itamonte,MG,14998,32082368.85
