AL,Porto Real do Colégio,Nordeste,167.231,193.465,176.791,201.172,221.238,108.794,124.811,145.012,167.231,193.465
AL,Porto de Pedras,Nordeste,140.876,273.575,199.187,213.192,231.351,71.668,76.290,83.679,140.876,273.575
AL,Poço das Trincheiras,Nordeste,85.978,92.554,92.359,92.644,107.354,70.659,71.590,78.848,85.978,92.554
AL,Pão de Açúcar,Nordeste,168.485,186.195,213.482,214.549,231.339,133.619,143.232,159.645,168.485,186.195
AL,Quebrangulo,Nordeste,103.621,112.656,121.725,138.124,173.900,68.208,74.237,85.591,103.621,112.656
AL,Rio Largo,Nordeste,983.459,1.018.571,1.059.514,1.164.095,1.311.046,634.944,731.770,855.803,983.459,1.018.571
AL,Roteiro,Nordeste,107.603,146.753,114.859,137.386,157.727,84.595,100.494,89.226,107.603,146.753
AL,Santa Luzia do Norte,Nordeste,113.928,153.707,135.252,168.078,194.039,57.503,86.332,107.737,113.928,153.707
AL,Santana do Ipanema,Nordeste,517.408,513.570,509.121,562.748,575.685,365.686,412.587,474.985,517.408,513.570
AL,Santana do Mundaú,Nordeste,773.129,807.102,1.094.185,970.661,1.379.720,164.668,248.243,327.061,773.129,807.102
AL,Satuba,Nordeste,139.010,207.667,169.556,186.778,203.612,111.801,104.966,115.157,139.010,207.667
AL,Senador Rui Palmeira,Nordeste,82.153,82.293,87.661,92.433,101.818,57.279,66.906,77.105,82.153,82.293
AL,São Brás,Nordeste,75.666,115.090,83.216,90.682,108.439,39.417,47.819,53.978,75.666,115.090
AL,São José da Laje,Nordeste,255.460,302.139,302.094,363.473,413.726,190.647,272.369,315.700,255.460,302.139
AL,São José da Tapera,Nordeste,225.618,232.181,225.932,272.099,283.922,202.414,238.123,191.554,225.618,232.181
AL,São Luís do Quitunde,Nordeste,399.700,416.398,575.006,689.190,766.119,405.941,472.998,504.545,399.700,416.398
AL,São Miguel dos Campos,Nordeste,943.619,977.489,1.040.390,1.120.634,992.621,1.194.840,1.131.712,1.031.352,943.619,977.489
AL,São Miguel dos Milagres,Nordeste,105.933,140.978,148.134,164.159,176.046,74.018,84.878,97.692,105.933,140.978
AL,São Sebastião,Nordeste,341.246,381.078,438.041,561.730,670.597,247.113,256.591,280.306,341.246,381.078
AL,Taquarana,Nordeste,241.571,272.048,253.668,311.476,380.128,187.601,149.385,179.542,241.571,272.048
AL,Teotônio Vilela,Nordeste,463.205,470.147,512.120,534.512,784.584,341.836,309.776,392.197,463.205,470.147
AL,Traipu,Nordeste,194.150,205.488,205.190,206.396,262.374,142.349,148.793,157.368,194.150,205.488
AL,União dos Palmares,Nordeste,787.674,935.273,941.836,1.049.580,1.283.500,525.713,625.896,764.346,787.674,935.273
AL,Viçosa,Nordeste,261.081,295.468,339.655,415.697,481.429,173.251,195.341,232.516,261.081,295.468
AL,Água Branca,Nordeste,126.126,136.648,141.121,159.756,166.660,106.273,111.654,115.971,126.126,136.648
AM,Alvarães,Norte,144.685,159.083,170.089,196.154,194.568,90.875,107.773,102.360,144.685,159.083
AM,Amaturá,Norte,66.265,80.805,83.447,95.436,101.978,59.861,63.736,66.484,66.265,80.805
AM,Anamã,Norte,96.390,108.163,116.719,125.494,129.932,84.387,86.080,83.655,96.390,108.163
AM,Anori,Norte,179.711,192.984,218.807,200.709,215.147,153.867,168.967,154.630,179.711,192.984
AM,Apuí,Norte,192.352,193.492,209.970,252.677,272.114,157.858,193.061,206.200,192.352,193.492
AM,Atalaia do Norte,Norte,165.713,141.205,143.057,150.688,172.761,95.743,124.922,143.243,165.713,141.205
AM,Autazes,Norte,289.804,328.193,356.934,388.848,446.910,197.961,239.017,265.111,289.804,328.193
AM,Barcelos,Norte,157.854,160.672,168.626,189.996,208.512,134.364,147.980,151.620,157.854,160.672
AM,Barreirinha,Norte,224.109,239.721,259.291,286.580,313.543,196.999,210.559,200.195,224.109,239.721
AM,Benjamin Constant,Norte,271.447,280.086,310.751,347.115,349.342,236.931,270.635,245.147,271.447,280.086
AM,Beruri,Norte,124.199,141.498,151.805,169.892,182.220,107.968,120.988,125.637,124.199,141.498
AM,Boa Vista do Ramos,Norte,110.655,125.739,140.055,146.215,161.512,100.001,98.384,101.807,110.655,125.739
AM,Boca do Acre,Norte,328.570,365.383,415.766,444.283,475.900,236.629,277.842,286.360,328.570,365.383
AM,Borba,Norte,270.980,296.371,304.755,330.380,361.504,236.239,254.923,260.752,270.980,296.371
AM,Caapiranga,Norte,145.057,142.346,156.561,168.773,170.630,111.291,130.604,135.541,145.057,142.346
AM,Canutama,Norte,99.109,103.082,107.991,121.948,133.412,81.427,88.213,88.114,99.109,103.082
AM,Carauari,Norte,270.919,286.003,307.070,336.549,358.947,214.486,235.646,251.054,270.919,286.003
AM,Careiro,Norte,250.074,272.854,314.629,340.672,363.553,193.802,217.517,247.025,250.074,272.854
AM,Careiro da Várzea,Norte,295.991,313.356,337.463,318.688,374.141,234.401,241.431,269.183,295.991,313.356
AM,Coari,Norte,1.170.225,1.322.937,2.018.615,2.253.992,1.923.312,4.558.712,3.105.211,2.261.617,1.170.225,1.322.937
AM,Codajás,Norte,651.453,464.273,501.935,505.889,498.998,492.322,651.855,742.360,651.453,464.273
AM,Eirunepé,Norte,398.027,434.006,518.216,478.814,503.011,340.332,382.850,403.200,398.027,434.006
AM,Envira,Norte,142.361,148.766,157.794,172.414,178.196,116.857,124.880,129.131,142.361,148.766
AM,Fonte Boa,Norte,151.641,167.593,180.667,181.680,197.082,132.637,151.621,156.442,151.641,167.593
AM,Guajará,Norte,111.353,115.995,123.681,130.114,147.404,92.709,100.262,106.588,111.353,115.995
AM,Humaitá,Norte,482.341,556.079,621.322,721.855,780.803,367.181,422.861,450.582,482.341,556.079
AM,Ipixuna,Norte,126.316,139.916,152.316,177.141,193.678,106.738,112.260,120.605,126.316,139.916
AM,Iranduba,Norte,625.010,697.064,678.368,691.801,728.072,481.446,529.533,627.693,625.010,697.064
AM,Itacoatiara,Norte,1.891.522,1.979.493,1.882.624,2.070.851,2.273.856,1.440.639,1.591.040,1.762.125,1.891.522,1.979.493
AM,Itamarati,Norte,84.732,93.869,95.522,99.805,107.511,73.384,75.976,79.330,84.732,93.869
AM,Itapiranga,Norte,102.310,107.713,111.075,129.499,134.222,68.872,80.542,80.512,102.310,107.713
AM,Japurá,Norte,59.570,61.997,63.038,65.857,63.134,50.959,58.162,60.551,59.570,61.997
AM,Juruá,Norte,89.823,99.877,104.579,115.621,122.261,84.513,84.834,90.422,89.823,99.877
AM,Jutaí,Norte,197.969,218.569,224.322,230.654,252.836,180.234,182.212,196.731,197.969,218.569
AM,Lábrea,Norte,449.071,495.747,493.720,500.460,555.876,380.687,368.576,390.961,449.071,495.747
AM,Manacapuru,Norte,1.316.860,1.526.357,1.428.780,1.502.525,1.432.602,1.229.929,1.264.411,1.414.754,1.316.860,1.526.357
AM,Manaquiri,Norte,250.252,236.248,275.567,259.773,274.502,182.257,206.792,231.559,250.252,236.248
AM,Manaus,Norte,70.234.306,73.225.449,78.155.386,84.566.043,91.768.773,63.829.864,67.418.894,67.076.904,70.234.306,73.225.449
AM,Manicoré,Norte,476.291,495.881,529.374,560.803,621.351,400.950,459.510,492.408,476.291,495.881
AM,Maraã,Norte,141.135,153.885,129.463,140.342,148.833,96.880,117.725,122.658,141.135,153.885
AM,Maués,Norte,410.786,459.063,502.004,551.175,566.046,360.983,389.379,380.954,410.786,459.063
AM,Nhamundá,Norte,135.685,142.267,152.077,168.137,185.703,128.950,121.117,123.219,135.685,142.267
AM,Nova Olinda do Norte,Norte,212.324,234.351,247.214,278.282,293.963,157.883,187.770,195.941,212.324,234.351
AM,Novo Airão,Norte,126.322,131.745,136.543,172.501,174.377,92.626,112.457,117.037,126.322,131.745
AM,Novo Aripuanã,Norte,170.246,183.334,200.293,212.575,219.610,140.185,149.447,157.337,170.246,183.334
AM,Parintins,Norte,1.027.340,1.092.155,1.123.079,1.225.444,1.320.760,1.010.620,975.798,949.020,1.027.340,1.092.155
AM,Pauini,Norte,142.491,150.838,157.104,163.873,175.118,108.044,136.558,139.060,142.491,150.838
AM,Presidente Figueiredo,Norte,547.295,445.555,823.936,956.464,829.590,722.104,662.828,761.204,547.295,445.555
AM,Rio Preto da Eva,Norte,446.859,384.152,382.992,439.400,374.582,326.203,370.897,444.180,446.859,384.152
AM,Santa Isabel do Rio Negro,Norte,127.341,122.726,138.110,150.012,157.255,104.748,123.219,155.313,127.341,122.726
AM,Santo Antônio do Içá,Norte,163.636,172.833,181.771,191.909,208.668,126.286,146.110,149.509,163.636,172.833
AM,Silves,Norte,99.257,96.376,101.823,114.106,133.809,83.929,74.699,105.001,99.257,96.376
AM,São Gabriel da Cachoeira,Norte,284.030,314.682,331.771,349.719,376.615,216.457,257.234,265.932,284.030,314.682
AM,São Paulo de Olivença,Norte,206.312,235.478,251.748,280.976,302.142,172.810,190.870,193.791,206.312,235.478
AM,São Sebastião do Uatumã,Norte,93.403,101.297,117.748,121.771,127.921,73.866,84.210,84.630,93.403,101.297
AM,Tabatinga,Norte,423.684,463.248,537.079,594.242,653.294,327.177,366.628,382.963,423.684,463.248
AM,Tapauá,Norte,215.987,338.884,247.785,192.217,218.778,152.594,189.775,201.237,215.987,338.884
AM,Tefé,Norte,657.170,746.603,936.724,1.021.258,941.549,540.069,710.995,710.973,657.170,746.603
AM,Tonantins,Norte,118.661,123.847,133.877,151.465,158.650,99.627,107.192,114.685,118.661,123.847
AM,Uarini,Norte,172.385,186.574,188.175,196.338,205.148,106.102,121.455,130.831,172.385,186.574
AM,Urucará,Norte,297.880,298.331,330.708,302.863,306.841,256.607,302.307,310.200,297.880,298.331
AM,Urucurituba,Norte,124.236,143.101,166.521,179.336,195.781,110.166,119.412,113.917,124.236,143.101
AP,Amapá,Norte,144.316,166.941,137.264,156.669,157.700,134.479,166.809,131.867,144.316,166.941
AP,Calçoene,Norte,146.676,146.932,164.202,165.393,181.556,142.502,121.551,136.608,146.676,146.932
AP,Cutias,Norte,68.380,72.796,76.196,82.949,87.445,58.181,59.556,64.196,68.380,72.796
AP,Ferreira Gomes,Norte,347.367,500.103,533.403,494.108,519.209,155.000,190.916,351.803,347.367,500.103
AP,Itaubal,Norte,64.691,65.752,69.176,74.890,80.823,47.989,49.264,57.149,64.691,65.752
AP,Laranjal do Jari,Norte,791.145,850.713,902.503,973.431,1.034.560,541.838,559.759,531.997,791.145,850.713
AP,Macapá,Norte,9.337.264,9.996.021,10.949.101,11.422.998,11.735.557,8.279.310,8.882.333,9.126.377,9.337.264,9.996.021
AP,Mazagão,Norte,228.382,244.725,258.113,290.148,363.565,214.913,207.104,204.408,228.382,244.725
AP,Oiapoque,Norte,345.547,394.531,425.562,461.142,488.209,288.112,283.458,305.452,345.547,394.531
AP,Porto Grande,Norte,315.378,332.009,340.180,338.606,381.528,267.558,273.181,295.789,315.378,332.009
AP,Pracuúba,Norte,61.190,62.942,67.289,71.221,76.761,57.776,58.148,56.518,61.190,62.942
AP,Santana,Norte,1.758.527,1.910.086,2.071.271,2.128.724,2.341.304,1.819.411,1.883.653,1.936.602,1.758.527,1.910.086
AP,Serra do Navio,Norte,64.407,70.831,75.189,73.697,81.345,54.042,53.869,60.383,64.407,70.831
AP,Tartarugalzinho,Norte,186.856,202.010,225.342,231.773,246.100,194.912,163.100,165.606,186.856,202.010
AP,Vitória do Jari,Norte,184.625,184.453,189.394,196.121,224.213,151.064,157.186,147.967,184.625,184.453
BA,Santana,Nordeste,214.029,234.048,249.878,259.409,291.550,190.749,197.248,206.865,214.029,234.048
BA,Abaré,Nordeste,124.225,137.405,137.850,151.220,172.536,89.738,107.311,120.085,124.225,137.405
BA,Abaíra,Nordeste,64.379,58.457,59.567,62.610,67.365,42.485,55.320,54.905,64.379,58.457
BA,Acajutiba,Nordeste,119.173,120.754,133.741,126.737,137.425,109.425,114.174,116.674,119.173,120.754
BA,Adustina,Nordeste,101.498,120.435,112.003,173.041,305.106,132.827,98.679,159.878,101.498,120.435
BA,Aiquara,Nordeste,49.794,41.212,41.198,45.792,46.861,40.642,47.559,52.075,49.794,41.212
BA,Alagoinhas,Nordeste,3.171.737,3.504.871,3.963.002,4.349.226,4.454.314,2.659.131,2.757.406,2.737.826,3.171.737,3.504.871
BA,Alcobaça,Nordeste,262.268,264.462,255.108,290.438,305.795,198.823,209.489,234.477,262.268,264.462
BA,Almadina,Nordeste,55.989,51.855,50.181,53.031,58.472,41.406,69.222,57.993,55.989,51.855
BA,Amargosa,Nordeste,339.737,339.840,375.522,398.310,417.073,268.100,294.237,315.353,339.737,339.840
BA,Amélia Rodrigues,Nordeste,280.584,289.840,312.387,340.719,366.459,230.017,263.577,264.417,280.584,289.840
BA,América Dourada,Nordeste,120.798,111.238,115.319,133.272,148.109,76.842,88.549,103.621,120.798,111.238
BA,Anagé,Nordeste,160.428,167.087,169.915,184.992,198.291,114.373,134.595,156.646,160.428,167.087
BA,Andaraí,Nordeste,95.321,97.793,104.161,110.565,117.332,70.782,75.967,88.004,95.321,97.793
BA,Andorinha,Nordeste,172.269,190.567,191.570,183.430,203.249,120.273,144.598,135.203,172.269,190.567
BA,Angical,Nordeste,143.813,135.830,134.842,141.674,159.587,98.184,117.161,126.212,143.813,135.830
BA,Anguera,Nordeste,61.822,65.959,74.351,84.599,78.343,50.754,53.044,60.986,61.822,65.959
BA,Antas,Nordeste,112.676,112.806,116.977,126.920,143.067,83.918,93.681,99.135,112.676,112.806
BA,Antônio Cardoso,Nordeste,90.982,105.373,109.847,110.774,109.894,99.034,95.743,98.897,90.982,105.373
BA,Antônio Gonçalves,Nordeste,63.601,68.775,69.304,72.895,80.543,48.600,56.408,63.629,63.601,68.775
BA,Aporá,Nordeste,118.628,136.532,125.669,133.274,139.547,90.093,100.548,111.337,118.628,136.532
BA,Apuarema,Nordeste,69.093,56.187,66.828,64.996,68.734,50.831,53.135,57.125,69.093,56.187
BA,Aracatu,Nordeste,89.372,106.032,109.671,116.386,125.212,77.990,81.211,85.659,89.372,106.032
BA,Araci,Nordeste,392.071,381.316,425.536,434.921,467.389,297.508,339.819,366.516,392.071,381.316
BA,Aramari,Nordeste,85.574,89.651,91.494,104.163,98.892,63.629,69.639,74.097,85.574,89.651
BA,Arataca,Nordeste,96.967,77.260,81.636,89.532,99.800,73.988,91.722,99.125,96.967,77.260
BA,Aratuípe,Nordeste,67.699,64.423,65.994,68.721,74.609,53.529,59.194,63.534,67.699,64.423
BA,Aurelino Leal,Nordeste,115.246,104.857,106.741,110.080,120.705,84.472,96.063,106.729,115.246,104.857
BA,Baianópolis,Nordeste,128.353,144.540,171.344,169.351,233.204,89.874,120.434,116.942,128.353,144.540
BA,Baixa Grande,Nordeste,137.333,141.312,159.328,156.802,166.809,113.554,121.193,132.445,137.333,141.312
BA,Banzaê,Nordeste,82.175,90.796,96.654,91.563,103.194,59.951,68.903,75.898,82.175,90.796
BA,Barra,Nordeste,349.918,369.636,365.582,380.201,434.741,272.376,296.407,331.766,349.918,369.636
BA,Barra da Estiva,Nordeste,247.682,235.246,255.274,261.735,317.455,180.919,207.078,225.676,247.682,235.246
BA,Barra do Choça,Nordeste,479.072,361.459,399.019,389.634,524.830,286.329,351.122,441.795,479.072,361.459
BA,Barra do Mendes,Nordeste,90.851,94.250,94.597,97.882,102.858,71.045,78.462,85.833,90.851,94.250
BA,Barra do Rocha,Nordeste,62.300,45.822,63.168,63.157,67.758,46.147,141.515,64.775,62.300,45.822
BA,Barreiras,Nordeste,3.379.007,3.895.977,4.744.841,5.055.223,6.137.204,2.888.677,3.337.723,3.718.351,3.379.007,3.895.977
BA,Barro Alto,Nordeste,82.404,84.639,91.813,99.899,106.675,63.446,71.551,79.352,82.404,84.639
BA,Barro Preto,Nordeste,60.388,60.302,61.981,60.893,68.795,49.164,50.973,54.914,60.388,60.302
BA,Barrocas,Nordeste,250.956,220.882,239.366,269.344,319.416,175.420,168.872,192.758,250.956,220.882
BA,Belmonte,Nordeste,285.477,265.802,288.763,319.978,334.868,226.424,229.954,280.303,285.477,265.802
BA,Belo Campo,Nordeste,118.279,128.827,130.485,145.726,155.311,87.128,95.836,104.978,118.279,128.827
BA,Biritinga,Nordeste,107.660,115.309,121.542,128.217,139.913,81.851,89.057,100.477,107.660,115.309
BA,Boa Nova,Nordeste,94.538,93.088,92.741,97.491,105.774,79.050,85.788,93.731,94.538,93.088
BA,Boa Vista do Tupim,Nordeste,117.253,118.379,121.713,129.646,141.047,110.585,104.277,110.955,117.253,118.379
BA,Bom Jesus da Lapa,Nordeste,835.085,995.798,1.009.776,1.107.151,1.135.496,550.848,634.594,773.330,835.085,995.798
BA,Bom Jesus da Serra,Nordeste,52.304,54.024,57.874,62.387,69.656,41.176,44.171,50.877,52.304,54.024
BA,Boninal,Nordeste,88.920,88.725,96.624,97.300,105.742,65.625,75.172,79.697,88.920,88.725
BA,Bonito,Nordeste,158.195,152.287,165.126,202.991,224.301,102.563,113.147,154.962,158.195,152.287
